[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb427.03.100	Tb427.03.100-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 545 - 1,670 (+)	hypothetical protein, degenerate	
Tb427.03.1000	Tb427.03.1000-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 246,216 - 246,758 (+)	frataxin-like, mitochondrial precursor, putative	
Tb427.03.1010	Tb427.03.1010-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 247,519 - 249,321 (+)	hypothetical protein, conserved	
Tb427.03.1020	Tb427.03.1020-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 251,620 - 253,101 (+)	hypothetical protein, conserved	
Tb427.03.1030	Tb427.03.1030-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 253,832 - 254,908 (+)	RNA-binding protein	
Tb427.03.1040	Tb427.03.1040-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 260,473 - 263,016 (+)	hypothetical protein, conserved, interrupted	
Tb427.03.1060	Tb427.03.1060-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 263,156 - 264,151 (+)	hypothetical protein, conserved, interrupted	
Tb427.03.1070	Tb427.03.1070-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 264,443 - 265,777 (+)	peptide chain release factor 1, putative	
Tb427.03.1080	Tb427.03.1080-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 266,052 - 266,807 (+)	hypothetical protein, conserved	
Tb427.03.1090	Tb427.03.1090-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 267,988 - 268,626 (+)	small nuclear RNA (snRNA) U1	
Tb427.03.110	Tb427.03.110-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 1,867 - 2,874 (+)	expression site-associated gene 3 (ESAG3), degenerate	
Tb427.03.1100	Tb427.03.1100-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 269,585 - 270,778 (+)	hypothetical protein, conserved	
Tb427.03.1110	Tb427.03.1110-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 271,426 - 272,859 (+)	flagellar transport protein, putative	
Tb427.03.1120	Tb427.03.1120-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 274,217 - 274,870 (+)	GTP-binding nuclear protein rtb2, putative	
Tb427.03.1130	Tb427.03.1130-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 276,438 - 278,138 (+)	DNA polymerase delta subunit 2, putative	
Tb427.03.1140	Tb427.03.1140-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 278,893 - 280,065 (+)	hypothetical protein, conserved	
Tb427.03.1150	Tb427.03.1150-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 280,602 - 281,444 (+)	hypothetical protein, conserved	
Tb427.03.1160	Tb427.03.1160-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 281,994 - 282,737 (+)	hypothetical protein, conserved	
Tb427.03.1170	Tb427.03.1170-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 283,033 - 284,226 (+)	hypothetical protein, conserved	
Tb427.03.1180	Tb427.03.1180-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 285,234 - 287,729 (+)	hypothetical protein, conserved	
Tb427.03.1190	Tb427.03.1190-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 288,652 - 295,638 (+)	hypothetical protein, conserved	
Tb427.03.120	Tb427.03.120-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 3,201 - 4,790 (+)	variant surface glycoprotein (VSG), putative	
Tb427.03.1200	Tb427.03.1200-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 296,415 - 298,736 (+)	hypothetical protein, conserved	
Tb427.03.1210	Tb427.03.1210-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 300,497 - 303,418 (+)	protein transport protein Sec24	
Tb427.03.1220	Tb427.03.1220-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 304,990 - 306,525 (+)	hypothetical protein, conserved	
Tb427.03.1230	Tb427.03.1230-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 306,958 - 309,804 (+)	hypothetical protein	
Tb427.03.1240	Tb427.03.1240-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 310,122 - 311,093 (+)	protein phosphatase 2A, putative	
Tb427.03.1250	Tb427.03.1250-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 312,009 - 312,263 (+)	DNA-directed RNA polymerase subunit, putative	
Tb427.03.1260	Tb427.03.1260-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 312,913 - 313,494 (+)	hypothetical protein, conserved	
Tb427.03.1270	Tb427.03.1270-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 313,975 - 315,597 (+)	hypothetical protein, conserved	
Tb427.03.1280	Tb427.03.1280-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 315,663 - 317,165 (+)	hypothetical protein, conserved	
Tb427.03.1290	Tb427.03.1290-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 317,899 - 320,742 (+)	cullin 4B, putative	
Tb427.03.130	Tb427.03.130-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 5,933 - 6,382 (+)	variant surface glycoprotein, truncated	
Tb427.03.1300	Tb427.03.1300-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 321,364 - 322,596 (+)	hypothetical protein, conserved	
Tb427.03.1310	Tb427.03.1310-t26_1	T. brucei Lister strain 427	Tb427_03_v4: 324,006 - 327,767 (+)	hypothetical protein, conserved	
