[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb427.04.100	Tb427.04.100-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 1,790 - 2,662 (-)	retrotransposon hot spot protein 1 (RHS1), interrupted	
Tb427.04.1000	Tb427.04.1000-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 275,292 - 275,957 (-)	hypothetical protein, conserved	
Tb427.04.1010	Tb427.04.1010-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 276,128 - 276,523 (-)	hypothetical protein	
Tb427.04.1020	Tb427.04.1020-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 276,933 - 278,405 (-)	serine-palmitoyl-CoA transferase, putative	
Tb427.04.1030	Tb427.04.1030-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 279,045 - 279,872 (-)	hypothetical protein, conserved	
Tb427.04.1040	Tb427.04.1040-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 280,515 - 281,015 (-)	hypothetical protein, conserved	
Tb427.04.1050	Tb427.04.1050-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 281,308 - 282,693 (-)	hypothetical protein, conserved	
Tb427.04.1060	Tb427.04.1060-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 282,969 - 286,274 (-)	hypothetical protein, conserved	
Tb427.04.1070	Tb427.04.1070-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 286,675 - 287,283 (-)	50S ribosomal protein L13, putative	
Tb427.04.1080	Tb427.04.1080-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 288,431 - 290,263 (-)	V-type ATPase, A subunit, putative	
Tb427.04.1090	Tb427.04.1090-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 290,983 - 292,887 (-)	endosomal integral membrane protein, putative	
Tb427.04.110	Tb427.04.110-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 3,304 - 4,824 (-)	retrotransposon hot spot protein 1 (RHS1), interrupted	
Tb427.04.1100	Tb427.04.1100-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 293,313 - 293,792 (-)	ribosomal protein L21E (60S), putative	
Tb427.04.1110	Tb427.04.1110-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 294,522 - 295,901 (-)	hypothetical protein, conserved	
Tb427.04.1120	Tb427.04.1120-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 296,641 - 298,167 (-)	hypothetical protein, conserved	
Tb427.04.1130	Tb427.04.1130-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 299,126 - 299,623 (-)	hypothetical protein, conserved	
Tb427.04.1140	Tb427.04.1140-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 300,493 - 302,238 (-)	phosphatidylinositol 4-kinase, putative	
Tb427.04.1150	Tb427.04.1150-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 302,713 - 304,938 (-)	hypothetical protein, conserved	
Tb427.04.1160	Tb427.04.1160-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 307,106 - 309,832 (-)	hypothetical protein, conserved	
Tb427.04.1170	Tb427.04.1170-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 310,103 - 311,122 (-)	ankyrin, putative	
Tb427.04.1180	Tb427.04.1180-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 311,329 - 312,336 (-)	hypothetical protein, conserved	
Tb427.04.1190	Tb427.04.1190-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 312,517 - 313,128 (-)	hypothetical protein, conserved	
Tb427.04.1195	Tb427.04.1195-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 318,221 - 318,292 (-)	tRNA Proline	
Tb427.04.120	Tb427.04.120-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 12,396 - 12,767 (+)	hypothetical protein	
Tb427.04.1200	Tb427.04.1200-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 319,774 - 320,769 (+)	expression site-associated gene 1 (ESAG1) protein, putative	
Tb427.04.1210	Tb427.04.1210-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 324,252 - 324,806 (-)	hypothetical protein	
Tb427.04.1213	Tb427.04.1213-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 326,071 - 326,164 (+)	small nuclear RNA	
Tb427.04.1216	Tb427.04.1216-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 326,262 - 326,333 (+)	tRNA Threonine	
Tb427.04.1219	Tb427.04.1219-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 326,401 - 326,484 (-)	tRNA Tyrosine	
Tb427.04.1220	Tb427.04.1220-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 328,436 - 329,218 (-)	leucine-rich repeat protein (LRRP), putative	
Tb427.04.1230	Tb427.04.1230-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 329,611 - 330,399 (-)	hypothetical protein	
Tb427.04.1240	Tb427.04.1240-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 331,361 - 331,726 (-)	hypothetical protein	
Tb427.04.1250	Tb427.04.1250-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 332,136 - 334,871 (-)	peroxisome biogenesis factor 1, putative	
Tb427.04.1260	Tb427.04.1260-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 335,325 - 336,329 (-)	hypothetical protein, conserved	
Tb427.04.1270	Tb427.04.1270-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 336,873 - 338,252 (-)	ruvB-like DNA helicase, putative	
Tb427.04.1280	Tb427.04.1280-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 338,660 - 339,856 (-)	hypothetical protein, conserved	
Tb427.04.1290	Tb427.04.1290-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 340,238 - 340,852 (-)	hypothetical protein, conserved	
Tb427.04.130	Tb427.04.130-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 13,797 - 16,759 (+)	receptor-type adenylate cyclase GRESAG 4, degenerate	
Tb427.04.1300	Tb427.04.1300-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 341,963 - 343,087 (-)	hypothetical protein, conserved	
Tb427.04.1310	Tb427.04.1310-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 343,590 - 344,840 (-)	hypothetical protein, conserved	
Tb427.04.1320	Tb427.04.1320-t26_1	T. brucei Lister strain 427	Tb427_04_v4: 345,495 - 348,221 (-)	hypothetical protein, conserved	
