[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb427.07.1000	Tb427.07.1000-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 260,413 - 262,494 (+)	DNA repair and recombination helicase protein PIF1, putative	
Tb427.07.1010	Tb427.07.1010-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 262,990 - 263,505 (+)	hypothetical protein, conserved	
Tb427.07.1020	Tb427.07.1020-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 263,732 - 264,685 (+)	hypothetical protein, conserved	
Tb427.07.1030	Tb427.07.1030-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 265,799 - 268,312 (+)	heat shock 70 kDa protein, putative	
Tb427.07.1040	Tb427.07.1040-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 268,697 - 269,146 (+)	40S ribosomal protein S16, putative	
Tb427.07.1050	Tb427.07.1050-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 269,421 - 269,870 (+)	40S ribosomal protein S16, putative	
Tb427.07.1060	Tb427.07.1060-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 270,503 - 271,987 (+)	hypothetical protein, conserved	
Tb427.07.1070	Tb427.07.1070-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 272,707 - 275,391 (+)	exonuclease	
Tb427.07.1080	Tb427.07.1080-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 275,877 - 276,959 (+)	hypothetical protein, conserved	
Tb427.07.1090	Tb427.07.1090-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 278,216 - 282,841 (+)	hypothetical protein, conserved	
Tb427.07.1100	Tb427.07.1100-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 285,863 - 288,076 (+)	hypothetical protein, conserved	
Tb427.07.1110	Tb427.07.1110-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 288,485 - 289,540 (+)	asparagine synthetase a, putative	
Tb427.07.1120	Tb427.07.1120-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 290,778 - 291,278 (+)	glutathione peroxidase-like protein 1	
Tb427.07.1130	Tb427.07.1130-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 291,705 - 292,214 (+)	glutathione peroxidase-like 2	
Tb427.07.1140	Tb427.07.1140-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 292,616 - 293,146 (+)	glutathione peroxidase-like protein 3	
Tb427.07.1150	Tb427.07.1150-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 294,401 - 298,339 (+)	hypothetical protein, conserved	
Tb427.07.1160	Tb427.07.1160-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 298,655 - 299,047 (+)	hypothetical protein, conserved	
Tb427.07.1170	Tb427.07.1170-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 299,425 - 299,904 (+)	RNA-binding protein, putative	
Tb427.07.1175	Tb427.07.1175-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 301,026 - 301,096 (+)	tRNA Glycine	
Tb427.07.1180	Tb427.07.1180-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 301,416 - 301,928 (+)	RNA-binding protein, putative	
Tb427.07.1190	Tb427.07.1190-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 302,588 - 306,046 (+)	regulator of chromosome condensation, putative	
Tb427.07.120	Tb427.07.120-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 5,486 - 7,153 (+)	variant surface glycoprotein, degenerate	
Tb427.07.1200	Tb427.07.1200-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 307,431 - 308,753 (+)	hypothetical protein, conserved	
Tb427.07.1210	Tb427.07.1210-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 309,568 - 312,090 (+)	regulator of chromosome condensation, putative	
Tb427.07.1220	Tb427.07.1220-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 314,371 - 317,595 (+)	hypothetical protein, conserved	
Tb427.07.1230	Tb427.07.1230-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 318,835 - 321,357 (+)	hypothetical protein, conserved	
Tb427.07.1240	Tb427.07.1240-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 322,106 - 324,415 (+)	sphingosine kinase A, B, putative	
Tb427.07.1250	Tb427.07.1250-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 325,899 - 326,885 (+)	hypothetical protein, conserved	
Tb427.07.1260	Tb427.07.1260-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 328,010 - 328,711 (+)	hypothetical protein, conserved	
Tb427.07.1270	Tb427.07.1270-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 330,121 - 331,107 (+)	hypothetical protein, conserved	
Tb427.07.1280	Tb427.07.1280-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 332,231 - 333,190 (+)	hypothetical protein, conserved	
Tb427.07.1290	Tb427.07.1290-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 333,707 - 334,435 (+)	hypothetical protein, conserved	
Tb427.07.130	Tb427.07.130-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 7,119 - 7,963 (+)	expression site-associated gene 3 (ESAG3), degenerate	
Tb427.07.1300	Tb427.07.1300-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 335,230 - 336,363 (+)	protein disulfide isomerase, putative	
Tb427.07.1310	Tb427.07.1310-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 337,219 - 341,262 (+)	hypothetical protein, conserved	
Tb427.07.1320	Tb427.07.1320-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 341,947 - 342,249 (+)	10 kDa heat shock protein, putative	
Tb427.07.1330	Tb427.07.1330-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 342,725 - 343,792 (+)	hypothetical protein, conserved	
Tb427.07.1340	Tb427.07.1340-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 344,144 - 344,446 (+)	10 kDa heat shock protein, putative	
Tb427.07.1350	Tb427.07.1350-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 344,979 - 346,031 (+)	hypothetical protein, conserved	
Tb427.07.1360	Tb427.07.1360-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 346,437 - 347,537 (+)	hypothetical protein, conserved	
Tb427.07.1370	Tb427.07.1370-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 351,004 - 352,821 (+)	spliced leader RNA PSE-promoter transcription factor, putative	
Tb427.07.1380	Tb427.07.1380-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 353,099 - 353,554 (+)	hypothetical protein, conserved	
Tb427.07.1390	Tb427.07.1390-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 353,949 - 354,503 (+)	RNA-binding protein, putative	
Tb427.07.140	Tb427.07.140-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 8,077 - 9,627 (+)	variant surface glycoprotein, degenerate	
Tb427.07.1400	Tb427.07.1400-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 354,957 - 356,618 (+)	hypothetical protein, conserved	
Tb427.07.1410	Tb427.07.1410-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 357,239 - 359,731 (+)	hypothetical protein, conserved	
Tb427.07.1420	Tb427.07.1420-t26_1	T. brucei Lister strain 427	Tb427_07_v4: 360,305 - 365,053 (+)	hypothetical protein, conserved	
