[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.14.0010	LmjF.14.0010:mRNA	L. major strain Friedlin	LmjF.14: 3,071 - 3,994 (+)	exosome complex exonuclease, putative	
LmjF.14.0020	LmjF.14.0020:pseudogenic_transcript	L. major strain Friedlin	LmjF.14: 4,772 - 7,591 (+)	phosphatidylinositol 3-kinase 2, putative	
LmjF.14.0030	LmjF.14.0030:mRNA	L. major strain Friedlin	LmjF.14: 8,111 - 8,923 (+)	hypothetical protein, conserved	
LmjF.14.0040	LmjF.14.0040:mRNA	L. major strain Friedlin	LmjF.14: 9,578 - 12,874 (+)	J Biosynthesis Protein 2	
LmjF.14.0050	LmjF.14.0050:mRNA	L. major strain Friedlin	LmjF.14: 14,310 - 16,511 (+)	hypothetical protein, conserved	
LmjF.14.0060	LmjF.14.0060:mRNA	L. major strain Friedlin	LmjF.14: 17,072 - 17,647 (+)	hypothetical protein, conserved	
LmjF.14.0070	LmjF.14.0070:mRNA	L. major strain Friedlin	LmjF.14: 18,340 - 19,179 (+)	DHHC palmitoyltransferase, putative	
LmjF.14.0080	LmjF.14.0080:mRNA	L. major strain Friedlin	LmjF.14: 20,157 - 20,993 (+)	hypothetical protein, conserved	
LmjF.14.0090	LmjF.14.0090:mRNA	L. major strain Friedlin	LmjF.14: 21,613 - 22,770 (+)	hypothetical protein, conserved	
LmjF.14.0100	LmjF.14.0100:mRNA	L. major strain Friedlin	LmjF.14: 23,968 - 27,066 (+)	hypothetical protein, conserved	
LmjF.14.0110	LmjF.14.0110:mRNA	L. major strain Friedlin	LmjF.14: 28,026 - 29,597 (+)	DnaJ domain containing protein, putative	
LmjF.14.0120	LmjF.14.0120:mRNA	L. major strain Friedlin	LmjF.14: 30,393 - 31,463 (+)	hypothetical protein, conserved	
LmjF.14.0130	LmjF.14.0130:mRNA	L. major strain Friedlin	LmjF.14: 32,354 - 33,412 (+)	inosine-guanine nucleoside hydrolase, putative	
LmjF.14.0140	LmjF.14.0140:mRNA	L. major strain Friedlin	LmjF.14: 35,340 - 36,917 (+)	histone acetyltransferase, putative	
LmjF.14.0150	LmjF.14.0150:mRNA	L. major strain Friedlin	LmjF.14: 37,761 - 38,306 (+)	60S ribosomal protein, putative	
LmjF.14.0160	LmjF.14.0160:mRNA	L. major strain Friedlin	LmjF.14: 39,132 - 40,187 (+)	hypothetical protein, conserved	
LmjF.14.0170	LmjF.14.0170:mRNA	L. major strain Friedlin	LmjF.14: 43,493 - 45,550 (+)	hypothetical protein, conserved	
LmjF.14.0180	LmjF.14.0180:mRNA	L. major strain Friedlin	LmjF.14: 46,644 - 48,158 (+)	carboxypeptidase, putative	
LmjF.14.0190	LmjF.14.0190:mRNA	L. major strain Friedlin	LmjF.14: 49,394 - 49,993 (+)	Thioredoxin-like, putative	
LmjF.14.0200	LmjF.14.0200:mRNA	L. major strain Friedlin	LmjF.14: 51,605 - 52,177 (+)	Bardet-Biedl syndrome 18 protein	
LmjF.14.0210	LmjF.14.0210:mRNA	L. major strain Friedlin	LmjF.14: 52,581 - 53,915 (+)	Domain of unknown function (DUF4201), putative	
LmjF.14.0220	LmjF.14.0220:mRNA	L. major strain Friedlin	LmjF.14: 55,440 - 57,155 (+)	PX domain containing protein, putative	
LmjF.14.0230	LmjF.14.0230:mRNA	L. major strain Friedlin	LmjF.14: 61,572 - 67,103 (+)	hypothetical protein, conserved	
LmjF.14.0240	LmjF.14.0240:mRNA	L. major strain Friedlin	LmjF.14: 68,060 - 68,488 (+)	HIT domain containing protein, putative	
LmjF.14.0250	LmjF.14.0250:mRNA	L. major strain Friedlin	LmjF.14: 69,164 - 69,682 (+)	hypothetical protein, conserved	
LmjF.14.0260	LmjF.14.0260:mRNA	L. major strain Friedlin	LmjF.14: 71,973 - 74,141 (+)	von Willebrand factor type A domain containing protein, putative	
LmjF.14.0270	LmjF.14.0270:mRNA	L. major strain Friedlin	LmjF.14: 75,306 - 76,790 (+)	hypothetical protein, conserved	
LmjF.14.0280	LmjF.14.0280:mRNA	L. major strain Friedlin	LmjF.14: 77,879 - 80,773 (+)	hypothetical protein, conserved	
LmjF.14.0290	LmjF.14.0290:mRNA	L. major strain Friedlin	LmjF.14: 81,795 - 82,826 (+)	hypothetical protein, conserved	
LmjF.14.0300	LmjF.14.0300:mRNA	L. major strain Friedlin	LmjF.14: 83,609 - 84,331 (+)	hypothetical protein, conserved	
LmjF.14.0310	LmjF.14.0310:mRNA	L. major strain Friedlin	LmjF.14: 85,092 - 85,949 (+)	proteasome alpha 3 subunit, putative	
LmjF.14.0320	LmjF.14.0320:mRNA	L. major strain Friedlin	LmjF.14: 88,724 - 91,135 (+)	Polyamine transporter 1	
LmjF.14.0330	LmjF.14.0330:mRNA	L. major strain Friedlin	LmjF.14: 92,563 - 94,413 (+)	transmembrane amino acid transporter protein, putative	
LmjF.14.0340	LmjF.14.0340:mRNA	L. major strain Friedlin	LmjF.14: 99,176 - 102,436 (+)	inositol polyphosphate kinase-like protein, putative	
LmjF.14.0350	LmjF.14.0350:mRNA	L. major strain Friedlin	LmjF.14: 104,841 - 106,871 (+)	threonine synthase, putative	
LmjF.14.0360	LmjF.14.0360:mRNA	L. major strain Friedlin	LmjF.14: 108,685 - 111,804 (+)	hypothetical protein, conserved	
LmjF.14.0370	LmjF.14.0370:mRNA	L. major strain Friedlin	LmjF.14: 113,187 - 121,952 (+)	hypothetical protein, conserved	
LmjF.14.0380	LmjF.14.0380:mRNA	L. major strain Friedlin	LmjF.14: 123,258 - 125,081 (+)	Plasma-membrane choline transporter, putative	
LmjF.14.0390	LmjF.14.0390:mRNA	L. major strain Friedlin	LmjF.14: 127,875 - 128,777 (+)	hypothetical protein, conserved	
LmjF.14.0400	LmjF.14.0400:mRNA	L. major strain Friedlin	LmjF.14: 131,323 - 132,255 (+)	hypothetical protein, conserved	
LmjF.14.0405	LmjF.14.0405:mRNA	L. major strain Friedlin	LmjF.14: 135,171 - 135,746 (+)	hypothetical protein, conserved	
