[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.23.0010	LmjF.23.0010:mRNA	L. major strain Friedlin	LmjF.23: 2,243 - 4,084 (+)	hypothetical protein, conserved	
LmjF.23.0020	LmjF.23.0020:mRNA	L. major strain Friedlin	LmjF.23: 5,820 - 6,971 (+)	hypothetical protein, conserved	
LmjF.23.0025	LmjF.23.0025:mRNA	L. major strain Friedlin	LmjF.23: 7,613 - 8,491 (+)	hypothetical protein, conserved	
LmjF.23.0030	LmjF.23.0030:mRNA	L. major strain Friedlin	LmjF.23: 8,864 - 10,300 (+)	Beta propeller protein 1	
LmjF.23.0040	LmjF.23.0040:mRNA	L. major strain Friedlin	LmjF.23: 11,076 - 11,756 (+)	peroxidoxin	
LmjF.23.0050	LmjF.23.0050:mRNA	L. major strain Friedlin	LmjF.23: 12,570 - 13,457 (+)	cyclophilin 11, putative	
LmjF.23.0060	LmjF.23.0060:mRNA	L. major strain Friedlin	LmjF.23: 14,037 - 14,558 (+)	hypothetical protein, conserved	
LmjF.23.0070	LmjF.23.0070:mRNA	L. major strain Friedlin	LmjF.23: 15,070 - 16,068 (+)	agmatinase-like protein	
LmjF.23.0080	LmjF.23.0080:mRNA	L. major strain Friedlin	LmjF.23: 16,642 - 17,901 (+)	hypothetical protein, conserved	
LmjF.23.0090	LmjF.23.0090:mRNA	L. major strain Friedlin	LmjF.23: 19,452 - 20,492 (+)	Domain of unknown function (DUF1767), putative	
LmjF.23.0100	LmjF.23.0100:mRNA	L. major strain Friedlin	LmjF.23: 21,347 - 22,129 (+)	Putative methyltransferase, putative	
LmjF.23.0110	LmjF.23.0110:mRNA	L. major strain Friedlin	LmjF.23: 23,497 - 24,636 (+)	GDP-mannose pyrophosphorylase	
LmjF.23.0120	LmjF.23.0120:mRNA	L. major strain Friedlin	LmjF.23: 27,922 - 37,050 (+)	Concanavalin A-like lectin/glucanases superfamily/Beige/BEACH domain containing protein, putative	
LmjF.23.0125	LmjF.23.0125:mRNA	L. major strain Friedlin	LmjF.23: 41,061 - 41,639 (+)	cyclophilin 3, putative	
LmjF.23.0130	LmjF.23.0130:mRNA	L. major strain Friedlin	LmjF.23: 42,269 - 42,772 (+)	vacuolar type h+ ATPase subunit, putative	
LmjF.23.0140	LmjF.23.0140:mRNA	L. major strain Friedlin	LmjF.23: 44,821 - 45,693 (+)	Alpha/beta hydrolase family, putative	
LmjF.23.0150	LmjF.23.0150:mRNA	L. major strain Friedlin	LmjF.23: 49,378 - 50,478 (+)	hypothetical protein, conserved	
LmjF.23.0160	LmjF.23.0160:mRNA	L. major strain Friedlin	LmjF.23: 51,199 - 52,779 (+)	hypothetical protein, conserved	
LmjF.23.0170	LmjF.23.0170:mRNA	L. major strain Friedlin	LmjF.23: 53,600 - 54,283 (+)	hypothetical protein, conserved	
LmjF.23.0180	LmjF.23.0180:mRNA	L. major strain Friedlin	LmjF.23: 55,010 - 55,825 (+)	hypothetical protein, conserved	
LmjF.23.0190	LmjF.23.0190:mRNA	L. major strain Friedlin	LmjF.23: 59,543 - 59,920 (+)	hypothetical protein, conserved	
LmjF.23.0200	LmjF.23.0200:mRNA	L. major strain Friedlin	LmjF.23: 61,657 - 62,148 (+)	endoribonuclease L-PSP (pb5), putative	
LmjF.23.0210	LmjF.23.0210:mRNA	L. major strain Friedlin	LmjF.23: 65,505 - 70,220 (+)	ATP-binding cassette protein subfamily C, member 1, putative	
LmjF.23.0220	LmjF.23.0220.1:mRNA	L. major strain Friedlin	LmjF.23: 71,362 - 78,351 (+)	ATP-binding cassette protein subfamily C, member 2, putative	
LmjF.23.0220	LmjF.23.0220.2:mRNA	L. major strain Friedlin	LmjF.23: 73,439 - 78,351 (+)	ATP-binding cassette protein subfamily C, member 2, putative	
LmjF.23.0223	LmjF.23.0223:mRNA	L. major strain Friedlin	LmjF.23: 81,243 - 81,701 (+)	hypothetical protein, conserved	
LmjF.23.0225	LmjF.23.0225:mRNA	L. major strain Friedlin	LmjF.23: 82,441 - 83,106 (+)	hypothetical protein, conserved	
LmjF.23.0230	LmjF.23.0230:mRNA	L. major strain Friedlin	LmjF.23: 86,747 - 87,304 (+)	hypothetical protein, conserved	
LmjF.23.0240	LmjF.23.0240:mRNA	L. major strain Friedlin	LmjF.23: 88,364 - 88,933 (+)	terbinafine resistance locus protein (yip1)	
