[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.29.0010	LmjF.29.0010:mRNA	L. major strain Friedlin	LmjF.29: 1,033 - 1,923 (-)	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor-like protein	
LmjF.29.0020	LmjF.29.0020:mRNA	L. major strain Friedlin	LmjF.29: 4,194 - 7,331 (-)	transcription factor-like protein	
LmjF.29.0030	LmjF.29.0030:mRNA	L. major strain Friedlin	LmjF.29: 8,658 - 10,061 (-)	ribosomal protein L3-like protein	
LmjF.29.0040	LmjF.29.0040:mRNA	L. major strain Friedlin	LmjF.29: 11,101 - 11,964 (-)	hypothetical protein, conserved	
LmjF.29.0050	LmjF.29.0050:mRNA	L. major strain Friedlin	LmjF.29: 13,236 - 15,251 (-)	hypothetical protein, conserved	
LmjF.29.0060	LmjF.29.0060:mRNA	L. major strain Friedlin	LmjF.29: 16,161 - 17,351 (-)	tryptophanyl-tRNA synthetase, putative	
LmjF.29.0070	LmjF.29.0070:mRNA	L. major strain Friedlin	LmjF.29: 18,767 - 19,531 (-)	QA-SNARE protein putative	
LmjF.29.0080	LmjF.29.0080:mRNA	L. major strain Friedlin	LmjF.29: 20,331 - 20,705 (-)	hypothetical protein, conserved	
LmjF.29.0090	LmjF.29.0090:mRNA	L. major strain Friedlin	LmjF.29: 21,310 - 21,870 (-)	intraflagellar transport protein 27	
LmjF.29.0100	LmjF.29.0100:mRNA	L. major strain Friedlin	LmjF.29: 23,983 - 25,593 (-)	hypothetical protein, conserved	
LmjF.29.0110	LmjF.29.0110:mRNA	L. major strain Friedlin	LmjF.29: 27,021 - 35,888 (-)	C2 domain in Dock180 and Zizimin proteins, putative	
LmjF.29.0120	LmjF.29.0120:mRNA	L. major strain Friedlin	LmjF.29: 38,677 - 41,406 (-)	proteasome regulatory non-ATPase subunit, putative	
LmjF.29.0130	LmjF.29.0130:mRNA	L. major strain Friedlin	LmjF.29: 42,670 - 45,375 (-)	hypothetical protein, conserved	
LmjF.29.0140	LmjF.29.0140:mRNA	L. major strain Friedlin	LmjF.29: 46,143 - 47,156 (-)	DNA-directed RNA polymerase II subunit 3, putative	
LmjF.29.0150	LmjF.29.0150:mRNA	L. major strain Friedlin	LmjF.29: 48,527 - 50,608 (-)	Putative intraflagellar transport protein B2	
LmjF.29.0160	LmjF.29.0160:mRNA	L. major strain Friedlin	LmjF.29: 51,437 - 53,146 (-)	hypothetical protein, conserved	
LmjF.29.0170	LmjF.29.0170:mRNA	L. major strain Friedlin	LmjF.29: 58,422 - 58,835 (-)	protein phosphatase inhibitor 2 (ipp-2), putative	
LmjF.29.0180	LmjF.29.0180:mRNA	L. major strain Friedlin	LmjF.29: 59,536 - 61,149 (-)	hypothetical protein, conserved	
LmjF.29.0190	LmjF.29.0190:mRNA	L. major strain Friedlin	LmjF.29: 62,282 - 65,344 (-)	hypothetical protein, conserved	
LmjF.29.0200	LmjF.29.0200:mRNA	L. major strain Friedlin	LmjF.29: 66,614 - 71,344 (-)	SNF2 family N-terminal domain/Helicase conserved C-terminal domain containing protein, putative	
LmjF.29.0210	LmjF.29.0210:mRNA	L. major strain Friedlin	LmjF.29: 72,543 - 73,346 (-)	hypothetical protein, conserved	
LmjF.29.0220	LmjF.29.0220:mRNA	L. major strain Friedlin	LmjF.29: 74,726 - 77,626 (-)	protein transport protein Sec24A, putative	
LmjF.29.0230	LmjF.29.0230:mRNA	L. major strain Friedlin	LmjF.29: 78,616 - 79,263 (-)	hypothetical protein, conserved	
LmjF.29.0240	LmjF.29.0240:mRNA	L. major strain Friedlin	LmjF.29: 80,614 - 82,230 (-)	RIO1 family, putative	
LmjF.29.0250	LmjF.29.0250:mRNA	L. major strain Friedlin	LmjF.29: 87,481 - 88,440 (-)	thymine-7-hydroxylase, putative	
LmjF.29.0260	LmjF.29.0260:mRNA	L. major strain Friedlin	LmjF.29: 89,214 - 91,001 (-)	Tubulin-tyrosine ligase family, putative	
LmjF.29.0270	LmjF.29.0270:mRNA	L. major strain Friedlin	LmjF.29: 92,015 - 93,070 (-)	hypothetical protein, conserved	
LmjF.29.0280	LmjF.29.0280:mRNA	L. major strain Friedlin	LmjF.29: 95,982 - 97,457 (-)	D-lactate dehydrogenase-like protein	
LmjF.29.0290	LmjF.29.0290:mRNA	L. major strain Friedlin	LmjF.29: 98,701 - 99,915 (-)	zinc-finger of a C2HC-type, putative	
LmjF.29.0300	LmjF.29.0300:mRNA	L. major strain Friedlin	LmjF.29: 101,138 - 102,451 (-)	hypothetical protein, conserved	
LmjF.29.0320	LmjF.29.0320:mRNA	L. major strain Friedlin	LmjF.29: 107,207 - 108,367 (-)	TPR repeat, putative	
LmjF.29.0330	LmjF.29.0330:mRNA	L. major strain Friedlin	LmjF.29: 109,054 - 110,217 (-)	Putative GTPase activating protein for Arf, putative	
LmjF.29.0340	LmjF.29.0340:mRNA	L. major strain Friedlin	LmjF.29: 111,289 - 112,575 (-)	UBX domain-containing protein	
LmjF.29.0350	LmjF.29.0350:mRNA	L. major strain Friedlin	LmjF.29: 114,301 - 118,404 (-)	hypothetical protein, conserved	
LmjF.29.0360	LmjF.29.0360:mRNA	L. major strain Friedlin	LmjF.29: 119,440 - 119,964 (-)	hypothetical protein, conserved	
LmjF.29.0370	LmjF.29.0370:mRNA	L. major strain Friedlin	LmjF.29: 123,811 - 128,463 (-)	protein kinase-like protein	
LmjF.29.0380	LmjF.29.0380:mRNA	L. major strain Friedlin	LmjF.29: 130,178 - 133,072 (-)	Domain of unknown function (DUF3451), putative	
LmjF.29.0390	LmjF.29.0390:mRNA	L. major strain Friedlin	LmjF.29: 134,475 - 135,254 (-)	RNA binding protein, putative	
LmjF.29.0400	LmjF.29.0400:mRNA	L. major strain Friedlin	LmjF.29: 136,164 - 136,664 (-)	RNA polymerase Rpb4, putative	
LmjF.29.0410	LmjF.29.0410:mRNA	L. major strain Friedlin	LmjF.29: 137,296 - 139,032 (-)	hypothetical protein, conserved	
LmjF.29.0420	LmjF.29.0420:mRNA	L. major strain Friedlin	LmjF.29: 140,112 - 141,326 (-)	hypothetical protein, conserved	
LmjF.29.0430	LmjF.29.0430:mRNA	L. major strain Friedlin	LmjF.29: 142,625 - 144,319 (-)	hypothetical protein, conserved	
LmjF.29.0440	LmjF.29.0440.1:mRNA	L. major strain Friedlin	LmjF.29: 149,466 - 150,886 (-)	hypothetical protein, conserved	
LmjF.29.0440	LmjF.29.0440.2:mRNA	L. major strain Friedlin	LmjF.29: 149,466 - 150,796 (-)	hypothetical protein, conserved	
LmjF.29.0450	LmjF.29.0450:mRNA	L. major strain Friedlin	LmjF.29: 151,650 - 153,602 (-)	recA bacterial DNA recombination protein, putative	
LmjF.29.0460	LmjF.29.0460:mRNA	L. major strain Friedlin	LmjF.29: 156,290 - 158,485 (-)	hypothetical protein, conserved	
LmjF.29.0470	LmjF.29.0470:mRNA	L. major strain Friedlin	LmjF.29: 162,464 - 163,810 (-)	hypothetical protein, conserved	
LmjF.29.0480	LmjF.29.0480:mRNA	L. major strain Friedlin	LmjF.29: 165,434 - 166,390 (-)	hypothetical protein, conserved	
LmjF.29.0490	LmjF.29.0490:mRNA	L. major strain Friedlin	LmjF.29: 167,811 - 168,905 (-)	hypothetical protein, conserved	
LmjF.29.0500	LmjF.29.0500:mRNA	L. major strain Friedlin	LmjF.29: 174,568 - 178,488 (-)	Ca2+-ATPase N terminal autoinhibitory domain containing protein, putative	
LmjF.29.0510	LmjF.29.0510:mRNA	L. major strain Friedlin	LmjF.29: 185,329 - 185,748 (-)	ADF/Cofilin	
LmjF.29.0520	LmjF.29.0520:mRNA	L. major strain Friedlin	LmjF.29: 186,478 - 187,815 (-)	hypothetical protein, conserved	
LmjF.29.0530	LmjF.29.0530:mRNA	L. major strain Friedlin	LmjF.29: 188,993 - 198,019 (-)	hypothetical protein, conserved	
LmjF.29.0540	LmjF.29.0540:mRNA	L. major strain Friedlin	LmjF.29: 199,325 - 200,833 (-)	exonuclease, putative	
LmjF.29.0550	LmjF.29.0550:mRNA	L. major strain Friedlin	LmjF.29: 202,018 - 205,284 (-)	exonuclease, putative	
LmjF.29.0555	LmjF.29.0555:mRNA	L. major strain Friedlin	LmjF.29: 206,621 - 208,378 (-)	hypothetical protein	
LmjF.29.0560	LmjF.29.0560:mRNA	L. major strain Friedlin	LmjF.29: 208,588 - 209,805 (-)	exonuclease, putative	
LmjF.29.0570	LmjF.29.0570:mRNA	L. major strain Friedlin	LmjF.29: 210,575 - 213,112 (-)	Ankyrin repeats (3 copies), putative	
LmjF.29.0580	LmjF.29.0580:mRNA	L. major strain Friedlin	LmjF.29: 214,343 - 215,794 (-)	hypothetical protein, conserved	
LmjF.29.0590	LmjF.29.0590:mRNA	L. major strain Friedlin	LmjF.29: 216,696 - 220,016 (-)	tfiih basal transcription factor complex helicase xpb subunit	
LmjF.29.0600	LmjF.29.0600:mRNA	L. major strain Friedlin	LmjF.29: 220,936 - 222,672 (-)	hypothetical protein, conserved	
LmjF.29.0610	LmjF.29.0610:mRNA	L. major strain Friedlin	LmjF.29: 224,085 - 225,989 (-)	hypothetical protein, conserved	
LmjF.29.0620	LmjF.29.0620:mRNA	L. major strain Friedlin	LmjF.29: 230,353 - 235,953 (-)	ATP-binding cassette protein subfamily A, member 10, putative	
LmjF.29.0630	LmjF.29.0630:mRNA	L. major strain Friedlin	LmjF.29: 240,106 - 240,525 (-)	Qc-SNARE protein, putative	
LmjF.29.0640	LmjF.29.0640:mRNA	L. major strain Friedlin	LmjF.29: 241,303 - 242,097 (-)	Scavenger mRNA decapping enzyme C-term binding, putative	
LmjF.29.0650	LmjF.29.0650:mRNA	L. major strain Friedlin	LmjF.29: 243,053 - 245,182 (-)	phosphate transporter, putative	
LmjF.29.0660	LmjF.29.0660:mRNA	L. major strain Friedlin	LmjF.29: 247,085 - 248,857 (-)	flagellar radial spoke protein-like, putative	
LmjF.29.0670	LmjF.29.0670:mRNA	L. major strain Friedlin	LmjF.29: 249,922 - 250,338 (-)	hypothetical protein, conserved	
LmjF.29.0680	LmjF.29.0680:mRNA	L. major strain Friedlin	LmjF.29: 251,059 - 253,347 (-)	Triple RNA binding domain protein 3	
LmjF.29.0690	LmjF.29.0690:mRNA	L. major strain Friedlin	LmjF.29: 254,056 - 254,892 (-)	NADH-ubiquinone oxidoreductase complex I subunit, putative	
LmjF.29.0700	LmjF.29.0700:mRNA	L. major strain Friedlin	LmjF.29: 256,405 - 258,543 (-)	hypothetical protein, conserved	
LmjF.29.0710	LmjF.29.0710:mRNA	L. major strain Friedlin	LmjF.29: 259,526 - 262,093 (-)	bardet-biedl syndrome 7 protein	
LmjF.29.0720	LmjF.29.0720:mRNA	L. major strain Friedlin	LmjF.29: 263,301 - 264,131 (-)	Elongation factor Ts, mitochondrial, putative	
LmjF.29.0730	LmjF.29.0730:mRNA	L. major strain Friedlin	LmjF.29: 266,364 - 267,044 (-)	hypothetical protein, conserved	
LmjF.29.0740	LmjF.29.0740:mRNA	L. major strain Friedlin	LmjF.29: 268,462 - 269,583 (-)	Peroxisomal targeting signal 2 receptor	
LmjF.29.0750	LmjF.29.0750:mRNA	L. major strain Friedlin	LmjF.29: 272,904 - 274,937 (-)	U3 small nucleolar ribonucleoprotein protein MPP10, putative	
LmjF.29.0760	LmjF.29.0760:mRNA	L. major strain Friedlin	LmjF.29: 276,836 - 279,151 (-)	heat shock protein 90, putative	
LmjF.29.0770	LmjF.29.0770:mRNA	L. major strain Friedlin	LmjF.29: 280,305 - 280,892 (-)	hypothetical protein, conserved	
LmjF.29.0780	LmjF.29.0780:mRNA	L. major strain Friedlin	LmjF.29: 284,206 - 286,011 (-)	U-box domain protein, putative	
LmjF.29.0790	LmjF.29.0790:mRNA	L. major strain Friedlin	LmjF.29: 288,015 - 292,784 (-)	hypothetical protein, conserved	
LmjF.29.0800	LmjF.29.0800:mRNA	L. major strain Friedlin	LmjF.29: 293,692 - 295,644 (-)	hypothetical protein, conserved	
LmjF.29.0805	LmjF.29.0805:mRNA	L. major strain Friedlin	LmjF.29: 297,277 - 299,076 (-)	hypothetical protein, conserved	
LmjF.29.0810	LmjF.29.0810:mRNA	L. major strain Friedlin	LmjF.29: 300,035 - 301,888 (-)	hypothetical protein, conserved	
LmjF.29.0820	LmjF.29.0820:mRNA	L. major strain Friedlin	LmjF.29: 305,795 - 306,817 (-)	CPC cysteine peptidase, Clan CA, family C1, Cathepsin B-like	
LmjF.29.0830	LmjF.29.0830:mRNA	L. major strain Friedlin	LmjF.29: 308,144 - 309,598 (-)	hypothetical protein, conserved	
LmjF.29.0840	LmjF.29.0840:mRNA	L. major strain Friedlin	LmjF.29: 310,898 - 312,073 (-)	hypothetical protein, conserved	
LmjF.29.0850	LmjF.29.0850:mRNA	L. major strain Friedlin	LmjF.29: 314,351 - 315,250 (-)	High mobility group protein TDP1	
LmjF.29.0860	LmjF.29.0860:mRNA	L. major strain Friedlin	LmjF.29: 320,300 - 322,222 (-)	hypothetical protein, unknown function	
LmjF.29.0865	LmjF.29.0865:mRNA	L. major strain Friedlin	LmjF.29: 322,862 - 323,206 (-)	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	
LmjF.29.0867	LmjF.29.0867:mRNA	L. major strain Friedlin	LmjF.29: 324,207 - 325,571 (-)	guanine deaminase, putative	
LmjF.29.0868	LmjF.29.0868:mRNA	L. major strain Friedlin	LmjF.29: 327,859 - 328,365 (-)	cytochrome b5-like Heme/Steroid binding domain containing protein, putative	
LmjF.29.0870	LmjF.29.0870:mRNA	L. major strain Friedlin	LmjF.29: 334,604 - 336,079 (-)	hypothetical protein, conserved	
LmjF.29.0880	LmjF.29.0880:mRNA	L. major strain Friedlin	LmjF.29: 336,673 - 337,212 (-)	ADP-ribosylation factor-like protein 3A, putative	
LmjF.29.0885	LmjF.29.0885:mRNA	L. major strain Friedlin	LmjF.29: 337,641 - 338,690 (-)	phytanoyl-CoA dioxygenase (PhyH), putative	
LmjF.29.0890	LmjF.29.0890:mRNA	L. major strain Friedlin	LmjF.29: 344,824 - 346,182 (+)	Eukaryotic protein of unknown function (DUF914), putative	
LmjF.29.0900	LmjF.29.0900.1:mRNA	L. major strain Friedlin	LmjF.29: 346,485 - 347,893 (+)	IPP transferase, putative	
LmjF.29.0900	LmjF.29.0900.2:mRNA	L. major strain Friedlin	LmjF.29: 346,548 - 347,893 (+)	IPP transferase, putative	
LmjF.29.0910	LmjF.29.0910:mRNA	L. major strain Friedlin	LmjF.29: 348,320 - 349,336 (+)	signal peptide peptidase, putative	
