[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.06.0010	LmjF.06.0010:mRNA	L. major strain Friedlin	LmjF.06: 1,840 - 2,142 (-)	histone H4	
LmjF.06.0020	LmjF.06.0020:mRNA	L. major strain Friedlin	LmjF.06: 4,337 - 5,944 (-)	hypothetical protein, conserved	
LmjF.06.0030	LmjF.06.0030:mRNA	L. major strain Friedlin	LmjF.06: 11,715 - 13,742 (-)	WD domain, G-beta repeat, putative	
LmjF.06.0040	LmjF.06.0040:mRNA	L. major strain Friedlin	LmjF.06: 14,599 - 15,474 (-)	39S mitochondrial ribosomal protein L46, putative	
LmjF.06.0050	LmjF.06.0050:mRNA	L. major strain Friedlin	LmjF.06: 21,431 - 22,876 (-)	pumilio/PUF RNA binding protein 5, putative	
LmjF.06.0060	LmjF.06.0060:mRNA	L. major strain Friedlin	LmjF.06: 27,083 - 28,048 (-)	hypothetical protein, conserved	
LmjF.06.0070	LmjF.06.0070:mRNA	L. major strain Friedlin	LmjF.06: 29,784 - 31,160 (-)	hypothetical protein, conserved	
LmjF.06.0080	LmjF.06.0080:mRNA	L. major strain Friedlin	LmjF.06: 34,880 - 36,853 (-)	ATP-binding cassette protein subfamily G, member 1, putative	
LmjF.06.0090	LmjF.06.0090:mRNA	L. major strain Friedlin	LmjF.06: 40,263 - 42,254 (-)	ATP-binding cassette protein subfamily G, member 2	
LmjF.06.0100	LmjF.06.0100:mRNA	L. major strain Friedlin	LmjF.06: 43,400 - 44,488 (-)	ATP-binding cassette protein subfamily G, member 3, putative	
LmjF.06.0110	LmjF.06.0110:mRNA	L. major strain Friedlin	LmjF.06: 46,131 - 47,936 (-)	hypothetical protein, conserved	
LmjF.06.0120	LmjF.06.0120:mRNA	L. major strain Friedlin	LmjF.06: 49,294 - 49,947 (-)	cyclophilin 2	
LmjF.06.0130	LmjF.06.0130:mRNA	L. major strain Friedlin	LmjF.06: 50,821 - 51,381 (-)	conserved hypothetical protein, putative	
LmjF.06.0140	LmjF.06.0140:mRNA	L. major strain Friedlin	LmjF.06: 52,926 - 53,669 (-)	20S proteasome beta 6 subunit, putative	
LmjF.06.0150	LmjF.06.0150:mRNA	L. major strain Friedlin	LmjF.06: 54,512 - 54,841 (-)	hypothetical protein, conserved	
LmjF.06.0160	LmjF.06.0160:mRNA	L. major strain Friedlin	LmjF.06: 55,454 - 56,857 (-)	HD domain containing protein, putative	
LmjF.06.0170	LmjF.06.0170:mRNA	L. major strain Friedlin	LmjF.06: 58,183 - 58,608 (-)	Trm112p-like protein, putative	
LmjF.06.0180	LmjF.06.0180:mRNA	L. major strain Friedlin	LmjF.06: 59,132 - 61,321 (-)	kinesin-like protein	
LmjF.06.0190	LmjF.06.0190:mRNA	L. major strain Friedlin	LmjF.06: 62,776 - 64,956 (-)	hypothetical protein, conserved	
LmjF.06.0200	LmjF.06.0200:mRNA	L. major strain Friedlin	LmjF.06: 66,507 - 67,994 (-)	hypothetical protein, conserved	
LmjF.06.0210	LmjF.06.0210:mRNA	L. major strain Friedlin	LmjF.06: 70,595 - 72,634 (-)	FHA domain containing protein, putative	
LmjF.06.0220	LmjF.06.0220:mRNA	L. major strain Friedlin	LmjF.06: 73,565 - 74,428 (-)	hypothetical protein, conserved	
LmjF.06.0230	LmjF.06.0230:mRNA	L. major strain Friedlin	LmjF.06: 75,154 - 75,795 (-)	hypothetical protein, conserved	
LmjF.06.0240	LmjF.06.0240:mRNA	L. major strain Friedlin	LmjF.06: 76,880 - 79,756 (-)	Present in the outer mitochondrial membrane proteome 34	
LmjF.06.0250	LmjF.06.0250:mRNA	L. major strain Friedlin	LmjF.06: 80,948 - 81,784 (-)	hypothetical protein, conserved	
LmjF.06.0260	LmjF.06.0260:mRNA	L. major strain Friedlin	LmjF.06: 83,589 - 88,061 (-)	5'-3' exoribonuclease A, putative	
LmjF.06.0270	LmjF.06.0270:mRNA	L. major strain Friedlin	LmjF.06: 90,349 - 91,287 (-)	hypothetical protein, conserved	
LmjF.06.0280	LmjF.06.0280:mRNA	L. major strain Friedlin	LmjF.06: 91,976 - 94,540 (-)	hypothetical protein, conserved	
LmjF.06.0290	LmjF.06.0290:mRNA	L. major strain Friedlin	LmjF.06: 96,735 - 97,880 (-)	ribonuclease H1, putative	
LmjF.06.0300	LmjF.06.0300:mRNA	L. major strain Friedlin	LmjF.06: 99,853 - 100,356 (-)	MYND finger domain-like protein	
LmjF.06.0310	LmjF.06.0310:mRNA	L. major strain Friedlin	LmjF.06: 103,880 - 105,910 (-)	folate/biopterin transporter, putative	
LmjF.06.0320	LmjF.06.0320:mRNA	L. major strain Friedlin	LmjF.06: 106,808 - 109,882 (-)	hypothetical protein, conserved	
