[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.19.0010	LmjF.19.0010:mRNA	L. major strain Friedlin	LmjF.19: 1,553 - 2,440 (-)	Qb-SNARE protein, putative	
LmjF.19.0020	LmjF.19.0020:mRNA	L. major strain Friedlin	LmjF.19: 3,727 - 4,842 (-)	hypothetical protein, conserved	
LmjF.19.0030	LmjF.19.0030:mRNA	L. major strain Friedlin	LmjF.19: 5,559 - 5,882 (-)	histone H2B	
LmjF.19.0040	LmjF.19.0040:mRNA	L. major strain Friedlin	LmjF.19: 6,427 - 6,750 (-)	histone H2B	
LmjF.19.0050	LmjF.19.0050:mRNA	L. major strain Friedlin	LmjF.19: 7,295 - 7,618 (-)	histone H2B	
LmjF.19.0060	LmjF.19.0060:mRNA	L. major strain Friedlin	LmjF.19: 8,204 - 9,001 (-)	40S ribosomal protein S2	
LmjF.19.0070	LmjF.19.0070:mRNA	L. major strain Friedlin	LmjF.19: 10,647 - 11,918 (-)	peroxin 13, putative	
LmjF.19.0080	LmjF.19.0080:mRNA	L. major strain Friedlin	LmjF.19: 12,937 - 14,235 (-)	DnaJ domain containing protein, putative	
LmjF.19.0090	LmjF.19.0090:mRNA	L. major strain Friedlin	LmjF.19: 15,073 - 16,284 (-)	hypothetical protein, conserved	
LmjF.19.0100	LmjF.19.0100:mRNA	L. major strain Friedlin	LmjF.19: 18,120 - 19,013 (-)	fibrillarin, putative	
LmjF.19.0110	LmjF.19.0110:mRNA	L. major strain Friedlin	LmjF.19: 20,416 - 21,294 (-)	hypothetical protein, conserved	
LmjF.19.0120	LmjF.19.0120:mRNA	L. major strain Friedlin	LmjF.19: 22,331 - 23,020 (-)	QA-SNARE protein putative	
LmjF.19.0130	LmjF.19.0130:mRNA	L. major strain Friedlin	LmjF.19: 24,025 - 24,786 (-)	Der1-like family, putative	
LmjF.19.0140	LmjF.19.0140:mRNA	L. major strain Friedlin	LmjF.19: 25,943 - 27,838 (-)	Associated kinase of Tb14-3-3, putative	
LmjF.19.0150	LmjF.19.0150:mRNA	L. major strain Friedlin	LmjF.19: 30,207 - 31,049 (-)	mitogen-activated protein kinase kinase kinase, putative	
LmjF.19.0160	LmjF.19.0160:mRNA	L. major strain Friedlin	LmjF.19: 33,351 - 34,493 (-)	metallo-peptidase, Clan MG, Family M24	
LmjF.19.0170	LmjF.19.0170:mRNA	L. major strain Friedlin	LmjF.19: 36,013 - 40,488 (-)	hypothetical protein, conserved	
LmjF.19.0180	LmjF.19.0180:mRNA	L. major strain Friedlin	LmjF.19: 45,260 - 46,483 (-)	mitogen-activated protein kinase 9, putative	
LmjF.19.0190	LmjF.19.0190:mRNA	L. major strain Friedlin	LmjF.19: 48,084 - 48,575 (-)	multiprotein-bridging factor 1, putative	
LmjF.19.0200	LmjF.19.0200:mRNA	L. major strain Friedlin	LmjF.19: 51,499 - 52,452 (-)	ADP,ATP carrier protein 1, mitochondrial precursor, putative	
LmjF.19.0210	LmjF.19.0210:mRNA	L. major strain Friedlin	LmjF.19: 56,935 - 57,888 (-)	ADP,ATP carrier protein 1, mitochondrial precursor, putative	
LmjF.19.0220	LmjF.19.0220:mRNA	L. major strain Friedlin	LmjF.19: 59,317 - 61,545 (-)	polyprenyl synthase, putative	
LmjF.19.0230	LmjF.19.0230:mRNA	L. major strain Friedlin	LmjF.19: 68,955 - 71,030 (+)	Complex 1 protein (LYR family), putative	
LmjF.19.0240	LmjF.19.0240:mRNA	L. major strain Friedlin	LmjF.19: 72,728 - 74,743 (+)	hypothetical protein, conserved	
LmjF.19.0250	LmjF.19.0250:mRNA	L. major strain Friedlin	LmjF.19: 76,489 - 79,116 (+)	centrosomal protein of 104 kDa	
LmjF.19.0260	LmjF.19.0260:mRNA	L. major strain Friedlin	LmjF.19: 81,590 - 84,109 (+)	C-terminal motor kinesin, putative	
LmjF.19.0270	LmjF.19.0270:mRNA	L. major strain Friedlin	LmjF.19: 91,746 - 94,631 (+)	hypothetical protein, conserved	
LmjF.19.0280	LmjF.19.0280:mRNA	L. major strain Friedlin	LmjF.19: 98,128 - 100,029 (+)	Sarcalumenin, putative	
LmjF.19.0290	LmjF.19.0290:mRNA	L. major strain Friedlin	LmjF.19: 101,484 - 106,034 (+)	hypothetical protein, conserved	
LmjF.19.0300	LmjF.19.0300:mRNA	L. major strain Friedlin	LmjF.19: 107,698 - 108,642 (+)	RNA binding protein, putative	
LmjF.19.0310	LmjF.19.0310:mRNA	L. major strain Friedlin	LmjF.19: 112,663 - 113,421 (+)	membrane protein, putative	
LmjF.19.0320	LmjF.19.0320:mRNA	L. major strain Friedlin	LmjF.19: 115,945 - 117,963 (+)	intraflagellar transport protein 52	
LmjF.19.0330	LmjF.19.0330:mRNA	L. major strain Friedlin	LmjF.19: 119,552 - 121,906 (+)	intraflagellar transport protein 80, putative	
LmjF.19.0340	LmjF.19.0340:mRNA	L. major strain Friedlin	LmjF.19: 123,313 - 124,689 (+)	hypothetical protein, conserved	
LmjF.19.0350	LmjF.19.0350:mRNA	L. major strain Friedlin	LmjF.19: 126,910 - 128,166 (+)	lipoic acid synthetase, mitochondrial precursor, putative	
LmjF.19.0360	LmjF.19.0360:mRNA	L. major strain Friedlin	LmjF.19: 131,071 - 136,653 (+)	protein kinase, putative	
LmjF.19.0370	LmjF.19.0370:mRNA	L. major strain Friedlin	LmjF.19: 142,689 - 146,153 (+)	hypothetical protein, conserved	
LmjF.19.0380	LmjF.19.0380:mRNA	L. major strain Friedlin	LmjF.19: 149,823 - 156,359 (+)	hypothetical protein, conserved	
LmjF.19.0390	LmjF.19.0390:mRNA	L. major strain Friedlin	LmjF.19: 157,261 - 157,716 (+)	40S ribosomal protein S13, putative	
LmjF.19.0400	LmjF.19.0400:mRNA	L. major strain Friedlin	LmjF.19: 159,426 - 160,268 (+)	Vesicle-trafficking protein SEC22, putative	
LmjF.19.0410	LmjF.19.0410:mRNA	L. major strain Friedlin	LmjF.19: 161,547 - 161,921 (+)	proteasome maturation factor UMP1, putative	
LmjF.19.0420	LmjF.19.0420:mRNA	L. major strain Friedlin	LmjF.19: 163,389 - 163,844 (+)	DNA-directed RNA polymerase III subunit C11, putative	
LmjF.19.0430	LmjF.19.0430:mRNA	L. major strain Friedlin	LmjF.19: 164,943 - 168,332 (+)	hypothetical protein, conserved	
LmjF.19.0440	LmjF.19.0440:mRNA	L. major strain Friedlin	LmjF.19: 169,114 - 170,166 (+)	nucleosome assembly protein, putative	
LmjF.19.0450	LmjF.19.0450:mRNA	L. major strain Friedlin	LmjF.19: 171,615 - 174,464 (+)	hypothetical protein, conserved	
LmjF.19.0460	LmjF.19.0460:mRNA	L. major strain Friedlin	LmjF.19: 176,423 - 177,310 (+)	Predicted coiled-coil domain-containing protein (DUF2360), putative	
