[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.04.0010	LmjF.04.0010:mRNA	L. major strain Friedlin	LmjF.04: 4,636 - 7,707 (+)	calcium-translocating P-type ATPase	
LmjF.04.0020	LmjF.04.0020:mRNA	L. major strain Friedlin	LmjF.04: 9,782 - 10,687 (+)	pteridine transporter (truncated), putative	
LmjF.04.0030	LmjF.04.0030:mRNA	L. major strain Friedlin	LmjF.04: 12,660 - 14,906 (+)	cAMP-specific phosphodiesterase, putative	
LmjF.04.0035	LmjF.04.0035:mRNA:1	L. major strain Friedlin	LmjF.04: 15,891 - 16,112 (+)	hypothetical protein	
LmjF.04.0040	LmjF.04.0040:mRNA	L. major strain Friedlin	LmjF.04: 16,627 - 17,946 (+)	hypothetical protein	
LmjF.04.0045	LmjF.04.0045:mRNA	L. major strain Friedlin	LmjF.04: 22,169 - 22,672 (+)	hypothetical protein, conserved	
LmjF.04.0050	LmjF.04.0050:mRNA	L. major strain Friedlin	LmjF.04: 23,869 - 25,419 (+)	hypothetical protein, conserved	
LmjF.04.0060	LmjF.04.0060:mRNA	L. major strain Friedlin	LmjF.04: 27,659 - 28,447 (+)	DNA topoisomerase type IB small subunit, putative	
LmjF.04.0070	LmjF.04.0070:mRNA	L. major strain Friedlin	LmjF.04: 29,376 - 30,113 (+)	hypothetical protein, conserved	
LmjF.04.0080	LmjF.04.0080:mRNA	L. major strain Friedlin	LmjF.04: 30,809 - 31,285 (+)	hypothetical protein, conserved	
LmjF.04.0090	LmjF.04.0090:mRNA	L. major strain Friedlin	LmjF.04: 32,421 - 38,015 (+)	hypothetical protein, conserved	
LmjF.04.0100	LmjF.04.0100:mRNA	L. major strain Friedlin	LmjF.04: 39,200 - 40,939 (+)	hypothetical protein, conserved	
LmjF.04.0110	LmjF.04.0110:mRNA	L. major strain Friedlin	LmjF.04: 42,038 - 43,081 (+)	hypothetical protein, conserved	
LmjF.04.0120	LmjF.04.0120:mRNA	L. major strain Friedlin	LmjF.04: 43,738 - 44,736 (+)	exosome complex exonuclease RRP40, putative	
LmjF.04.0123	LmjF.04.0123:mRNA	L. major strain Friedlin	LmjF.04: 45,648 - 46,124 (+)	hypothetical protein, conserved	
LmjF.04.0127	LmjF.04.0127:mRNA	L. major strain Friedlin	LmjF.04: 47,123 - 48,427 (+)	hypothetical protein, conserved	
LmjF.04.0130	LmjF.04.0130:mRNA	L. major strain Friedlin	LmjF.04: 48,946 - 50,541 (+)	hypothetical protein, conserved in leishmania	
LmjF.04.0140	LmjF.04.0140:mRNA	L. major strain Friedlin	LmjF.04: 51,572 - 53,167 (+)	hypothetical protein, conserved in leishmania	
LmjF.04.0150	LmjF.04.0150:mRNA	L. major strain Friedlin	LmjF.04: 54,197 - 55,792 (+)	hypothetical protein, conserved in leishmania	
LmjF.04.0160	LmjF.04.0160:mRNA	L. major strain Friedlin	LmjF.04: 56,822 - 58,417 (+)	hypothetical protein, conserved in leishmania	
LmjF.04.0170	LmjF.04.0170:mRNA	L. major strain Friedlin	LmjF.04: 59,445 - 61,040 (+)	hypothetical protein, conserved in leishmania	
LmjF.04.0180	LmjF.04.0180:mRNA	L. major strain Friedlin	LmjF.04: 63,149 - 64,663 (+)	surface antigen-like protein	
LmjF.04.0190	LmjF.04.0190:mRNA	L. major strain Friedlin	LmjF.04: 65,617 - 67,746 (+)	surface antigen-like protein	
LmjF.04.0200	LmjF.04.0200:mRNA	L. major strain Friedlin	LmjF.04: 68,838 - 69,386 (+)	surface antigen-like protein	
LmjF.04.0210	LmjF.04.0210:mRNA	L. major strain Friedlin	LmjF.04: 71,536 - 72,369 (+)	surface antigen-like protein	
LmjF.04.0220	LmjF.04.0220:mRNA	L. major strain Friedlin	LmjF.04: 75,474 - 76,538 (+)	hypothetical protein	
LmjF.04.0230	LmjF.04.0230:mRNA	L. major strain Friedlin	LmjF.04: 77,688 - 78,464 (+)	hypothetical protein, conserved	
LmjF.04.0240	LmjF.04.0240:mRNA	L. major strain Friedlin	LmjF.04: 79,881 - 80,753 (+)	GRAM domain containing protein, putative	
LmjF.04.0250	LmjF.04.0250:mRNA	L. major strain Friedlin	LmjF.04: 82,583 - 86,992 (+)	RNA pseudouridylate synthase-like protein	
LmjF.04.0260	LmjF.04.0260:mRNA	L. major strain Friedlin	LmjF.04: 87,664 - 88,470 (+)	hypothetical protein, conserved	
LmjF.04.0270	LmjF.04.0270:mRNA	L. major strain Friedlin	LmjF.04: 89,112 - 90,554 (+)	Mitochondrial 39-S ribosomal protein L47 (MRP-L47), putative	
LmjF.04.0280	LmjF.04.0280:mRNA	L. major strain Friedlin	LmjF.04: 91,343 - 97,258 (+)	adenosine monophosphate deaminase, putative	
LmjF.04.0290	LmjF.04.0290:mRNA	L. major strain Friedlin	LmjF.04: 98,734 - 100,077 (+)	Alcohol dehydrogenase GroES-like domain containing protein, putative	
LmjF.04.0300	LmjF.04.0300:mRNA	L. major strain Friedlin	LmjF.04: 101,543 - 102,457 (+)	hypothetical protein, conserved	
LmjF.04.0310	LmjF.04.0310:mRNA	L. major strain Friedlin	LmjF.04: 103,123 - 105,045 (+)	beta-fructofuranosidase, putative	
LmjF.04.0320	LmjF.04.0320:mRNA	L. major strain Friedlin	LmjF.04: 106,566 - 108,026 (+)	beta-fructofuranosidase, putative	
LmjF.04.0330	LmjF.04.0330:mRNA	L. major strain Friedlin	LmjF.04: 109,167 - 111,740 (+)	mitochondrial exoribonuclease DSS-1, putative	
LmjF.04.0340	LmjF.04.0340:mRNA	L. major strain Friedlin	LmjF.04: 112,359 - 112,913 (+)	ADP-ribosylation factor, putative	
LmjF.04.0350	LmjF.04.0350:mRNA	L. major strain Friedlin	LmjF.04: 114,816 - 121,292 (+)	hypothetical protein, conserved	
LmjF.04.0370	LmjF.04.0370:mRNA	L. major strain Friedlin	LmjF.04: 122,469 - 123,041 (+)	hypothetical protein, conserved	
LmjF.04.0380	LmjF.04.0380:mRNA	L. major strain Friedlin	LmjF.04: 124,169 - 125,230 (+)	phytanoyl-CoA dioxygenase (PhyH), putative	
