[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.11.0010	LmjF.11.0010:mRNA	L. major strain Friedlin	LmjF.11: 1,985 - 2,497 (+)	hypothetical protein, conserved	
LmjF.11.0020	LmjF.11.0020:mRNA	L. major strain Friedlin	LmjF.11: 2,936 - 4,033 (+)	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative	
LmjF.11.0030	LmjF.11.0030:mRNA	L. major strain Friedlin	LmjF.11: 4,567 - 5,490 (+)	Bacterial transferase hexapeptide (six repeats), putative	
LmjF.11.0040	LmjF.11.0040:mRNA	L. major strain Friedlin	LmjF.11: 6,203 - 7,096 (+)	ATP-binding cassette protein subfamily H, member 1, putative	
LmjF.11.0050	LmjF.11.0050:mRNA	L. major strain Friedlin	LmjF.11: 7,680 - 10,556 (+)	SNF2/RAD54 related DNA helicase, putative	
LmjF.11.0060	LmjF.11.0060:mRNA	L. major strain Friedlin	LmjF.11: 11,191 - 14,886 (+)	protein kinase, putative	
LmjF.11.0070	LmjF.11.0070:mRNA	L. major strain Friedlin	LmjF.11: 16,318 - 20,322 (+)	GRIP domain containing protein, putative	
LmjF.11.0080	LmjF.11.0080:mRNA	L. major strain Friedlin	LmjF.11: 21,325 - 22,002 (+)	hypothetical protein, conserved	
LmjF.11.0090	LmjF.11.0090:mRNA	L. major strain Friedlin	LmjF.11: 22,720 - 24,720 (+)	MORN repeat, putative	
LmjF.11.0100	LmjF.11.0100:mRNA	L. major strain Friedlin	LmjF.11: 25,676 - 27,100 (+)	seryl-tRNA synthetase	
LmjF.11.0110	LmjF.11.0110:mRNA	L. major strain Friedlin	LmjF.11: 28,692 - 29,885 (+)	cdc2-related kinase 8, putative	
LmjF.11.0120	LmjF.11.0120:mRNA	L. major strain Friedlin	LmjF.11: 30,894 - 31,448 (+)	hypothetical protein, conserved	
LmjF.11.0130	LmjF.11.0130:mRNA	L. major strain Friedlin	LmjF.11: 33,468 - 34,307 (+)	NGG1 interacting factor 3-like protein	
LmjF.11.0140	LmjF.11.0140:mRNA	L. major strain Friedlin	LmjF.11: 35,361 - 36,239 (+)	cell cycle sequence binding phosphoprotein (RBP45), putative	
LmjF.11.0150	LmjF.11.0150:mRNA	L. major strain Friedlin	LmjF.11: 37,065 - 39,722 (+)	hypothetical protein, conserved	
LmjF.11.0160	LmjF.11.0160:mRNA	L. major strain Friedlin	LmjF.11: 42,074 - 45,142 (+)	hypothetical protein, conserved	
LmjF.11.0170	LmjF.11.0170:mRNA	L. major strain Friedlin	LmjF.11: 45,757 - 47,910 (+)	myotubularin-associated protein, putative	
LmjF.11.0180	LmjF.11.0180:mRNA	L. major strain Friedlin	LmjF.11: 48,521 - 49,111 (+)	cytoplasmic translation machinery associated protein, putative	
LmjF.11.0190	LmjF.11.0190:mRNA	L. major strain Friedlin	LmjF.11: 49,901 - 51,730 (+)	DEAD-boc ATP-dependent (RNA) helicase, putative	
LmjF.11.0200	LmjF.11.0200:mRNA	L. major strain Friedlin	LmjF.11: 52,479 - 53,033 (+)	hypothetical protein, conserved	
LmjF.11.0210	LmjF.11.0210:mRNA	L. major strain Friedlin	LmjF.11: 54,060 - 55,391 (+)	acidocalcisomal pyrophosphatase	
LmjF.11.0220	LmjF.11.0220:mRNA	L. major strain Friedlin	LmjF.11: 59,370 - 59,705 (+)	pterin-4-alpha-carbinolamine dehydratase, putative	
LmjF.11.0230	LmjF.11.0230:mRNA	L. major strain Friedlin	LmjF.11: 60,152 - 61,912 (+)	Rad51, putative	
LmjF.11.0240	LmjF.11.0240:mRNA	L. major strain Friedlin	LmjF.11: 62,870 - 63,613 (+)	proteasome alpha 7 subunit, putative	
LmjF.11.0250	LmjF.11.0250:mRNA	L. major strain Friedlin	LmjF.11: 64,954 - 67,926 (+)	serine/threonine protein kinase, putative	
LmjF.11.0260	LmjF.11.0260:mRNA	L. major strain Friedlin	LmjF.11: 69,921 - 71,705 (+)	hypothetical protein, conserved	
