[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.03.0010	LmjF.03.0010:mRNA	L. major strain Friedlin	LmjF.03: 1,165 - 4,176 (-)	hypothetical protein	
LmjF.03.0020	LmjF.03.0020:mRNA	L. major strain Friedlin	LmjF.03: 5,472 - 6,278 (+)	hypothetical protein, conserved	
LmjF.03.0030	LmjF.03.0030:mRNA	L. major strain Friedlin	LmjF.03: 7,012 - 8,235 (+)	D-3-phosphoglycerate dehydrogenase-like protein	
LmjF.03.0040	LmjF.03.0040:mRNA	L. major strain Friedlin	LmjF.03: 9,162 - 10,307 (+)	2-aminoethylphosphonate:pyruvateaminotransferas e-like protein	
LmjF.03.0060	LmjF.03.0060:mRNA	L. major strain Friedlin	LmjF.03: 13,514 - 14,686 (+)	Met-10+ like-protein, putative	
LmjF.03.0070	LmjF.03.0070:mRNA	L. major strain Friedlin	LmjF.03: 15,550 - 18,051 (+)	hypothetical protein, conserved	
LmjF.03.0080	LmjF.03.0080:mRNA	L. major strain Friedlin	LmjF.03: 18,558 - 20,711 (+)	glycerol-3-phosphate acyl transferase	
LmjF.03.0090	LmjF.03.0090:mRNA	L. major strain Friedlin	LmjF.03: 21,973 - 23,676 (+)	DNA primase large subunit, putative	
LmjF.03.0100	LmjF.03.0100:mRNA	L. major strain Friedlin	LmjF.03: 24,873 - 25,634 (+)	cytochrome c oxidase assembly protein, putative	
LmjF.03.0110	LmjF.03.0110:mRNA	L. major strain Friedlin	LmjF.03: 26,896 - 29,559 (+)	hypothetical protein, conserved	
LmjF.03.0120	LmjF.03.0120:mRNA	L. major strain Friedlin	LmjF.03: 30,321 - 33,098 (+)	hypothetical protein, conserved	
LmjF.03.0130	LmjF.03.0130:mRNA	L. major strain Friedlin	LmjF.03: 34,115 - 34,663 (+)	acetyltransferase, putative	
LmjF.03.0140	LmjF.03.0140:mRNA	L. major strain Friedlin	LmjF.03: 35,547 - 35,966 (+)	hypothetical protein, conserved	
LmjF.03.0150	LmjF.03.0150:mRNA	L. major strain Friedlin	LmjF.03: 37,224 - 38,159 (+)	hypothetical protein, conserved	
LmjF.03.0160	LmjF.03.0160:mRNA	L. major strain Friedlin	LmjF.03: 39,082 - 41,256 (+)	ATP-binding cassette protein subfamily F, member 1, putative	
LmjF.03.0170	LmjF.03.0170:mRNA	L. major strain Friedlin	LmjF.03: 42,231 - 42,809 (+)	hypothetical protein	
LmjF.03.0180	LmjF.03.0180:mRNA	L. major strain Friedlin	LmjF.03: 43,600 - 45,291 (+)	zinc-finger of acetyl-transferase ESCO, putative	
LmjF.03.0190	LmjF.03.0190:mRNA	L. major strain Friedlin	LmjF.03: 46,204 - 46,836 (+)	U2 splicing auxiliary factor, putative	
LmjF.03.0200	LmjF.03.0200:mRNA	L. major strain Friedlin	LmjF.03: 48,406 - 50,088 (+)	delta-1-pyrroline-5-carboxylate dehydrogenase, putative	
LmjF.03.0210	LmjF.03.0210:mRNA	L. major strain Friedlin	LmjF.03: 51,986 - 53,125 (+)	protein kinase, putative	
LmjF.03.0220	LmjF.03.0220:mRNA	L. major strain Friedlin	LmjF.03: 54,143 - 55,084 (+)	hypothetical protein, conserved	
LmjF.03.0230	LmjF.03.0230:mRNA	L. major strain Friedlin	LmjF.03: 56,015 - 58,129 (+)	long chain fatty Acyl CoA synthetase, putative	
LmjF.03.0240	LmjF.03.0240:mRNA	L. major strain Friedlin	LmjF.03: 61,003 - 61,467 (+)	hypothetical protein, conserved	
LmjF.03.0250	LmjF.03.0250:mRNA	L. major strain Friedlin	LmjF.03: 62,110 - 62,361 (+)	ribosomal protein L38, putative	
LmjF.03.0260	LmjF.03.0260:mRNA	L. major strain Friedlin	LmjF.03: 63,523 - 64,566 (+)	hypothetical protein, conserved	
LmjF.03.0270	LmjF.03.0270:mRNA	L. major strain Friedlin	LmjF.03: 66,059 - 73,123 (+)	FYVE zinc finger/Apolipoprotein A1/A4/E domain containing protein, putative	
LmjF.03.0280	LmjF.03.0280:mRNA	L. major strain Friedlin	LmjF.03: 74,029 - 76,956 (+)	hypothetical protein	
LmjF.03.0290	LmjF.03.0290:pseudogenic_transcript	L. major strain Friedlin	LmjF.03: 77,813 - 79,145 (+)	hypothetical protein, unknown function (pseudogene)	
