[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb427.05.1000	Tb427.05.1000-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 328,581 - 329,027 (+)	ubiquitin carrier protein, putative	
Tb427.05.1010	Tb427.05.1010-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 330,928 - 334,875 (+)	hypothetical protein, conserved	
Tb427.05.1020	Tb427.05.1020-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 335,721 - 337,490 (+)	disulfide isomerase, putative	
Tb427.05.1030	Tb427.05.1030-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 338,079 - 338,600 (+)	hypothetical protein, conserved	
Tb427.05.1040	Tb427.05.1040-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 339,058 - 339,651 (+)	hypothetical protein	
Tb427.05.1050	Tb427.05.1050-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 340,546 - 341,358 (+)	hypothetical protein	
Tb427.05.1060	Tb427.05.1060-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 343,676 - 345,145 (+)	metallo-peptidase, Clan ME, Family M16	
Tb427.05.1070	Tb427.05.1070-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 346,571 - 349,321 (+)	hypothetical protein, conserved	
Tb427.05.1080	Tb427.05.1080-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 351,296 - 352,015 (+)	RNA-binding protein, putative	
Tb427.05.1090	Tb427.05.1090-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 352,942 - 355,341 (+)	threonyl-tRNA synthetase, putative	
Tb427.05.110	Tb427.05.110-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 3,148 - 4,176 (-)	unspecified product	
Tb427.05.1100	Tb427.05.1100-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 358,717 - 360,684 (+)	peroxisome targeting signal 1 receptor	
Tb427.05.1120	Tb427.05.1120-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 365,746 - 383,934 (+)	hypothetical protein, conserved	
Tb427.05.1130	Tb427.05.1130-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 384,576 - 385,514 (+)	hypothetical protein, conserved	
Tb427.05.1140	Tb427.05.1140-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 388,363 - 390,339 (+)	choline/ethanolamine kinase	
Tb427.05.1150	Tb427.05.1150-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 393,390 - 395,594 (+)	RNA helicase Prp43	
Tb427.05.1160	Tb427.05.1160-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 396,133 - 396,819 (+)	hypothetical protein, conserved	
Tb427.05.1170	Tb427.05.1170-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 398,739 - 399,191 (+)	hypothetical protein, conserved	
Tb427.05.1180	Tb427.05.1180-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 399,584 - 402,172 (+)	hypothetical protein, conserved	
Tb427.05.120	Tb427.05.120-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 12,504 - 13,380 (-)	expression site-associated gene 9 (ESAG9) protein, putative	
Tb427.05.1200	Tb427.05.1200-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 403,737 - 404,666 (+)	Csl4p homologue	
Tb427.05.1210	Tb427.05.1210-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 405,312 - 406,247 (+)	short-chain dehydrogenase, putative	
Tb427.05.1230	Tb427.05.1230-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 409,078 - 410,529 (+)	hypothetical protein, conserved	
Tb427.05.1240	Tb427.05.1240-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 411,503 - 412,561 (+)	hypothetical protein, conserved	
Tb427.05.1250	Tb427.05.1250-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 413,136 - 414,866 (+)	hypothetical protein, conserved	
Tb427.05.1260	Tb427.05.1260-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 415,647 - 417,368 (+)	hypothetical protein, conserved	
Tb427.05.1270	Tb427.05.1270-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 420,027 - 420,674 (+)	hypothetical protein, conserved	
Tb427.05.1280	Tb427.05.1280-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 421,249 - 422,022 (+)	hypothetical protein, conserved	
Tb427.05.1290	Tb427.05.1290-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 422,595 - 424,013 (+)	hypothetical protein, conserved	
Tb427.05.130	Tb427.05.130-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 15,098 - 16,122 (-)	variant surface glycoprotein (VSG)-related, putative	
Tb427.05.1300	Tb427.05.1300-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 424,929 - 427,280 (+)	vacuolar proton translocating ATPase subunit A, putative	
Tb427.05.1310	Tb427.05.1310-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 428,165 - 429,280 (+)	protoheme IX farnesyltransferase, putative	
Tb427.05.1320	Tb427.05.1320-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 430,144 - 433,109 (+)	hypothetical protein, conserved	
Tb427.05.1330	Tb427.05.1330-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 433,634 - 436,591 (+)	hypothetical protein, conserved	
Tb427.05.1340	Tb427.05.1340-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 436,931 - 439,393 (+)	hypothetical protein, conserved	
Tb427.05.1350	Tb427.05.1350-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 440,314 - 441,324 (+)	hypothetical protein, conserved	
Tb427.05.1360	Tb427.05.1360-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 441,679 - 442,140 (+)	nucleoside 2-deoxyribosyltransferase	
Tb427.05.1370	Tb427.05.1370-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 443,139 - 443,855 (+)	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative	
Tb427.05.1380	Tb427.05.1380-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 444,663 - 445,238 (+)	hypothetical protein	
Tb427.05.1390	Tb427.05.1390-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 448,914 - 450,218 (-)	64 kDa invariant surface glycoprotein	
Tb427.05.140	Tb427.05.140-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 18,227 - 18,895 (+)	hypothetical protein, conserved	
Tb427.05.1400	Tb427.05.1400-t26_1	T. brucei Lister strain 427	Tb427_05_v4: 450,657 - 451,181 (-)	hypothetical protein	
