[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb427.02.1520	Tb427.02.1520-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 281,365 - 281,579 (-)	M1 ribosomal RNA	
Tb427_09_SLRNA_0001	Tb427_09_SLRNA_0001-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,237,200 - 2,237,245 (+)	SL RNA	
Tb427_09_SLRNA_0002	Tb427_09_SLRNA_0002-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,243,566 - 2,243,692 (+)	SL RNA	
Tb427_09_SLRNA_0028	Tb427_09_SLRNA_0028-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,279,516 - 2,279,570 (+)	SL RNA	
Tb427_09_rRNA_1	Tb427_09_rRNA_1-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,808,713 - 2,809,692 (-)	rRNA large subunit beta	
Tb427_09_rRNA_2	Tb427_09_rRNA_2-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,809,769 - 2,809,983 (-)	rRNA large subunit gamma (M1)	
Tb427_09_rRNA_3	Tb427_09_rRNA_3-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,810,176 - 2,811,494 (-)	rRNA large subunit alpha	
Tb427_09_rRNA_4	Tb427_09_rRNA_4-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,941,507 - 2,941,689 (+)	rRNA M2	
Tb427_09_rRNA_5	Tb427_09_rRNA_5-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,942,026 - 2,942,103 (+)	rRNA M6	
Tb427_09_rRNA_6	Tb427_09_rRNA_6-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,942,424 - 2,942,559 (+)	rRNA M4	
Tb427_09_snoRNA_0001	Tb427_09_snoRNA_0001-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 616,333 - 616,429 (-)	C/D snoRNA, TB9C1C1	
Tb427_09_snoRNA_0005	Tb427_09_snoRNA_0005-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 616,843 - 616,939 (-)	C/D snoRNA, TB9C1C1	
Tb427_09_snoRNA_0008	Tb427_09_snoRNA_0008-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 617,217 - 617,272 (-)	H/ACA snoRNA, TB9Cs1H3	
Tb427_09_snoRNA_0076	Tb427_09_snoRNA_0076-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,636,187 - 1,636,255 (-)	H/ACA snoRNA, TB9Cs2H1	
Tb427_09_snoRNA_0079	Tb427_09_snoRNA_0079-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,866,650 - 1,866,730 (+)	C/D snoRNA, TB9C3C1	
Tb427_09_snoRNA_0084	Tb427_09_snoRNA_0084-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,867,312 - 1,867,392 (+)	C/D snoRNA, TB9C3C1	
Tb427_09_snoRNA_0089	Tb427_09_snoRNA_0089-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,867,974 - 1,868,054 (+)	C/D snoRNA, TB9C3C1	
Tb427_09_tRNA_Gly_1	Tb427_09_tRNA_Gly_1-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 2,037,729 - 2,037,799 (+)	tRNA Glycine	
Tb427_09_v4.snoRNA.0001	Tb427_09_v4.snoRNA.0001-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,918,042 - 1,918,097 (+)	H/ACA-like snoRNA	
Tb427_09_v4.snoRNA.0002	Tb427_09_v4.snoRNA.0002-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,921,618 - 1,921,673 (+)	H/ACA-like snoRNA	
Tb427_09_v4.snoRNA.0003	Tb427_09_v4.snoRNA.0003-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,925,197 - 1,925,252 (+)	H/ACA-like snoRNA	
Tb427_09_v4.snoRNA.0004	Tb427_09_v4.snoRNA.0004-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,928,772 - 1,928,827 (+)	H/ACA-like snoRNA	
Tb427_09_v4.snoRNA.0005	Tb427_09_v4.snoRNA.0005-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,932,353 - 1,932,408 (+)	H/ACA-like snoRNA	
Tb427_09_v4.snoRNA.0006	Tb427_09_v4.snoRNA.0006-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,867,192 - 1,867,258 (+)	H/ACA-like snoRNA	
Tb427_09_v4.snoRNA.0007	Tb427_09_v4.snoRNA.0007-t26_1	T. brucei Lister strain 427	Tb427_09_v4: 1,867,854 - 1,867,920 (+)	H/ACA-like snoRNA	
