[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb427.10.100	Tb427.10.100-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 49,371 - 49,811 (-)	expression site-associated gene 2 (ESAG2), degenerate	
Tb427.10.1000	Tb427.10.1000-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 273,299 - 273,778 (+)	hypothetical protein	
Tb427.10.10000	Tb427.10.10000-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,466,837 - 2,468,060 (+)	hypothetical protein, conserved	
Tb427.10.10010	Tb427.10.10010-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,469,182 - 2,469,862 (+)	60S acidic ribosomal protein, putative	
Tb427.10.10020	Tb427.10.10020-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,470,480 - 2,472,285 (+)	hypothetical protein, conserved	
Tb427.10.10030	Tb427.10.10030-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,473,059 - 2,473,361 (+)	hypothetical protein, conserved	
Tb427.10.10040	Tb427.10.10040-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,473,979 - 2,474,422 (+)	hypothetical protein	
Tb427.10.10050	Tb427.10.10050-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,475,511 - 2,479,176 (+)	hypothetical protein, conserved	
Tb427.10.10070	Tb427.10.10070-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,482,679 - 2,484,346 (+)	hypothetical protein, conserved	
Tb427.10.10080	Tb427.10.10080-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,484,717 - 2,485,157 (+)	hypothetical protein, conserved	
Tb427.10.10090	Tb427.10.10090-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,485,949 - 2,489,209 (+)	hypothetical protein, conserved	
Tb427.10.1010	Tb427.10.1010-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 275,726 - 276,706 (+)	hypothetical protein	
Tb427.10.10100	Tb427.10.10100-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,489,678 - 2,492,146 (+)	hypothetical protein, conserved	
Tb427.10.10110	Tb427.10.10110-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,492,748 - 2,493,194 (+)	hypothetical protein, conserved	
Tb427.10.10120	Tb427.10.10120-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,493,491 - 2,495,215 (+)	hypothetical protein, conserved	
Tb427.10.10130	Tb427.10.10130-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,495,519 - 2,497,156 (+)	hypothetical protein, conserved	
Tb427.10.10140	Tb427.10.10140-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,497,551 - 2,498,546 (+)	paraflagellar rod component, putative	
Tb427.10.10150	Tb427.10.10150-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,498,943 - 2,500,928 (+)	hypothetical protein, conserved	
Tb427.10.10160	Tb427.10.10160-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,501,331 - 2,502,497 (+)	hypothetical protein, conserved	
Tb427.10.10170	Tb427.10.10170-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,502,855 - 2,504,189 (+)	hypothetical protein, conserved	
Tb427.10.10180	Tb427.10.10180-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,504,497 - 2,505,399 (+)	hypothetical protein, conserved	
Tb427.10.10190	Tb427.10.10190-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,505,728 - 2,508,268 (+)	hypothetical protein, conserved	
Tb427.10.1020	Tb427.10.1020-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 276,233 - 276,706 (+)	hypothetical protein	
Tb427.10.10200	Tb427.10.10200-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,509,081 - 2,510,490 (+)	hypothetical protein, conserved	
Tb427.10.10210	Tb427.10.10210-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,512,182 - 2,513,303 (-)	procyclin-associated gene 4 (PAG4) protein	
Tb427.10.10220	Tb427.10.10220-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,513,419 - 2,514,675 (-)	procyclin-associated gene 2 (PAG2) protein	
Tb427.10.10230	Tb427.10.10230-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,514,749 - 2,515,861 (-)	procyclin-associated gene 5 (PAG5) protein	
Tb427.10.10240	Tb427.10.10240-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,515,943 - 2,517,160 (-)	procyclin-associated gene 1 (PAG1) protein	
Tb427.10.10250	Tb427.10.10250-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,518,855 - 2,519,244 (-)	EP2 procyclin	
Tb427.10.10260	Tb427.10.10260-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,520,176 - 2,520,601 (-)	EP1 procyclin	
Tb427.10.10270	Tb427.10.10270-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,521,907 - 2,522,290 (-)	hypothetical protein	
Tb427.10.10280	Tb427.10.10280-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,525,161 - 2,532,276 (-)	microtubule-associated protein, putative	
Tb427.10.10290	Tb427.10.10290-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,532,610 - 2,533,158 (-)	hypothetical protein, conserved	
Tb427.10.1030	Tb427.10.1030-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 279,187 - 280,581 (-)	serine carboxypeptidase III precursor, putative	
Tb427.10.10300	Tb427.10.10300-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,533,815 - 2,535,596 (-)	hypothetical protein, conserved	
Tb427.10.10310	Tb427.10.10310-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,535,966 - 2,537,411 (-)	hypothetical protein, conserved	
Tb427.10.10320	Tb427.10.10320-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,537,898 - 2,538,227 (-)	dynein light chain, putative	
Tb427.10.10330	Tb427.10.10330-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,538,596 - 2,540,269 (-)	hypothetical protein, conserved	
Tb427.10.10340	Tb427.10.10340-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,541,004 - 2,544,531 (-)	structural maintenance of chromosome 2, putative	
Tb427.10.10350	Tb427.10.10350-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,546,417 - 2,548,237 (-)	protein kinase, putative	
Tb427.10.10360	Tb427.10.10360-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,549,392 - 2,558,988 (-)	microtubule-associated protein, putative	
Tb427.10.10370	Tb427.10.10370-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,559,347 - 2,559,895 (-)	hypothetical protein, conserved	
Tb427.10.10380	Tb427.10.10380-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,560,252 - 2,561,814 (-)	ATP-dependent DEAD/H RNA helicase, putative	
Tb427.10.10390	Tb427.10.10390-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,562,766 - 2,564,244 (-)	trypanothione reductase	
Tb427.10.1040	Tb427.10.1040-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 280,903 - 282,297 (-)	serine carboxypeptidase (CBP1) precursor, putative	
Tb427.10.10400	Tb427.10.10400-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,564,622 - 2,565,602 (-)	hypothetical protein, conserved	
Tb427.10.10410	Tb427.10.10410-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,565,937 - 2,568,072 (-)	minichromosome maintenance (MCM) complex subunit, putative	
Tb427.10.10420	Tb427.10.10420-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,568,373 - 2,568,768 (-)	monothiol glutaredoxin, putative	
Tb427.10.10430	Tb427.10.10430-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,568,990 - 2,570,024 (-)	hypothetical protein, conserved	
Tb427.10.10440	Tb427.10.10440-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,570,550 - 2,571,695 (-)	mitochondrial carrier protein, putative	
Tb427.10.10450	Tb427.10.10450-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,572,009 - 2,572,557 (-)	hypothetical protein	
Tb427.10.10460	Tb427.10.10460-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,572,703 - 2,573,041 (-)	histone H2B, putative	
Tb427.10.10470	Tb427.10.10470-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,573,611 - 2,573,949 (-)	histone H2B, putative	
Tb427.10.10480	Tb427.10.10480-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,574,519 - 2,574,857 (-)	histone H2B, putative	
Tb427.10.10490	Tb427.10.10490-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,575,427 - 2,575,765 (-)	histone H2B, putative	
Tb427.10.1050	Tb427.10.1050-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 282,912 - 284,312 (-)	serine carboxypeptidase III precursor, putative	
Tb427.10.10500	Tb427.10.10500-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,576,330 - 2,576,668 (-)	histone H2B, putative	
Tb427.10.10510	Tb427.10.10510-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,577,238 - 2,577,576 (-)	histone H2B, putative	
Tb427.10.10520	Tb427.10.10520-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,579,049 - 2,579,387 (-)	histone H2B, putative	
Tb427.10.10530	Tb427.10.10530-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,579,952 - 2,580,290 (-)	histone H2B, putative	
Tb427.10.10540	Tb427.10.10540-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,580,860 - 2,581,198 (-)	histone H2B, putative	
Tb427.10.10550	Tb427.10.10550-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,581,768 - 2,582,106 (-)	histone H2B, putative	
Tb427.10.10560	Tb427.10.10560-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,582,676 - 2,583,014 (-)	histone H2B, putative	
Tb427.10.10570	Tb427.10.10570-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,583,584 - 2,583,922 (-)	histone H2B, putative	
Tb427.10.10580	Tb427.10.10580-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,584,487 - 2,584,825 (-)	histone H2B, putative	
Tb427.10.10590	Tb427.10.10590-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,585,395 - 2,585,733 (-)	histone H2B, putative	
Tb427.10.1060	Tb427.10.1060-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 285,843 - 287,453 (-)	T-complex protein 1, delta subunit, putative	
Tb427.10.10600	Tb427.10.10600-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,586,058 - 2,586,393 (-)	ARP2/3 complex 16kDa subunit, putative	
Tb427.10.10610	Tb427.10.10610-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,587,499 - 2,588,188 (-)	protein tyrosine phosphatase, putative	
Tb427.10.10620	Tb427.10.10620-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,588,452 - 2,589,342 (-)	hypothetical protein, conserved	
Tb427.10.10630	Tb427.10.10630-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,589,730 - 2,590,512 (-)	hypothetical protein, conserved	
Tb427.10.10640	Tb427.10.10640-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,590,762 - 2,591,052 (-)	hypothetical protein, conserved	
Tb427.10.10650	Tb427.10.10650-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,591,451 - 2,592,878 (-)	iron-containing hydrogenase, putative	
Tb427.10.10670	Tb427.10.10670-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,594,219 - 2,594,818 (-)	kinetoplastid-specific dual specificity phosphatase, putative	
Tb427.10.10680	Tb427.10.10680-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,596,062 - 2,599,043 (-)	hypothetical protein, conserved	
Tb427.10.10690	Tb427.10.10690-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,599,902 - 2,601,053 (-)	hypothetical protein, conserved	
Tb427.10.1070	Tb427.10.1070-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 288,400 - 289,305 (-)	cdc2- like protein kinase	
Tb427.10.10700	Tb427.10.10700-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,601,561 - 2,602,628 (-)	splicing factor Prp31	
Tb427.10.10710	Tb427.10.10710-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,603,023 - 2,604,096 (-)	hypothetical protein, conserved	
Tb427.10.10720	Tb427.10.10720-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,604,926 - 2,605,831 (-)	hypothetical protein, conserved	
Tb427.10.10730	Tb427.10.10730-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,606,204 - 2,610,796 (-)	hypothetical protein	
Tb427.10.10740	Tb427.10.10740-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,611,762 - 2,613,696 (-)	hypothetical protein, conserved	
Tb427.10.10750	Tb427.10.10750-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,613,838 - 2,618,550 (-)	metallo- peptidase, Clan MC, Family M14	
Tb427.10.10760	Tb427.10.10760-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,619,583 - 2,619,951 (-)	hypothetical protein	
Tb427.10.10770	Tb427.10.10770-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,620,298 - 2,622,153 (-)	hypothetical protein, conserved	
Tb427.10.10780	Tb427.10.10780-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,622,789 - 2,623,433 (-)	hypothetical protein, conserved	
Tb427.10.10790	Tb427.10.10790-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,623,464 - 2,623,951 (-)	hypothetical protein	
Tb427.10.1080	Tb427.10.1080-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 290,072 - 290,503 (-)	40S ribosomal protein S23, putative	
Tb427.10.10800	Tb427.10.10800-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,624,080 - 2,625,438 (-)	hypothetical protein, conserved	
Tb427.10.10810	Tb427.10.10810-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,627,446 - 2,629,302 (-)	adenosine deaminase-like protein	
Tb427.10.10820	Tb427.10.10820-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,629,567 - 2,630,568 (-)	hypothetical protein, conserved	
Tb427.10.10830	Tb427.10.10830-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,631,007 - 2,631,969 (-)	HNRNPA	
Tb427.10.10840	Tb427.10.10840-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,633,546 - 2,635,255 (-)	hypothetical protein, conserved	
Tb427.10.10850	Tb427.10.10850-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,636,034 - 2,638,745 (-)	argonaute-like protein	
Tb427.10.10870	Tb427.10.10870-t26_1	T. brucei Lister strain 427	Tb427_10_v5: 2,650,910 - 2,652,622 (-)	protein kinase, putative	
