[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb427.06.100	Tb427.06.100-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 964 - 1,773 (+)	receptor-type adenylate cyclase GRESAG 4, degenerate	
Tb427.06.1000	Tb427.06.1000-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 412,119 - 413,468 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb427.06.1010	Tb427.06.1010-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 413,880 - 415,232 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb427.06.1020	Tb427.06.1020-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 415,643 - 416,995 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb427.06.1030	Tb427.06.1030-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 417,407 - 418,758 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb427.06.1040	Tb427.06.1040-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 419,170 - 420,519 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb427.06.1050	Tb427.06.1050-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 420,931 - 422,280 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb427.06.1060	Tb427.06.1060-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 422,692 - 424,041 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb427.06.1070	Tb427.06.1070-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 425,113 - 427,908 (-)	hypothetical protein, conserved	
Tb427.06.1080	Tb427.06.1080-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 428,374 - 429,264 (-)	glyoxalase II	
Tb427.06.1090	Tb427.06.1090-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 430,255 - 431,466 (-)	proteasome regulatory ATPase subunit 3	
Tb427.06.110	Tb427.06.110-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 2,698 - 2,925 (+)	hypothetical protein	
Tb427.06.1100	Tb427.06.1100-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 432,925 - 434,403 (-)	hypothetical protein, conserved	
Tb427.06.1110	Tb427.06.1110-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 435,569 - 438,877 (-)	cysteine peptidase, Clan CA, family C19, putative	
Tb427.06.1120	Tb427.06.1120-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 439,770 - 441,989 (-)	hypothetical protein, conserved	
Tb427.06.1130	Tb427.06.1130-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 442,395 - 443,801 (-)	hypothetical protein, conserved	
Tb427.06.1140	Tb427.06.1140-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 444,175 - 446,199 (-)	Alg9-like mannosyltransferase, putative	
Tb427.06.1150	Tb427.06.1150-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 446,693 - 447,214 (-)	hypothetical protein	
Tb427.06.1160	Tb427.06.1160-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 448,105 - 450,330 (-)	hypothetical protein, conserved	
Tb427.06.1170	Tb427.06.1170-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 450,790 - 452,079 (-)	hypothetical protein, conserved	
Tb427.06.1180	Tb427.06.1180-t26_1	T. brucei Lister strain 427	Tb427_06_v4: 452,796 - 456,611 (-)	hypothetical protein, conserved	
