[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.10.0010	LmjF.10.0010:mRNA	L. major strain Friedlin	LmjF.10: 3,684 - 4,868 (-)	fatty acid desaturase, putative	
LmjF.10.0020	LmjF.10.0020:mRNA	L. major strain Friedlin	LmjF.10: 7,849 - 9,828 (-)	pteridin transporter, putative	
LmjF.10.0030	LmjF.10.0030:mRNA	L. major strain Friedlin	LmjF.10: 11,909 - 13,390 (-)	phosphate-Repressible Phosphate Permease-like protein	
LmjF.10.0040	LmjF.10.0040:mRNA	L. major strain Friedlin	LmjF.10: 22,328 - 25,525 (+)	Gryzun, putative trafficking through Golgi, putative	
LmjF.10.0050	LmjF.10.0050:mRNA	L. major strain Friedlin	LmjF.10: 26,263 - 29,133 (+)	Dos2-interacting transcription regulator of RNA-Pol-II, putative	
LmjF.10.0060	LmjF.10.0060:mRNA	L. major strain Friedlin	LmjF.10: 29,978 - 31,069 (+)	thymidylate kinase-like protein	
LmjF.10.0070	LmjF.10.0070:mRNA	L. major strain Friedlin	LmjF.10: 32,794 - 33,228 (+)	ribosomal protein l35a, putative	
LmjF.10.0080	LmjF.10.0080:mRNA	L. major strain Friedlin	LmjF.10: 33,836 - 34,867 (+)	hypothetical protein, unknown function	
LmjF.10.0090	LmjF.10.0090:mRNA	L. major strain Friedlin	LmjF.10: 38,964 - 40,202 (+)	dehydrogenase-like protein	
LmjF.10.0100	LmjF.10.0100:mRNA	L. major strain Friedlin	LmjF.10: 41,493 - 42,266 (+)	SRP40, C-terminal domain containing protein, putative	
LmjF.10.0110	LmjF.10.0110:mRNA	L. major strain Friedlin	LmjF.10: 43,351 - 44,538 (+)	WD-repeat containing protein	
LmjF.10.0120	LmjF.10.0120:mRNA	L. major strain Friedlin	LmjF.10: 45,888 - 47,027 (+)	PSP1 C-terminal conserved region, putative	
LmjF.10.0130	LmjF.10.0130:mRNA	L. major strain Friedlin	LmjF.10: 53,016 - 55,223 (+)	hypothetical protein, conserved	
LmjF.10.0140	LmjF.10.0140:mRNA	L. major strain Friedlin	LmjF.10: 57,228 - 59,444 (+)	DEAD/DEAH box helicase, putative	
LmjF.10.0150	LmjF.10.0150:mRNA	L. major strain Friedlin	LmjF.10: 63,097 - 64,212 (+)	conserved protein, unknown function	
LmjF.10.0160	LmjF.10.0160:mRNA	L. major strain Friedlin	LmjF.10: 68,106 - 70,223 (+)	hypothetical protein, conserved	
LmjF.10.0170	LmjF.10.0170:mRNA	L. major strain Friedlin	LmjF.10: 74,031 - 76,103 (+)	guanosine diphosphatase, putative	
LmjF.10.0180	LmjF.10.0180:mRNA	L. major strain Friedlin	LmjF.10: 77,917 - 78,690 (+)	leucine-rich repeat protein, putative	
LmjF.10.0185	LmjF.10.0185:mRNA	L. major strain Friedlin	LmjF.10: 79,906 - 80,481 (+)	hypothetical protein	
LmjF.10.0190	LmjF.10.0190:mRNA	L. major strain Friedlin	LmjF.10: 80,849 - 82,852 (+)	hypothetical protein, unknown function	
LmjF.10.0195	LmjF.10.0195:mRNA	L. major strain Friedlin	LmjF.10: 83,711 - 84,376 (+)	hypothetical protein, conserved	
LmjF.10.0200	LmjF.10.0200:mRNA	L. major strain Friedlin	LmjF.10: 85,776 - 86,999 (+)	Mitogen-activated protein kinase 10, putative	
LmjF.10.0210	LmjF.10.0210:mRNA	L. major strain Friedlin	LmjF.10: 92,707 - 94,128 (+)	nucleolar protein 56, putative	
LmjF.10.0218	LmjF.10.0218:mRNA	L. major strain Friedlin	LmjF.10: 95,385 - 97,523 (+)	hypothetical protein, unknown function	
