[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.18.0010	LmjF.18.0010:mRNA	L. major strain Friedlin	LmjF.18: 1,694 - 4,702 (-)	kinetoplast polyadenylation/uridylation factor 1	
LmjF.18.0020	LmjF.18.0020:mRNA	L. major strain Friedlin	LmjF.18: 6,788 - 7,939 (-)	mevalonate-diphosphate decarboxylase, putative	
LmjF.18.0030	LmjF.18.0030:mRNA	L. major strain Friedlin	LmjF.18: 8,741 - 9,775 (-)	RNA-binding protein 27, putative	
LmjF.18.0040	LmjF.18.0040:mRNA	L. major strain Friedlin	LmjF.18: 10,218 - 11,834 (-)	major facilitator superfamily protein (MFS), putative	
LmjF.18.0050	LmjF.18.0050:mRNA	L. major strain Friedlin	LmjF.18: 12,709 - 15,630 (-)	hypothetical protein, conserved	
LmjF.18.0060	LmjF.18.0060:mRNA	L. major strain Friedlin	LmjF.18: 16,445 - 16,918 (-)	hypothetical protein, conserved	
LmjF.18.0070	LmjF.18.0070:mRNA	L. major strain Friedlin	LmjF.18: 19,126 - 21,297 (-)	zinc-finger of a C2HC-type/Double zinc ribbon, putative	
LmjF.18.0080	LmjF.18.0080:mRNA	L. major strain Friedlin	LmjF.18: 22,425 - 23,864 (-)	3-beta hydroxysteroid dehydrogenase/isomerase family, putative	
LmjF.18.0090	LmjF.18.0090:mRNA	L. major strain Friedlin	LmjF.18: 25,237 - 27,675 (-)	alpha glucosidase II subunit, putative	
LmjF.18.0100	LmjF.18.0100:mRNA	L. major strain Friedlin	LmjF.18: 28,475 - 29,830 (-)	hypothetical protein, conserved	
LmjF.18.0110	LmjF.18.0110:mRNA	L. major strain Friedlin	LmjF.18: 30,359 - 34,834 (-)	Protein of unknown function (DUF726), putative	
LmjF.18.0120	LmjF.18.0120:mRNA	L. major strain Friedlin	LmjF.18: 36,384 - 36,767 (-)	ARF-like 2-binding protein, putative	
LmjF.18.0130	LmjF.18.0130:mRNA	L. major strain Friedlin	LmjF.18: 37,769 - 39,835 (-)	Domain of unknown function DUF21, putative	
LmjF.18.0140	LmjF.18.0140:mRNA	L. major strain Friedlin	LmjF.18: 41,951 - 44,191 (-)	Domain of unknown function DUF21, putative	
LmjF.18.0150	LmjF.18.0150:mRNA	L. major strain Friedlin	LmjF.18: 46,564 - 47,973 (-)	serine/threonine protein phosphatase type 5, putative	
LmjF.18.0160	LmjF.18.0160:mRNA	L. major strain Friedlin	LmjF.18: 48,813 - 50,930 (-)	Lipase (class 3), putative	
LmjF.18.0170	LmjF.18.0170:mRNA	L. major strain Friedlin	LmjF.18: 59,930 - 60,973 (-)	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	
LmjF.18.0180	LmjF.18.0180:mRNA	L. major strain Friedlin	LmjF.18: 70,601 - 71,647 (-)	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	
LmjF.18.0190	LmjF.18.0190:mRNA	L. major strain Friedlin	LmjF.18: 87,422 - 88,450 (-)	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	
LmjF.18.0200	LmjF.18.0200:mRNA	L. major strain Friedlin	LmjF.18: 99,021 - 100,496 (-)	UDP-galactopyranose mutase	
LmjF.18.0210	LmjF.18.0210:mRNA	L. major strain Friedlin	LmjF.18: 101,888 - 102,943 (-)	Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative	
LmjF.18.0220	LmjF.18.0220:mRNA	L. major strain Friedlin	LmjF.18: 104,850 - 106,079 (-)	RNA-binding protein 29, putative	
LmjF.18.0230	LmjF.18.0230:mRNA	L. major strain Friedlin	LmjF.18: 108,589 - 109,485 (-)	60S ribosomal protein L7, putative	
LmjF.18.0240	LmjF.18.0240:mRNA	L. major strain Friedlin	LmjF.18: 111,536 - 112,750 (-)	hypothetical protein, conserved	
LmjF.18.0250	LmjF.18.0250:mRNA	L. major strain Friedlin	LmjF.18: 113,445 - 114,188 (-)	hypothetical protein, conserved	
LmjF.18.0260	LmjF.18.0260:mRNA	L. major strain Friedlin	LmjF.18: 115,059 - 115,415 (-)	hypothetical protein, conserved	
LmjF.18.0270	LmjF.18.0270:mRNA	L. major strain Friedlin	LmjF.18: 123,069 - 124,136 (-)	glycogen synthase kinase 3, putative	
LmjF.18.0280	LmjF.18.0280:mRNA	L. major strain Friedlin	LmjF.18: 127,467 - 129,518 (-)	hypothetical protein, conserved	
LmjF.18.0290	LmjF.18.0290:mRNA	L. major strain Friedlin	LmjF.18: 131,126 - 132,136 (-)	dephospho-CoA kinase, putative	
LmjF.18.0300	LmjF.18.0300:mRNA	L. major strain Friedlin	LmjF.18: 133,918 - 135,018 (-)	hypothetical protein, conserved	
LmjF.18.0310	LmjF.18.0310:mRNA	L. major strain Friedlin	LmjF.18: 136,577 - 136,885 (-)	hypothetical protein, conserved	
LmjF.18.0320	LmjF.18.0320:mRNA	L. major strain Friedlin	LmjF.18: 137,701 - 138,483 (-)	Domain of unknown function (DUF4379), putative	
LmjF.18.0330	LmjF.18.0330:mRNA	L. major strain Friedlin	LmjF.18: 139,836 - 140,570 (-)	DnaJ domain containing protein, putative	
LmjF.18.0340	LmjF.18.0340:mRNA	L. major strain Friedlin	LmjF.18: 142,197 - 143,594 (-)	Domain of unknown function (DUF4475), putative	
LmjF.18.0350	LmjF.18.0350:mRNA	L. major strain Friedlin	LmjF.18: 144,723 - 145,922 (-)	ATP12 chaperone protein, putative	
LmjF.18.0360	LmjF.18.0360.1:mRNA	L. major strain Friedlin	LmjF.18: 146,659 - 147,480 (-)	GPI-anchor transamidase subunit 8 (GPI8), putative	
LmjF.18.0360	LmjF.18.0360.2:mRNA	L. major strain Friedlin	LmjF.18: 146,659 - 147,865 (-)	GPI-anchor transamidase subunit 8 (GPI8), putative	
LmjF.18.0370	LmjF.18.0370:mRNA	L. major strain Friedlin	LmjF.18: 149,636 - 151,030 (-)	tubulin tyrosine ligase protein, putative	
LmjF.18.0380	LmjF.18.0380:mRNA	L. major strain Friedlin	LmjF.18: 151,795 - 155,625 (-)	hypothetical protein, conserved	
LmjF.18.0390	LmjF.18.0390:mRNA	L. major strain Friedlin	LmjF.18: 157,835 - 163,123 (-)	hypothetical protein, conserved	
LmjF.18.0400	LmjF.18.0400:mRNA	L. major strain Friedlin	LmjF.18: 165,716 - 167,401 (-)	UDP-galactose transporter	
LmjF.18.0410	LmjF.18.0410:mRNA	L. major strain Friedlin	LmjF.18: 170,357 - 170,959 (-)	hypothetical protein, conserved	
LmjF.18.0420	LmjF.18.0420:mRNA	L. major strain Friedlin	LmjF.18: 172,456 - 172,869 (-)	hypothetical protein, conserved	
LmjF.18.0430	LmjF.18.0430:mRNA	L. major strain Friedlin	LmjF.18: 187,175 - 187,846 (-)	hypothetical protein, unknown function	
