[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.34.0010	LmjF.34.0010:mRNA	L. major strain Friedlin	LmjF.34: 5,180 - 6,100 (-)	short chain dehydrogenase, putative	
LmjF.34.0020	LmjF.34.0020:mRNA	L. major strain Friedlin	LmjF.34: 7,687 - 9,036 (+)	hypothetical protein, unknown function	
LmjF.34.0030	LmjF.34.0030:mRNA	L. major strain Friedlin	LmjF.34: 9,757 - 10,779 (+)	protein kinase, putative	
LmjF.34.0040	LmjF.34.0040:mRNA	L. major strain Friedlin	LmjF.34: 11,737 - 13,890 (+)	DnaJ domain containing protein, putative	
LmjF.34.0050	LmjF.34.0050:mRNA	L. major strain Friedlin	LmjF.34: 14,404 - 16,158 (+)	Cleft lip and palate transmembrane protein 1 (CLPTM1), putative	
LmjF.34.0060	LmjF.34.0060:mRNA	L. major strain Friedlin	LmjF.34: 18,422 - 21,547 (+)	hypothetical protein, conserved	
LmjF.34.0070	LmjF.34.0070:mRNA	L. major strain Friedlin	LmjF.34: 22,805 - 23,776 (+)	ascorbate peroxidase	
LmjF.34.0080	LmjF.34.0080:mRNA	L. major strain Friedlin	LmjF.34: 26,290 - 27,978 (+)	glucose-6-phosphate 1-dehydrogenase, putative	
LmjF.34.0085	LmjF.34.0085:mRNA	L. major strain Friedlin	LmjF.34: 29,948 - 30,508 (+)	HPP family, putative	
LmjF.34.0090	LmjF.34.0090:mRNA	L. major strain Friedlin	LmjF.34: 32,488 - 34,278 (+)	hypothetical protein, conserved	
LmjF.34.0100	LmjF.34.0100:mRNA	L. major strain Friedlin	LmjF.34: 35,051 - 37,336 (+)	PrimPol-like protein 2, putative	
LmjF.34.0110	LmjF.34.0110:mRNA	L. major strain Friedlin	LmjF.34: 38,198 - 38,854 (+)	adenylate kinase, putative	
LmjF.34.0120	LmjF.34.0120:mRNA	L. major strain Friedlin	LmjF.34: 42,397 - 43,086 (+)	adenylate kinase 2	
LmjF.34.0130	LmjF.34.0130:mRNA	L. major strain Friedlin	LmjF.34: 44,244 - 45,272 (+)	malate dehydrogenase, putative	
LmjF.34.0140	LmjF.34.0140:mRNA	L. major strain Friedlin	LmjF.34: 46,032 - 46,985 (+)	malate dehydrogenase	
LmjF.34.0150	LmjF.34.0150:mRNA	L. major strain Friedlin	LmjF.34: 50,273 - 51,268 (+)	malate dehydrogenase, putative	
LmjF.34.0160	LmjF.34.0160:mRNA	L. major strain Friedlin	LmjF.34: 53,516 - 54,493 (+)	mitochondrial malate dehydrogenase	
LmjF.34.0170	LmjF.34.0170:mRNA	L. major strain Friedlin	LmjF.34: 56,531 - 57,529 (+)	Nucleolar protein 12 (25kDa), putative	
LmjF.34.0175	LmjF.34.0175:mRNA	L. major strain Friedlin	LmjF.34: 58,471 - 60,375 (+)	hypothetical protein	
LmjF.34.0180	LmjF.34.0180:mRNA	L. major strain Friedlin	LmjF.34: 64,165 - 66,654 (+)	hypothetical protein, conserved	
LmjF.34.0190	LmjF.34.0190:mRNA	L. major strain Friedlin	LmjF.34: 67,499 - 68,974 (+)	Domain of unknown function (DUF1935), putative	
LmjF.34.0200	LmjF.34.0200:mRNA	L. major strain Friedlin	LmjF.34: 72,484 - 74,037 (+)	Antimony resistance marker of 58 kDa	
LmjF.34.0210	LmjF.34.0210:mRNA	L. major strain Friedlin	LmjF.34: 76,568 - 77,197 (+)	CS domain containing protein, putative	
LmjF.34.0220	LmjF.34.0220:mRNA	L. major strain Friedlin	LmjF.34: 78,051 - 79,058 (+)	emp24/gp25L/p24 family/GOLD, putative	
LmjF.34.0230	LmjF.34.0230:mRNA	L. major strain Friedlin	LmjF.34: 80,025 - 82,184 (+)	intraflagellar transport protein 81, putative	
LmjF.34.0240	LmjF.34.0240:mRNA	L. major strain Friedlin	LmjF.34: 83,421 - 87,551 (+)	hypothetical protein, conserved	
