[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.36.0010	LmjF.36.0010:mRNA	L. major strain Friedlin	LmjF.36: 4,809 - 7,349 (-)	phosphoglycan beta 1,3 galactosyltransferase 4	
LmjF.36.0020	LmjF.36.0020:mRNA	L. major strain Friedlin	LmjF.36: 9,129 - 9,431 (-)	histone H4	
LmjF.36.0030	LmjF.36.0030:mRNA	L. major strain Friedlin	LmjF.36: 11,415 - 11,873 (-)	hypothetical protein, conserved	
LmjF.36.0040	LmjF.36.0040:mRNA	L. major strain Friedlin	LmjF.36: 14,019 - 15,317 (-)	N-acetylglucosamine-6-phosphate deacetylase-like protein	
LmjF.36.0050	LmjF.36.0050:mRNA	L. major strain Friedlin	LmjF.36: 17,464 - 19,125 (-)	PUF1, putative	
LmjF.36.0060	LmjF.36.0060:mRNA	L. major strain Friedlin	LmjF.36: 20,911 - 22,602 (-)	L-ribulokinase, putative	
LmjF.36.0065	LmjF.36.0065:mRNA	L. major strain Friedlin	LmjF.36: 23,448 - 24,416 (-)	SAP domain containing protein, putative	
LmjF.36.0070	LmjF.36.0070:mRNA	L. major strain Friedlin	LmjF.36: 25,377 - 26,144 (-)	stress-inducible protein STI1 homolog	
LmjF.36.0080	LmjF.36.0080:mRNA	L. major strain Friedlin	LmjF.36: 28,924 - 29,814 (-)	leucine carboxyl methyltransferase, putative	
LmjF.36.0090	LmjF.36.0090:mRNA	L. major strain Friedlin	LmjF.36: 30,598 - 33,765 (-)	hypothetical protein, conserved	
LmjF.36.0100	LmjF.36.0100:mRNA	L. major strain Friedlin	LmjF.36: 34,482 - 36,341 (-)	DNA damage repair protein, putative	
LmjF.36.0110	LmjF.36.0110:mRNA	L. major strain Friedlin	LmjF.36: 37,511 - 40,060 (-)	hypothetical protein, conserved	
LmjF.36.0120	LmjF.36.0120:mRNA	L. major strain Friedlin	LmjF.36: 40,903 - 41,874 (-)	cap guanine-N7 methyltransferase	
LmjF.36.0130	LmjF.36.0130:mRNA	L. major strain Friedlin	LmjF.36: 42,761 - 43,864 (-)	PUB domain containing protein, putative	
LmjF.36.0140	LmjF.36.0140:mRNA	L. major strain Friedlin	LmjF.36: 44,682 - 46,634 (-)	hypothetical protein, unknown function	
LmjF.36.0150	LmjF.36.0150:mRNA	L. major strain Friedlin	LmjF.36: 48,882 - 50,339 (-)	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatas, putative	
LmjF.36.0160	LmjF.36.0160:mRNA	L. major strain Friedlin	LmjF.36: 50,883 - 51,740 (-)	hypothetical protein, conserved	
LmjF.36.0170	LmjF.36.0170:mRNA	L. major strain Friedlin	LmjF.36: 53,654 - 54,121 (-)	hypothetical protein, conserved	
LmjF.36.0180	LmjF.36.0180:mRNA	L. major strain Friedlin	LmjF.36: 54,717 - 57,254 (-)	elongation factor 2	
LmjF.36.0190	LmjF.36.0190:mRNA	L. major strain Friedlin	LmjF.36: 58,232 - 60,769 (-)	elongation factor 2	
LmjF.36.0200	LmjF.36.0200:mRNA	L. major strain Friedlin	LmjF.36: 61,341 - 62,018 (-)	mitochondrial inner membrane signal peptidase, putative	
LmjF.36.0210	LmjF.36.0210:mRNA	L. major strain Friedlin	LmjF.36: 64,829 - 66,250 (-)	SET domain protein, putative	
LmjF.36.0220	LmjF.36.0220:mRNA	L. major strain Friedlin	LmjF.36: 67,853 - 68,641 (-)	dolicholphosphate-mannose synthase	
LmjF.36.0230	LmjF.36.0230:mRNA	L. major strain Friedlin	LmjF.36: 70,055 - 70,384 (-)	peptidyl-prolyl cis-trans isomerase, putative	
LmjF.36.0240	LmjF.36.0240:mRNA	L. major strain Friedlin	LmjF.36: 71,351 - 72,025 (-)	Afadin- and alpha -actinin-Binding, putative	
LmjF.36.0250	LmjF.36.0250:mRNA	L. major strain Friedlin	LmjF.36: 73,427 - 75,061 (-)	eukaryotic translation initiation factor 3 subunit l	
LmjF.36.0260	LmjF.36.0260:mRNA	L. major strain Friedlin	LmjF.36: 78,299 - 79,762 (-)	xylulokinase, putative	
LmjF.36.0270	LmjF.36.0270:mRNA	L. major strain Friedlin	LmjF.36: 80,648 - 83,101 (-)	hypothetical protein, conserved	
