[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.13.0010	LmjF.13.0010:mRNA	L. major strain Friedlin	LmjF.13: 1,923 - 3,875 (-)	hypothetical protein, conserved	
LmjF.13.0020	LmjF.13.0020:mRNA	L. major strain Friedlin	LmjF.13: 5,465 - 6,640 (-)	cis-prenyltransferase-like protein	
LmjF.13.0030	LmjF.13.0030:mRNA	L. major strain Friedlin	LmjF.13: 7,259 - 7,864 (-)	hypothetical protein, conserved	
LmjF.13.0040	LmjF.13.0040:mRNA	L. major strain Friedlin	LmjF.13: 8,690 - 9,736 (-)	hypothetical protein, conserved	
LmjF.13.0050	LmjF.13.0050:mRNA	L. major strain Friedlin	LmjF.13: 10,292 - 11,182 (-)	ribonuclease HII, putative	
LmjF.13.0060	LmjF.13.0060:mRNA	L. major strain Friedlin	LmjF.13: 11,913 - 13,298 (-)	hypothetical protein, conserved	
LmjF.13.0070	LmjF.13.0070:mRNA	L. major strain Friedlin	LmjF.13: 14,171 - 14,761 (-)	hypothetical protein, unknown function	
LmjF.13.0080	LmjF.13.0080:mRNA	L. major strain Friedlin	LmjF.13: 15,528 - 19,817 (-)	mitochondrial DNA polymerase I protein B, putative	
LmjF.13.0090	LmjF.13.0090:mRNA	L. major strain Friedlin	LmjF.13: 23,388 - 24,899 (-)	metallo-peptidase, Clan MA(E) Family M32	
LmjF.13.0100	LmjF.13.0100:mRNA	L. major strain Friedlin	LmjF.13: 29,247 - 30,461 (-)	hypothetical protein, unknown function	
LmjF.13.0110	LmjF.13.0110:mRNA	L. major strain Friedlin	LmjF.13: 31,273 - 32,331 (-)	SURF1 family, putative	
LmjF.13.0120	LmjF.13.0120:mRNA	L. major strain Friedlin	LmjF.13: 33,513 - 33,983 (-)	hypothetical protein, conserved	
LmjF.13.0130	LmjF.13.0130:mRNA	L. major strain Friedlin	LmjF.13: 38,118 - 40,307 (-)	Kinesin-13 2	
LmjF.13.0140	LmjF.13.0140:mRNA	L. major strain Friedlin	LmjF.13: 41,431 - 42,195 (-)	hypothetical protein, conserved	
LmjF.13.0150	LmjF.13.0150:mRNA	L. major strain Friedlin	LmjF.13: 42,853 - 44,274 (-)	hypothetical protein, conserved	
LmjF.13.0160	LmjF.13.0160:mRNA	L. major strain Friedlin	LmjF.13: 46,572 - 48,080 (-)	protein kinase A regulatory subunit	
LmjF.13.0170	LmjF.13.0170:mRNA	L. major strain Friedlin	LmjF.13: 49,101 - 50,972 (-)	MOZ/SAS family acetyltransferase, putative	
LmjF.13.0180	LmjF.13.0180:mRNA	L. major strain Friedlin	LmjF.13: 51,565 - 52,764 (-)	Tetratricopeptide repeat, putative	
LmjF.13.0190	LmjF.13.0190:mRNA	L. major strain Friedlin	LmjF.13: 57,810 - 58,556 (-)	hypothetical protein, unknown function	
LmjF.13.0200	LmjF.13.0200:mRNA	L. major strain Friedlin	LmjF.13: 62,085 - 64,349 (-)	Lipase (class 3), putative	
