[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmjF.26.0005	LmjF.26.0005:mRNA	L. major strain Friedlin	LmjF.26: 1,667 - 1,942 (-)	Lsm7p protein, putative	
LmjF.26.0010	LmjF.26.0010:mRNA	L. major strain Friedlin	LmjF.26: 2,380 - 3,468 (-)	brix domain containing-like protein	
LmjF.26.0020	LmjF.26.0020:mRNA	L. major strain Friedlin	LmjF.26: 4,675 - 5,100 (-)	methylmalonyl-coa epimerase-like protein	
LmjF.26.0030	LmjF.26.0030:mRNA	L. major strain Friedlin	LmjF.26: 6,376 - 9,294 (-)	pyridoxal phosphate containing glycine decarboxylase, putative	
LmjF.26.0040	LmjF.26.0040:mRNA	L. major strain Friedlin	LmjF.26: 10,378 - 11,268 (-)	protein kinase, putative	
LmjF.26.0050	LmjF.26.0050.1:mRNA	L. major strain Friedlin	LmjF.26: 12,052 - 16,012 (-)	hypothetical protein, conserved	
LmjF.26.0050	LmjF.26.0050.2:mRNA	L. major strain Friedlin	LmjF.26: 12,052 - 12,865 (-)	hypothetical protein, conserved	
LmjF.26.0055	LmjF.26.0055:mRNA	L. major strain Friedlin	LmjF.26: 16,516 - 17,424 (-)	hypothetical protein, conserved	
LmjF.26.0058	LmjF.26.0058:mRNA	L. major strain Friedlin	LmjF.26: 17,814 - 18,623 (-)	hypothetical protein	
LmjF.26.0060	LmjF.26.0060:mRNA	L. major strain Friedlin	LmjF.26: 19,293 - 19,526 (-)	hypothetical protein, conserved	
LmjF.26.0070	LmjF.26.0070:mRNA	L. major strain Friedlin	LmjF.26: 20,024 - 21,094 (-)	hypothetical protein, conserved	
LmjF.26.0075	LmjF.26.0075:mRNA	L. major strain Friedlin	LmjF.26: 21,865 - 22,533 (-)	hypothetical protein, conserved	
LmjF.26.0100	LmjF.26.0100:mRNA	L. major strain Friedlin	LmjF.26: 25,554 - 25,787 (-)	hypothetical protein, conserved	
LmjF.26.0110	LmjF.26.0110:mRNA	L. major strain Friedlin	LmjF.26: 26,285 - 27,355 (-)	hypothetical protein, conserved	
LmjF.26.0115	LmjF.26.0115:mRNA	L. major strain Friedlin	LmjF.26: 28,126 - 28,833 (-)	hypothetical protein, conserved	
LmjF.26.0140	LmjF.26.0140:mRNA	L. major strain Friedlin	LmjF.26: 31,149 - 31,862 (-)	adenine phosphoribosyltransferase	
LmjF.26.0150	LmjF.26.0150:mRNA	L. major strain Friedlin	LmjF.26: 32,645 - 34,441 (-)	Mini-chromosome maintenance complex-binding protein	
LmjF.26.0160	LmjF.26.0160:mRNA	L. major strain Friedlin	LmjF.26: 38,467 - 39,339 (-)	nuclear lim interactor-interacting factor-like protein	
LmjF.26.0170	LmjF.26.0170:mRNA	L. major strain Friedlin	LmjF.26: 44,813 - 45,571 (-)	60S ribosomal protein L7, putative	
LmjF.26.0180	LmjF.26.0180:mRNA	L. major strain Friedlin	LmjF.26: 46,561 - 47,319 (-)	60S ribosomal protein L7, putative	
LmjF.26.0185	LmjF.26.0185:mRNA	L. major strain Friedlin	LmjF.26: 48,867 - 49,352 (-)	hypothetical protein, conserved	
LmjF.26.0190	LmjF.26.0190:mRNA	L. major strain Friedlin	LmjF.26: 50,385 - 51,230 (-)	Scaffold protein Nfu/NifU N terminal/NifU-like domain containing protein, putative	
LmjF.26.0200	LmjF.26.0200:mRNA	L. major strain Friedlin	LmjF.26: 53,139 - 54,359 (-)	eukaryotic peptide chain release factor subunit 1, putative	
LmjF.26.0210	LmjF.26.0210:mRNA	L. major strain Friedlin	LmjF.26: 55,441 - 56,562 (-)	Silent information regulator 2 related protein 1	
LmjF.26.0220	LmjF.26.0220:mRNA	L. major strain Friedlin	LmjF.26: 57,202 - 58,146 (-)	Uncharacterised conserved protein (DUF2305), putative	
LmjF.26.0230	LmjF.26.0230:mRNA	L. major strain Friedlin	LmjF.26: 59,667 - 60,797 (-)	hypothetical protein, unknown function	
LmjF.26.0240	LmjF.26.0240:mRNA	L. major strain Friedlin	LmjF.26: 61,861 - 62,484 (-)	Eukaryotic translation initiation factor 4E type 6, putative	
LmjF.26.0250	LmjF.26.0250:mRNA	L. major strain Friedlin	LmjF.26: 63,198 - 66,578 (-)	hypothetical protein, conserved	
LmjF.26.0260	LmjF.26.0260:mRNA	L. major strain Friedlin	LmjF.26: 67,088 - 68,917 (-)	hypothetical protein, conserved	
LmjF.26.0270	LmjF.26.0270:mRNA	L. major strain Friedlin	LmjF.26: 70,024 - 71,517 (-)	ras-like small GTPases, putative	
LmjF.26.0280	LmjF.26.0280:mRNA	L. major strain Friedlin	LmjF.26: 72,619 - 73,227 (-)	hypothetical protein, conserved	
LmjF.26.0290	LmjF.26.0290:mRNA	L. major strain Friedlin	LmjF.26: 74,485 - 75,300 (-)	nucleotide hydrolase, putative	
