[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.34.0020	LmxM.34.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 2 - 792 (-)	pyruvate kinase	
LmxM.34.0030	LmxM.34.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 2,601 - 4,099 (-)	pyruvate kinase, putative	
LmxM.34.0040	LmxM.34.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 4,748 - 6,922 (-)	phosphatidylinositol-specific phospholipase-like protein	
LmxM.34.0050	LmxM.34.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 8,192 - 9,292 (-)	2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative	
LmxM.34.0060	LmxM.34.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 11,768 - 13,780 (-)	hypothetical protein, conserved	
LmxM.34.0070	LmxM.34.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 14,723 - 15,601 (-)	prohibitin, putative	
LmxM.34.0080	LmxM.34.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 16,628 - 18,367 (-)	transporter, putative	
LmxM.34.0090	LmxM.34.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 19,298 - 20,146 (-)	hypothetical protein, conserved	
LmxM.34.0100	LmxM.34.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 21,284 - 21,892 (-)	hypothetical protein, conserved	
LmxM.34.0110	LmxM.34.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 22,783 - 23,337 (-)	coatomer subunit zeta, putative	
LmxM.34.0120	LmxM.34.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 24,101 - 25,447 (-)	hypothetical protein, conserved	
LmxM.34.0130	LmxM.34.0130.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 26,146 - 26,706 (-)	ADP-ribosylation factor, putative	
LmxM.34.0140	LmxM.34.0140.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 27,575 - 27,934 (-)	hypothetical protein, conserved	
LmxM.34.0150	LmxM.34.0150.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 28,608 - 29,480 (-)	hypothetical protein, conserved	
LmxM.34.0160	LmxM.34.0160.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 30,308 - 31,144 (-)	hypothetical protein, conserved	
LmxM.34.0170	LmxM.34.0170.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 31,757 - 32,755 (-)	hypothetical protein, conserved	
LmxM.34.0180	LmxM.34.0180.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 33,525 - 36,113 (-)	hypothetical protein, conserved	
LmxM.34.0190	LmxM.34.0190.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 38,539 - 39,261 (+)	hypothetical protein, conserved	
LmxM.34.0200	LmxM.34.0200.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 40,926 - 47,297 (+)	hypothetical protein, conserved	
LmxM.34.0210	LmxM.34.0210.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 48,247 - 48,468 (+)	hypothetical protein, conserved	
LmxM.34.0220	LmxM.34.0220.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 49,443 - 50,234 (+)	hypothetical protein, conserved	
LmxM.34.0230	LmxM.34.0230.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 51,224 - 52,330 (+)	hypothetical protein, conserved	
LmxM.34.0240	LmxM.34.0240.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 55,238 - 55,552 (+)	60S ribosomal protein L30	
LmxM.34.0250	LmxM.34.0250.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 56,408 - 58,558 (+)	hypothetical protein, conserved	
LmxM.34.0260	LmxM.34.0260.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 58,988 - 60,868 (+)	GTP-ase activating protein, putative	
LmxM.34.0270	LmxM.34.0270.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 61,719 - 61,952 (+)	hypothetical protein, conserved	
LmxM.34.0280	LmxM.34.0280.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 64,643 - 64,831 (+)	hypothetical protein, unknown function	
LmxM.34.0290	LmxM.34.0290.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 66,098 - 71,001 (+)	hypothetical protein, conserved	
LmxM.34.0300	LmxM.34.0300.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 71,824 - 72,822 (+)	hypothetical protein, conserved	
LmxM.34.0310	LmxM.34.0310.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 73,993 - 75,276 (+)	hypothetical protein, conserved	
LmxM.34.0320	LmxM.34.0320.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 76,691 - 78,271 (+)	serine palmitoyltransferase, putative	
LmxM.34.0330	LmxM.34.0330.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 81,677 - 82,693 (+)	short chain dehydrogenase, putative	
LmxM.34.0340	LmxM.34.0340.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 83,444 - 84,937 (+)	hypothetical protein, conserved	
LmxM.34.0350	LmxM.34.0350.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 85,701 - 87,812 (+)	hypothetical protein, conserved	
LmxM.34.0360	LmxM.34.0360.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 88,873 - 89,766 (+)	enoyl-CoA hydratase/isomerase family protein, conserved	
LmxM.34.0370	LmxM.34.0370.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 90,445 - 91,662 (+)	ATP-dependent DEAD-box RNA helicase, putative	
LmxM.34.0380	LmxM.34.0380.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 96,709 - 98,535 (+)	hypothetical protein, conserved	
LmxM.34.0390	LmxM.34.0390.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 107,998 - 109,641 (+)	hypothetical protein, conserved	
LmxM.34.0400	LmxM.34.0400.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 110,431 - 111,225 (+)	40S ribosomal protein S3A, putative	
LmxM.34.0430	LmxM.34.0430.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 111,659 - 113,797 (+)	hypothetical protein, conserved	
LmxM.34.0440	LmxM.34.0440.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 115,611 - 117,527 (+)	hypothetical protein, unknown function	
LmxM.34.0450	LmxM.34.0450.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 118,636 - 120,447 (+)	hypothetical protein, unknown function	
LmxM.34.0460	LmxM.34.0460.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 121,582 - 124,335 (+)	Generative cell specific 1 protein, putative	
LmxM.34.0470	LmxM.34.0470.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 129,002 - 129,842 (+)	hypothetical protein, conserved	
LmxM.34.0480	LmxM.34.0480.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 129,969 - 130,547 (+)	hypothetical protein, conserved	
LmxM.34.0490	LmxM.34.0490.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 134,203 - 139,215 (+)	hypothetical protein, conserved	
LmxM.34.0500	LmxM.34.0500.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 144,849 - 148,497 (+)	proteophosphoglycan ppg3, putative	
LmxM.34.0550	LmxM.34.0550.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 184,783 - 189,501 (+)	proteophosphoglycan ppg1	
LmxM.34.0560	LmxM.34.0560.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 194,448 - 197,708 (+)	phosphatidylinositol-4-phosphate 5-kinase-like, putative	
LmxM.34.0570	LmxM.34.0570.1	L. mexicana MHOM/GT/2001/U1103	LmxM.34: 198,692 - 205,018 (+)	hypothetical protein, conserved	
