[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.09.0003	LmxM.09.0003.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 2,190 - 2,624 (+)	hypothetical protein, conserved	
LmxM.09.0005	LmxM.09.0005.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 3,236 - 4,357 (+)	hypothetical protein, conserved	
LmxM.09.0010	LmxM.09.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 5,019 - 5,342 (+)	hypothetical protein, conserved	
LmxM.09.0020	LmxM.09.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 6,536 - 8,395 (+)	hypothetical protein, conserved	
LmxM.09.0030	LmxM.09.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 8,843 - 9,805 (+)	hypothetical protein, conserved	
LmxM.09.0040	LmxM.09.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 10,515 - 11,264 (+)	N-acetylglucosaminyl-phosphatidylinositol deacetylase	
LmxM.09.0050	LmxM.09.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 12,977 - 13,753 (+)	endonuclease III, putative	
LmxM.09.0060	LmxM.09.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 14,382 - 14,777 (+)	RNA-binding protein 5, putative	
LmxM.09.0070	LmxM.09.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 16,847 - 20,548 (+)	RNA helicase, putative	
LmxM.09.0080	LmxM.09.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 21,954 - 22,691 (+)	RNA-binding protein 5-like protein	
LmxM.09.0090	LmxM.09.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 33,592 - 34,491 (+)	RNA-binding protein 5-like protein	
LmxM.09.0100	LmxM.09.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 46,568 - 48,316 (+)	flagellar pocket cytoskeletal protein bilbo1	
LmxM.09.0105	LmxM.09.0105.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 50,648 - 51,313 (+)	hypothetical protein, conserved	
LmxM.09.0110	LmxM.09.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 52,376 - 54,514 (+)	hypothetical protein, conserved	
LmxM.09.0120	LmxM.09.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 55,460 - 58,705 (+)	kinesin, putative	
LmxM.09.0140	LmxM.09.0140.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 60,776 - 62,350 (+)	hypothetical protein, conserved	
LmxM.09.0150	LmxM.09.0150.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 63,219 - 63,593 (+)	ATG8/AUT7/APG8/PAZ2, putative	
LmxM.09.0180	LmxM.09.0180.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 64,832 - 65,863 (+)	hypothetical protein	
LmxM.09.0190	LmxM.09.0190.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 68,310 - 68,690 (+)	hypothetical protein, conserved	
LmxM.09.0200	LmxM.09.0200.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 69,655 - 71,136 (+)	hypothetical protein, conserved	
LmxM.09.0210	LmxM.09.0210.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 71,676 - 72,593 (+)	hypothetical protein, conserved	
LmxM.09.0220	LmxM.09.0220.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 74,828 - 77,269 (+)	hypothetical protein, conserved	
LmxM.09.0230	LmxM.09.0230.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 78,474 - 79,985 (+)	ATP-dependent protease ATPase subunit HslU2	
LmxM.09.0240	LmxM.09.0240.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 81,559 - 84,408 (+)	cysteine peptidase, Clan CA, family C19, putative	
LmxM.09.0250	LmxM.09.0250.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 85,455 - 88,142 (+)	DNA replication licensing factor MCM4	
LmxM.09.0260	LmxM.09.0260.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 88,479 - 89,297 (+)	hypothetical protein, conserved	
LmxM.09.0270	LmxM.09.0270.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 91,353 - 93,218 (+)	integral membrane transport protein, putative	
LmxM.09.0280	LmxM.09.0280.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 95,795 - 98,137 (+)	hypothetical protein, conserved	
LmxM.09.0290	LmxM.09.0290.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 99,217 - 103,014 (+)	kinesin, putative	
LmxM.09.0300	LmxM.09.0300.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 103,869 - 104,594 (+)	hypothetical protein, conserved	
LmxM.09.0310	LmxM.09.0310.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 105,430 - 108,078 (+)	cdc2-related kinase 12	
LmxM.09.0320	LmxM.09.0320.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 109,413 - 112,166 (+)	hypothetical protein, conserved	
LmxM.09.0330	LmxM.09.0330.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 114,368 - 116,923 (+)	hypothetical protein, conserved	
LmxM.09.0340	LmxM.09.0340.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 118,363 - 121,491 (+)	hypothetical protein, conserved	
LmxM.09.0345	LmxM.09.0345.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 122,700 - 123,434 (+)	hypothetical protein, conserved	
LmxM.09.0350	LmxM.09.0350.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 124,256 - 126,862 (+)	hypothetical protein, conserved	
LmxM.09.0360	LmxM.09.0360.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 127,955 - 130,756 (+)	DNA photolyase, putative	
LmxM.09.0365	LmxM.09.0365.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 131,407 - 132,039 (+)	hypothetical protein, conserved	
LmxM.09.0367	LmxM.09.0367.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 133,084 - 133,347 (+)	hypothetical protein	
LmxM.09.0370	LmxM.09.0370.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 134,551 - 135,078 (+)	hypothetical protein, conserved	
LmxM.09.0380	LmxM.09.0380.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 136,072 - 137,154 (+)	hypothetical protein, conserved	
LmxM.09.0390	LmxM.09.0390.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 139,008 - 144,848 (+)	hypothetical protein, conserved	
LmxM.09.0400	LmxM.09.0400.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 146,140 - 147,408 (+)	kinetoplastid kinetochore protein 10, putative	
LmxM.09.0420	LmxM.09.0420.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 149,382 - 152,354 (+)	tyrosine phosphatase, putative	
LmxM.09.0430	LmxM.09.0430.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 154,031 - 155,464 (+)	hypothetical protein, conserved	
LmxM.09.0440	LmxM.09.0440.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 157,177 - 158,844 (+)	Bardet-Biedl syndrome 8 protein	
LmxM.09.0450	LmxM.09.0450.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 160,036 - 162,840 (+)	hypothetical protein, conserved	
LmxM.09.0460	LmxM.09.0460.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 164,301 - 173,051 (+)	hypothetical protein, conserved	
LmxM.09.0470	LmxM.09.0470.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 173,985 - 175,943 (+)	serine/threonine protein phosphatase, putative	
LmxM.09.0480	LmxM.09.0480.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 178,313 - 180,493 (+)	hypothetical protein, conserved	
LmxM.09.0490	LmxM.09.0490.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 181,349 - 182,584 (+)	hypothetical protein, conserved	
LmxM.09.0500	LmxM.09.0500.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 184,050 - 188,576 (+)	hypothetical protein, conserved	
LmxM.09.0510	LmxM.09.0510.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 189,432 - 190,610 (+)	hypothetical protein, conserved	
LmxM.09.0520	LmxM.09.0520.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 191,429 - 193,741 (+)	Flagellum attachment zone protein 3	
LmxM.09.0530	LmxM.09.0530.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 197,514 - 200,471 (+)	leucine-rich repeat protein, putative	
LmxM.09.0540	LmxM.09.0540.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 202,681 - 205,980 (+)	hypothetical protein, unknown function	
LmxM.09.0550	LmxM.09.0550.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 207,910 - 209,694 (+)	hypothetical protein, conserved	
LmxM.09.0560	LmxM.09.0560.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 210,727 - 211,515 (+)	hypothetical protein, unknown function	
LmxM.09.0570	LmxM.09.0570.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 212,420 - 213,904 (+)	hypothetical protein, conserved	
LmxM.09.0580	LmxM.09.0580.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 216,930 - 217,787 (+)	surface antigen-like protein	
LmxM.09.0590	LmxM.09.0590.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 219,656 - 222,610 (+)	ATP-dependent DNA helicase, putative	
LmxM.09.0600	LmxM.09.0600.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 223,238 - 224,245 (+)	cyclin 1	
LmxM.09.0610	LmxM.09.0610.1	L. mexicana MHOM/GT/2001/U1103	LmxM.09: 225,319 - 227,832 (+)	hypothetical protein, conserved	
