[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.06.0010	LmxM.06.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 4,008 - 4,310 (-)	histone H4	
LmxM.06.0020	LmxM.06.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 6,423 - 8,030 (-)	hypothetical protein, conserved	
LmxM.06.0030	LmxM.06.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 13,674 - 15,695 (-)	hypothetical protein, conserved	
LmxM.06.0040	LmxM.06.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 16,560 - 17,435 (-)	hypothetical protein, conserved	
LmxM.06.0050	LmxM.06.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 23,001 - 24,413 (-)	hypothetical protein, conserved	
LmxM.06.0060	LmxM.06.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 27,997 - 28,962 (-)	hypothetical protein, conserved	
LmxM.06.0070	LmxM.06.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 30,588 - 31,967 (-)	hypothetical protein, conserved	
LmxM.06.0080	LmxM.06.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 35,714 - 37,687 (-)	ATP-binding cassette protein subfamily G, member 1, putative	
LmxM.06.0090	LmxM.06.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 41,063 - 43,054 (-)	ATP-binding cassette protein subfamily G, member 2	
LmxM.06.0100	LmxM.06.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 44,000 - 44,746 (-)	ATP-binding cassette protein subfamily G, member 3, putative	
LmxM.06.0110	LmxM.06.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 46,394 - 48,202 (-)	hypothetical protein, conserved	
LmxM.06.0120	LmxM.06.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 49,548 - 50,111 (-)	cyclophilin	
LmxM.06.0130	LmxM.06.0130.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 51,057 - 51,617 (-)	hypothetical protein, conserved	
LmxM.06.0140	LmxM.06.0140.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 53,128 - 53,871 (-)	proteasome beta 6 subunit, putative	
LmxM.06.0150	LmxM.06.0150.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 54,624 - 54,953 (-)	hypothetical protein, conserved	
LmxM.06.0160	LmxM.06.0160.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 55,549 - 56,913 (-)	hypothetical protein, conserved	
LmxM.06.0170	LmxM.06.0170.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 58,226 - 58,651 (-)	hypothetical protein, conserved	
LmxM.06.0180	LmxM.06.0180.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 59,183 - 61,171 (-)	kinesin-like protein	
LmxM.06.0190	LmxM.06.0190.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 62,727 - 64,490 (-)	hypothetical protein, conserved	
LmxM.06.0200	LmxM.06.0200.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 66,358 - 67,833 (-)	hypothetical protein, conserved	
LmxM.06.0210	LmxM.06.0210.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 70,347 - 72,374 (-)	hypothetical protein, conserved	
LmxM.06.0220	LmxM.06.0220.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 73,195 - 74,055 (-)	hypothetical protein, conserved	
LmxM.06.0230	LmxM.06.0230.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 74,708 - 75,682 (-)	hypothetical protein, conserved	
LmxM.06.0240	LmxM.06.0240.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 76,416 - 78,821 (-)	Present in the outer mitochondrial membrane proteome 34	
LmxM.06.0250	LmxM.06.0250.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 80,490 - 81,326 (-)	hypothetical protein, conserved	
LmxM.06.0260	LmxM.06.0260.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 82,866 - 87,449 (-)	5'-3' exoribonuclease A, putative	
LmxM.06.0270	LmxM.06.0270.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 89,835 - 90,773 (-)	hypothetical protein, conserved	
LmxM.06.0280	LmxM.06.0280.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 91,451 - 94,006 (-)	hypothetical protein, conserved	
LmxM.06.0290	LmxM.06.0290.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 96,184 - 96,936 (-)	ribonuclease H1, putative	
LmxM.06.0300	LmxM.06.0300.1	L. mexicana MHOM/GT/2001/U1103	LmxM.06: 99,179 - 99,688 (-)	MYND finger domain-like protein	
