[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.32.0010	LmxM.32.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 2,043 - 4,511 (-)	hypothetical protein, conserved	
LmxM.32.0020	LmxM.32.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 5,046 - 5,375 (-)	hypothetical protein, conserved	
LmxM.32.0030	LmxM.32.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 5,968 - 7,638 (-)	PrimPol-like protein 1, putative	
LmxM.32.0040	LmxM.32.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 8,407 - 9,969 (-)	hypothetical protein, conserved	
LmxM.32.0050	LmxM.32.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 10,682 - 11,380 (-)	hypothetical protein, conserved	
LmxM.32.0060	LmxM.32.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 11,955 - 13,265 (-)	hypothetical protein, conserved	
LmxM.32.0070	LmxM.32.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 13,936 - 16,023 (-)	hypothetical protein, conserved	
LmxM.32.0080	LmxM.32.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 16,814 - 17,356 (-)	hypothetical protein, conserved	
LmxM.32.0090	LmxM.32.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 17,902 - 19,749 (-)	hypothetical protein, conserved	
LmxM.32.0100	LmxM.32.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 20,963 - 21,955 (-)	hypothetical protein, conserved	
LmxM.32.0110	LmxM.32.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 24,602 - 25,660 (-)	hypothetical protein, conserved	
LmxM.32.0115	LmxM.32.0115.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 26,311 - 27,222 (-)	hypothetical protein	
LmxM.32.0120	LmxM.32.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 27,958 - 29,058 (-)	hypothetical protein, conserved	
LmxM.32.0130	LmxM.32.0130.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 29,646 - 30,671 (-)	trans-splicing factor, putative	
LmxM.32.0140	LmxM.32.0140.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 31,493 - 32,719 (-)	hypothetical protein, unknown function	
LmxM.32.0150	LmxM.32.0150.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 33,333 - 34,172 (-)	hypothetical protein, conserved	
LmxM.32.0160	LmxM.32.0160.1	L. mexicana MHOM/GT/2001/U1103	LmxM.32: 35,781 - 36,797 (-)	hypothetical protein, unknown function	
