[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.17.0010	LmxM.17.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 4,067 - 6,391 (-)	eukaryotic translation initiation factor 3 subunit a	
LmxM.17.0020	LmxM.17.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 8,648 - 9,313 (-)	hypothetical protein, conserved	
LmxM.17.0025	LmxM.17.0025.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 10,089 - 10,766 (-)	hypothetical protein, conserved	
LmxM.17.0030	LmxM.17.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 12,433 - 12,999 (-)	hypothetical protein, conserved	
LmxM.17.0040	LmxM.17.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 13,910 - 14,698 (-)	hypothetical protein, conserved	
LmxM.17.0050	LmxM.17.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 15,476 - 16,174 (-)	hypothetical protein, conserved	
LmxM.17.0060	LmxM.17.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 17,757 - 19,418 (-)	mitogen-activated protein kinase kinase 3, putative	
LmxM.17.0070	LmxM.17.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 20,528 - 21,091 (-)	ADP-ribosylation factor, putative	
LmxM.17.0080	LmxM.17.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 22,992 - 24,341 (-)	elongation factor 1-alpha	
LmxM.17.0081	LmxM.17.0081.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 26,494 - 27,843 (-)	elongation factor 1-alpha	
LmxM.17.0082	LmxM.17.0082.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 29,532 - 30,881 (-)	elongation factor 1-alpha	
LmxM.17.0083	LmxM.17.0083.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 31,418 - 32,042 (-)	elongation factor 1-alpha	
LmxM.17.0084	LmxM.17.0084.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 32,906 - 33,556 (-)	elongation factor 1-alpha	
LmxM.17.0085	LmxM.17.0085.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 33,658 - 34,891 (-)	elongation factor 1-alpha	
LmxM.17.0086	LmxM.17.0086.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 36,094 - 36,497 (-)	elongation factor 1-alpha	
LmxM.17.0100	LmxM.17.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 87,689 - 89,695 (-)	hypothetical protein, conserved	
LmxM.17.0110	LmxM.17.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 90,519 - 92,099 (-)	hypothetical protein, conserved	
LmxM.17.0120	LmxM.17.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 93,970 - 94,923 (-)	hypothetical protein, conserved	
LmxM.17.0130	LmxM.17.0130.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 96,506 - 99,109 (-)	hypothetical protein, unknown function	
LmxM.17.0140	LmxM.17.0140.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 101,037 - 102,308 (-)	peptidase t, putative	
LmxM.17.0150	LmxM.17.0150.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 103,723 - 104,895 (-)	hypothetical protein, conserved	
LmxM.17.0160	LmxM.17.0160.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 107,292 - 110,594 (-)	hypothetical protein, conserved	
LmxM.17.0170	LmxM.17.0170.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 113,703 - 115,799 (-)	hypothetical protein, conserved	
LmxM.17.0190	LmxM.17.0190.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 59,612 - 63,847 (-)	receptor-type adenylate cyclase, putative	
LmxM.17.0191	LmxM.17.0191.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 68,270 - 72,448 (-)	receptor-type adenylate cyclase a	
LmxM.17.0200	LmxM.17.0200.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 40,601 - 44,719 (-)	receptor-type adenylate cyclase a	
LmxM.17.0235	LmxM.17.0235.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 73,331 - 77,533 (-)	receptor-type adenylate cyclase b	
LmxM.17.0236	LmxM.17.0236.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 78,606 - 79,234 (-)	receptor-type adenylate cyclase b	
LmxM.17.0237	LmxM.17.0237.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 80,920 - 84,912 (-)	receptor-type adenylate cyclase b	
LmxM.17.0240	LmxM.17.0240.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 118,094 - 121,600 (-)	hypothetical protein, conserved	
LmxM.17.0250	LmxM.17.0250.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 125,669 - 126,748 (-)	cystathionine beta-synthase	
LmxM.17.0260	LmxM.17.0260.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 128,873 - 131,224 (-)	hypothetical protein, conserved	
LmxM.17.0270	LmxM.17.0270.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 132,098 - 132,907 (-)	NADH-ubiquinone oxidoreductase, mitochondrial, putative	
LmxM.17.0280	LmxM.17.0280.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 135,265 - 135,798 (-)	histone H2A variant Z	
LmxM.17.0290	LmxM.17.0290.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 136,871 - 139,021 (-)	hypothetical protein, conserved	
LmxM.17.0300	LmxM.17.0300.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 139,937 - 140,545 (-)	hypothetical protein, conserved	
LmxM.17.0310	LmxM.17.0310.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 142,045 - 146,199 (-)	hypothetical protein, conserved	
LmxM.17.0320	LmxM.17.0320.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 147,812 - 148,711 (-)	hypothetical protein, conserved	
LmxM.17.0330	LmxM.17.0330.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 149,313 - 154,514 (-)	hypothetical protein, conserved	
LmxM.17.0340	LmxM.17.0340.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 155,332 - 155,766 (-)	hypothetical protein, conserved	
LmxM.17.0350	LmxM.17.0350.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 157,814 - 159,796 (-)	hypothetical protein, conserved	
LmxM.17.0360	LmxM.17.0360.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 160,307 - 160,855 (-)	cytidine deaminase-like protein	
LmxM.17.0370	LmxM.17.0370.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 162,435 - 164,807 (-)	hypothetical protein, unknown function	
LmxM.17.0380	LmxM.17.0380.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 165,927 - 166,751 (-)	Qa-SNARE protein, putative	
LmxM.17.0390	LmxM.17.0390.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 170,489 - 174,073 (-)	protein kinase, putative	
LmxM.17.0400	LmxM.17.0400.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 177,980 - 181,147 (-)	hypothetical protein, unknown function	
LmxM.17.0410	LmxM.17.0410.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 186,928 - 190,134 (-)	hypothetical protein, conserved	
LmxM.17.0420	LmxM.17.0420.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 191,280 - 192,950 (-)	hypothetical protein, conserved	
LmxM.17.0430	LmxM.17.0430.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 194,768 - 198,694 (-)	hypothetical protein, conserved	
LmxM.17.0440	LmxM.17.0440.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 200,609 - 206,551 (-)	hypothetical protein, conserved	
LmxM.17.0450	LmxM.17.0450.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 209,194 - 213,963 (-)	hypothetical protein, conserved	
LmxM.17.0460	LmxM.17.0460.1	L. mexicana MHOM/GT/2001/U1103	LmxM.17: 215,466 - 216,443 (-)	hypothetical protein, conserved	
