[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.14.0010	LmxM.14.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 2,321 - 3,244 (+)	exosome complex exonuclease, putative	
LmxM.14.0020	LmxM.14.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 4,018 - 6,846 (+)	phosphatidylinositol 3-kinase, putative	
LmxM.14.0030	LmxM.14.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 7,363 - 8,175 (+)	hypothetical protein, conserved	
LmxM.14.0040	LmxM.14.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 9,055 - 12,123 (+)	J Biosynthesis Protein 2	
LmxM.14.0050	LmxM.14.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 13,386 - 15,587 (+)	hypothetical protein, conserved	
LmxM.14.0060	LmxM.14.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 16,135 - 16,710 (+)	hypothetical protein, conserved	
LmxM.14.0070	LmxM.14.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 17,388 - 18,227 (+)	hypothetical protein, unknown function	
LmxM.14.0080	LmxM.14.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 19,252 - 20,088 (+)	hypothetical protein, conserved	
LmxM.14.0090	LmxM.14.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 20,666 - 21,823 (+)	hypothetical protein, conserved	
LmxM.14.0100	LmxM.14.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 23,010 - 26,099 (+)	hypothetical protein, conserved	
LmxM.14.0110	LmxM.14.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 27,061 - 28,632 (+)	hypothetical protein, conserved	
LmxM.14.0120	LmxM.14.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.14: 29,429 - 30,484 (+)	hypothetical protein, conserved	
