[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.15.0010	LmxM.15.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 1,417 - 1,719 (-)	histone H4	
LmxM.15.0020	LmxM.15.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 2,226 - 4,088 (-)	hypothetical protein, conserved	
LmxM.15.0030	LmxM.15.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 4,924 - 6,201 (-)	nucleoside diphosphatase, putative	
LmxM.15.0040	LmxM.15.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 7,053 - 8,051 (-)	hypothetical protein, conserved	
LmxM.15.0050	LmxM.15.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 10,493 - 11,332 (-)	cytochrome-b5 reductase, putative	
LmxM.15.0060	LmxM.15.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 18,064 - 21,111 (-)	Eukaryotic translation initiation factor 4 gamma 1	
LmxM.15.0070	LmxM.15.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 22,329 - 23,735 (-)	hypothetical protein, conserved	
LmxM.15.0080	LmxM.15.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 25,019 - 25,978 (-)	hypothetical protein, conserved	
LmxM.15.0090	LmxM.15.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 27,693 - 28,964 (-)	ATP-dependent protease ATPase subunit HslU1, putative	
LmxM.15.0100	LmxM.15.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 30,537 - 32,231 (-)	hypothetical protein, conserved	
LmxM.15.0110	LmxM.15.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 33,295 - 35,682 (-)	hypothetical protein, conserved	
LmxM.15.0120	LmxM.15.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 36,758 - 37,714 (-)	mitochondrial carrier protein, putative	
LmxM.15.0130	LmxM.15.0130.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 40,165 - 42,114 (-)	ATP-dependent RNA helicase, putative	
LmxM.15.0140	LmxM.15.0140.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 50,587 - 51,234 (-)	hypothetical protein, conserved	
LmxM.15.0150	LmxM.15.0150.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 55,823 - 56,371 (-)	hypothetical protein, unknown function	
LmxM.15.0160	LmxM.15.0160.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 58,343 - 60,841 (-)	hypothetical protein, conserved	
LmxM.15.0170	LmxM.15.0170.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 63,527 - 64,741 (-)	protein phosphatase 2C, putative	
LmxM.15.0180	LmxM.15.0180.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 67,738 - 69,978 (-)	serine/threonine-protein kinase, putative	
LmxM.15.0185	LmxM.15.0185.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 73,434 - 75,188 (-)	hypothetical protein, conserved	
LmxM.15.0190	LmxM.15.0190.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 76,340 - 76,831 (-)	hypothetical protein, conserved	
LmxM.15.0195	LmxM.15.0195.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 78,590 - 79,690 (-)	hypothetical protein, conserved	
LmxM.15.0200	LmxM.15.0200.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 80,359 - 81,027 (-)	60S ribosomal protein L13a, putative	
LmxM.15.0210	LmxM.15.0210.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 83,867 - 85,426 (-)	hypothetical protein, conserved	
LmxM.15.0220	LmxM.15.0220.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 86,033 - 87,157 (-)	protein phosphatase 1 catalitic subunit, putative	
LmxM.15.0223	LmxM.15.0223.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 88,021 - 88,668 (-)	hypothetical protein, conserved	
LmxM.15.0225	LmxM.15.0225.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 89,717 - 90,760 (+)	hypothetical protein, conserved	
LmxM.15.0230	LmxM.15.0230.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 91,345 - 93,105 (+)	lysyl-tRNA synthetase, putative	
LmxM.15.0240	LmxM.15.0240.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 94,204 - 95,421 (+)	nonspecific lipid-transfer protein, putative	
LmxM.15.0250	LmxM.15.0250.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 96,541 - 102,336 (+)	hypothetical protein, conserved	
LmxM.15.0260	LmxM.15.0260.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 103,958 - 105,400 (+)	hypothetical protein, conserved	
LmxM.15.0270	LmxM.15.0270.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 107,155 - 107,928 (+)	replication Factor A 28 kDa subunit, putative	
LmxM.15.0275	LmxM.15.0275.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 109,675 - 110,238 (+)	ribonucleoprotein p18, mitochondrial precursor, putative	
LmxM.15.0281	LmxM.15.0281.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 111,842 - 112,405 (+)	ribonucleoprotein p18, mitochondrial precursor, putative	
LmxM.15.0290	LmxM.15.0290.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 114,318 - 116,726 (+)	hypothetical protein, conserved	
LmxM.15.0300	LmxM.15.0300.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 117,310 - 117,750 (+)	Ecotin-like protein	
LmxM.15.0310	LmxM.15.0310.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 119,497 - 121,467 (+)	hypothetical protein, conserved	
LmxM.15.0320	LmxM.15.0320.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 122,946 - 125,138 (+)	Isoprenylcysteine alpha-carbonyl methylesterase, putative	
LmxM.15.0330	LmxM.15.0330.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 128,157 - 131,126 (+)	hypothetical protein, conserved	
LmxM.15.0340	LmxM.15.0340.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 132,208 - 133,677 (+)	hypothetical protein, conserved	
LmxM.15.0350	LmxM.15.0350.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 134,244 - 136,244 (+)	hypothetical protein, conserved	
LmxM.15.0360	LmxM.15.0360.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 136,784 - 139,927 (+)	hypothetical protein, conserved	
LmxM.15.0370	LmxM.15.0370.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 140,625 - 140,948 (+)	60S acidic ribosomal protein, putative	
LmxM.15.0380	LmxM.15.0380.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 141,726 - 142,049 (+)	60S acidic ribosomal protein, putative	
LmxM.15.0390	LmxM.15.0390.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 142,833 - 144,029 (+)	cytoplasmic l-asparaginase i-like protein	
LmxM.15.0400	LmxM.15.0400.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 144,800 - 146,815 (+)	hypothetical protein, conserved	
LmxM.15.0410	LmxM.15.0410.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 147,521 - 149,602 (+)	hypothetical protein, conserved	
LmxM.15.0420	LmxM.15.0420.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 150,193 - 150,633 (+)	hypothetical protein, conserved	
LmxM.15.0430	LmxM.15.0430.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 152,221 - 153,264 (+)	hypothetical protein, conserved	
LmxM.15.0440	LmxM.15.0440.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 161,167 - 164,728 (+)	tb-292 membrane associated protein-like protein	
LmxM.15.0490	LmxM.15.0490.1	L. mexicana MHOM/GT/2001/U1103	LmxM.15: 174,637 - 176,760 (+)	hypothetical protein, conserved	
