[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.29.0010	LmxM.29.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 3,637 - 4,914 (-)	hypothetical protein, conserved	
LmxM.29.0020	LmxM.29.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 5,649 - 6,386 (-)	cyclophilin, putative	
LmxM.29.0030	LmxM.29.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 7,160 - 7,876 (-)	hypothetical protein, conserved	
LmxM.29.0040	LmxM.29.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 8,903 - 9,328 (-)	hypothetical protein, conserved	
LmxM.29.0050	LmxM.29.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 10,399 - 12,687 (-)	hypothetical protein, conserved	
LmxM.29.0060	LmxM.29.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 13,886 - 14,608 (-)	hypothetical protein, conserved	
LmxM.29.0070	LmxM.29.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 15,638 - 16,195 (-)	hypothetical protein, conserved	
LmxM.29.0080	LmxM.29.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 17,173 - 18,435 (-)	mitotic cyclin, putative	
LmxM.29.0090	LmxM.29.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 23,492 - 24,178 (-)	hypothetical protein, conserved	
LmxM.29.0100	LmxM.29.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 27,974 - 32,671 (-)	hypothetical protein, conserved	
LmxM.29.0110	LmxM.29.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 33,646 - 34,929 (-)	hypothetical protein, conserved	
LmxM.29.0120	LmxM.29.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 37,354 - 39,219 (-)	alkyl dihydroxyacetonephosphate synthase	
LmxM.29.0130	LmxM.29.0130.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 40,041 - 41,651 (-)	lysyl-tRNA synthetase, putative	
LmxM.29.0140	LmxM.29.0140.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 43,323 - 44,363 (-)	hypothetical protein, conserved	
LmxM.29.0150	LmxM.29.0150.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 45,520 - 46,170 (-)	Leucine-rich repeat, ribonuclease inhibitor subtype domain-containing protein	
LmxM.29.0170	LmxM.29.0170.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 47,849 - 49,720 (-)	hypothetical protein, conserved	
LmxM.29.0180	LmxM.29.0180.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 51,890 - 52,789 (-)	2-hydroxy-3-oxopropionate reductase, putative	
LmxM.29.0190	LmxM.29.0190.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 53,904 - 55,243 (-)	polynucleotide kinase 3'-phosphatase, putative	
LmxM.29.0200	LmxM.29.0200.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 55,818 - 57,311 (-)	hypothetical protein, conserved	
LmxM.29.0205	LmxM.29.0205.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 58,275 - 58,634 (-)	hypothetical protein, conserved	
LmxM.29.0210	LmxM.29.0210.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 59,408 - 60,532 (-)	ribosomal RNA adenine dimethylase family protein, putative	
LmxM.29.0220	LmxM.29.0220.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 62,944 - 64,104 (-)	hypothetical protein, conserved	
LmxM.29.0230	LmxM.29.0230.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 66,020 - 67,087 (-)	hypothetical protein, conserved	
LmxM.29.0240	LmxM.29.0240.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 68,016 - 69,767 (-)	hypothetical protein, conserved	
LmxM.29.0250	LmxM.29.0250.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 70,639 - 74,022 (-)	ubiquitin hydrolase, putative	
LmxM.29.0260	LmxM.29.0260.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 75,646 - 77,574 (-)	Zn finger protein, putative	
LmxM.29.0270	LmxM.29.0270.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 79,384 - 80,568 (-)	AUT2/APG4/ATG4 cysteine peptidase, putative	
LmxM.29.0280	LmxM.29.0280.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 81,787 - 82,398 (-)	hypothetical protein, conserved	
LmxM.29.0290	LmxM.29.0290.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 84,778 - 89,343 (-)	hypothetical protein, unknown function	
LmxM.29.0300	LmxM.29.0300.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 91,181 - 91,627 (-)	hypothetical protein, conserved	
LmxM.29.0310	LmxM.29.0310.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 92,826 - 96,803 (-)	hypothetical protein, conserved	
LmxM.29.0320	LmxM.29.0320.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 97,944 - 99,713 (-)	hypothetical protein, conserved	
LmxM.29.0330	LmxM.29.0330.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 100,665 - 103,247 (-)	hypothetical protein, conserved	
LmxM.29.0340	LmxM.29.0340.1	L. mexicana MHOM/GT/2001/U1103	LmxM.29: 104,688 - 107,084 (-)	KU80 protein, putative	
