[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.21.0015	LmxM.21.0015.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 1,927 - 2,250 (-)	histone H4	
LmxM.21.0020	LmxM.21.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 3,293 - 4,333 (+)	hypothetical protein, conserved	
LmxM.21.0023	LmxM.21.0023.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 4,890 - 5,210 (+)	ring-box protein 1, putative	
LmxM.21.0027	LmxM.21.0027.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 5,654 - 6,424 (+)	hypothetical protein, conserved	
LmxM.21.0030	LmxM.21.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 6,878 - 7,573 (+)	hypothetical protein, conserved	
LmxM.21.0040	LmxM.21.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 8,994 - 9,731 (+)	hypothetical protein, conserved	
LmxM.21.0050	LmxM.21.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 11,006 - 11,707 (+)	syntaxin, putative	
LmxM.21.0055	LmxM.21.0055.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 12,307 - 13,788 (+)	hypothetical protein, conserved	
LmxM.21.0060	LmxM.21.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 14,410 - 15,687 (+)	hypothetical protein, conserved	
LmxM.21.0070	LmxM.21.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 16,756 - 17,613 (+)	hypothetical protein, conserved	
LmxM.21.0080	LmxM.21.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 18,503 - 19,876 (+)	hypothetical protein, conserved	
LmxM.21.0090	LmxM.21.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 21,944 - 22,495 (+)	hypothetical protein, conserved	
LmxM.21.0100	LmxM.21.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.21: 23,423 - 23,878 (+)	hypothetical protein, conserved	
