[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.12.0010	LmxM.12.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 3,237 - 4,142 (+)	translation initiation factor EIF-2b alpha subunit, putative	
LmxM.12.0020	LmxM.12.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 4,541 - 5,188 (+)	PITH domain-containing protein	
LmxM.12.0030	LmxM.12.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 5,586 - 6,437 (+)	proteasome beta-1 subunit, putative	
LmxM.12.0040	LmxM.12.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 7,065 - 8,468 (+)	Mitochondrial SSU ribosomal protein 29, putative	
LmxM.12.0045	LmxM.12.0045.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 9,068 - 9,391 (+)	hypothetical protein, conserved	
LmxM.12.0050	LmxM.12.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 9,746 - 11,017 (+)	hypothetical protein, conserved	
LmxM.12.0060	LmxM.12.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 11,825 - 12,403 (+)	ribonuclease mar1	
LmxM.12.0070	LmxM.12.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 13,137 - 14,999 (+)	hypothetical protein, conserved	
LmxM.12.0075	LmxM.12.0075.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 15,744 - 16,016 (+)	hypothetical protein, conserved	
LmxM.12.0080	LmxM.12.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 16,463 - 17,080 (+)	kinetoplastid kinetochore protein 6, putative	
LmxM.12.0090	LmxM.12.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 17,511 - 19,124 (+)	hypothetical protein, conserved	
LmxM.12.0100	LmxM.12.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 24,433 - 25,260 (+)	hypothetical protein, conserved	
LmxM.12.0110	LmxM.12.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 27,282 - 29,723 (+)	hypothetical protein, conserved	
LmxM.12.0120	LmxM.12.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 31,115 - 35,005 (+)	hypothetical protein, conserved	
LmxM.12.0130	LmxM.12.0130.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 37,734 - 39,485 (+)	Cell division protein kinase, putative	
LmxM.12.0140	LmxM.12.0140.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 42,382 - 43,731 (+)	hypothetical protein, conserved	
LmxM.12.0150	LmxM.12.0150.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 46,049 - 49,234 (+)	leucine-rich repeat protein, putative	
LmxM.12.0160	LmxM.12.0160.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 50,120 - 52,513 (+)	dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1,2-mannosyltransferase, putative	
LmxM.12.0170	LmxM.12.0170.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 54,204 - 55,379 (+)	hypothetical protein, conserved	
LmxM.12.0180	LmxM.12.0180.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 56,165 - 58,894 (+)	hypothetical protein, conserved	
LmxM.12.0190	LmxM.12.0190.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 59,911 - 64,815 (+)	ubiquitin hydrolase, putative	
LmxM.12.0200	LmxM.12.0200.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 67,481 - 70,675 (+)	hypothetical protein, unknown function	
LmxM.12.0210	LmxM.12.0210.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 72,137 - 73,372 (+)	proteasome regulatory ATPase subunittcc1l8.3, putative	
LmxM.12.0220	LmxM.12.0220.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 74,200 - 75,087 (+)	hydroxyacylglutathione hydrolase, putative	
LmxM.12.0230	LmxM.12.0230.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 76,818 - 80,981 (+)	hypothetical protein, conserved	
LmxM.12.0240	LmxM.12.0240.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 81,451 - 83,553 (+)	hypothetical protein, unknown function	
LmxM.12.0250	LmxM.12.0250.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 86,117 - 88,471 (+)	cysteinyl-tRNA synthetase, putative	
LmxM.12.0260	LmxM.12.0260.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 91,144 - 98,946 (+)	hypothetical protein, conserved	
LmxM.12.0270	LmxM.12.0270.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 99,663 - 101,303 (+)	hypothetical protein, conserved	
LmxM.12.0280	LmxM.12.0280.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 102,100 - 104,253 (+)	ornithine decarboxylase, putative	
LmxM.12.0290	LmxM.12.0290.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 109,398 - 114,032 (+)	hypothetical protein, unknown function	
LmxM.12.0300	LmxM.12.0300.1	L. mexicana MHOM/GT/2001/U1103	LmxM.12: 114,451 - 120,111 (+)	hypothetical protein, conserved	
