[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.27.0010	LmxM.27.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 2,651 - 3,775 (-)	hypothetical protein, conserved	
LmxM.27.0020	LmxM.27.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 4,855 - 7,944 (-)	hypothetical protein, conserved	
LmxM.27.0030	LmxM.27.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 8,812 - 9,819 (-)	hypothetical protein, conserved	
LmxM.27.0040	LmxM.27.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 10,515 - 11,798 (-)	CAAX prenyl protease 1, putative	
LmxM.27.0050	LmxM.27.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 12,457 - 14,823 (-)	DEAD-box helicase-like protein	
LmxM.27.0060	LmxM.27.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 16,013 - 16,456 (-)	hypothetical protein, conserved	
LmxM.27.0070	LmxM.27.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 16,671 - 17,612 (-)	hypothetical protein, conserved	
LmxM.27.0080	LmxM.27.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 18,075 - 18,998 (-)	hypothetical protein, conserved	
LmxM.27.0090	LmxM.27.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 20,077 - 21,855 (-)	cytochrome p450-like protein	
LmxM.27.0100	LmxM.27.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 23,591 - 25,573 (-)	protein kinase, putative	
LmxM.27.0110	LmxM.27.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 26,446 - 26,703 (-)	hypothetical protein, conserved	
LmxM.27.0120	LmxM.27.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 28,292 - 30,178 (-)	hypothetical protein, conserved	
LmxM.27.0130	LmxM.27.0130.1	L. mexicana MHOM/GT/2001/U1103	LmxM.27: 31,864 - 32,211 (-)	hypothetical protein, conserved	
