[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
LmxM.05.0010	LmxM.05.0010.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 6,100 - 8,847 (+)	hypothetical protein, conserved	
LmxM.05.0020	LmxM.05.0020.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 9,306 - 9,725 (+)	hypothetical protein, conserved	
LmxM.05.0030	LmxM.05.0030.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 10,247 - 10,834 (+)	small GTP-binding protein, putative	
LmxM.05.0040	LmxM.05.0040.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 11,934 - 13,679 (+)	paraflagellar rod component par4, putative	
LmxM.05.0050	LmxM.05.0050.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 14,863 - 17,388 (+)	hypothetical protein, conserved	
LmxM.05.0060	LmxM.05.0060.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 18,567 - 21,068 (+)	major vault protein, putative	
LmxM.05.0070	LmxM.05.0070.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 23,155 - 23,430 (+)	dynein light chain, putative	
LmxM.05.0080	LmxM.05.0080.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 24,379 - 24,984 (+)	hypothetical protein, conserved	
LmxM.05.0090	LmxM.05.0090.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 26,347 - 26,886 (+)	Nudix hydrolase 2, putative	
LmxM.05.0100	LmxM.05.0100.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 28,707 - 30,620 (+)	phosphoprotein phosphatase, putative	
LmxM.05.0110	LmxM.05.0110.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 33,760 - 34,131 (+)	hypothetical protein, conserved	
LmxM.05.0120	LmxM.05.0120.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 35,150 - 36,166 (+)	hypothetical protein, conserved	
LmxM.05.0130	LmxM.05.0130.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 37,778 - 39,076 (+)	protein kinase, putative	
LmxM.05.0140	LmxM.05.0140.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 41,666 - 43,720 (+)	nucleolar RNA helicase II, putative	
LmxM.05.0150	LmxM.05.0150.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 45,032 - 46,360 (+)	hypothetical protein, conserved	
LmxM.05.0160	LmxM.05.0160.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 47,392 - 48,927 (+)	hypothetical protein, unknown function	
LmxM.05.0170	LmxM.05.0170.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 49,532 - 51,820 (+)	basal body component, putative	
LmxM.05.0180	LmxM.05.0180.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 53,244 - 54,677 (+)	dihydrolipoamide branched chain transacylase, putative	
LmxM.05.0190	LmxM.05.0190.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 56,256 - 57,371 (+)	hypothetical protein, conserved	
LmxM.05.0200	LmxM.05.0200.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 58,235 - 60,598 (+)	hypothetical protein, conserved	
LmxM.05.0210	LmxM.05.0210.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 61,769 - 66,193 (+)	hypothetical protein, conserved	
LmxM.05.0220	LmxM.05.0220.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 67,838 - 69,721 (+)	dual specificity phosphatase-like protein	
LmxM.05.0230	LmxM.05.0230.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 74,205 - 76,100 (+)	hydrogenase, putative	
LmxM.05.0240	LmxM.05.0240.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 77,820 - 81,203 (+)	viscerotropic leishmaniasis antigen, putative	
LmxM.05.0241	LmxM.05.0241.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 82,520 - 86,755 (+)	viscerotropic leishmaniasis antigen, putative	
LmxM.05.0250	LmxM.05.0250.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 88,436 - 88,729 (+)	hypothetical protein, conserved	
LmxM.05.0260	LmxM.05.0260.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 89,410 - 90,582 (+)	hypothetical protein, conserved	
LmxM.05.0270	LmxM.05.0270.1	L. mexicana MHOM/GT/2001/U1103	LmxM.05: 91,589 - 92,542 (+)	hypothetical protein, conserved	
