[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.398751.10	TcCLB.398751.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 108,060 - 108,548 (-)	hypothetical protein, conserved	
TcCLB.401661.10	TcCLB.401661.10.1	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,174,114 - 1,175,710 (+)	trans-sialidase (pseudogene), putative	
TcCLB.410589.10	TcCLB.410589.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 528,711 - 529,460 (+)	AMP deaminase, putative	
TcCLB.410589.19	TcCLB.410589.19:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 529,976 - 530,819 (+)	hypothetical protein, conserved (fragment)	
TcCLB.432787.10	TcCLB.432787.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 573,412 - 574,155 (+)	mitochondrial RNA binding complex 1 subunit, putative (fragment)	
TcCLB.436497.10	TcCLB.436497.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 128,429 - 130,450 (-)	hypothetical protein	
TcCLB.438147.18	TcCLB.438147.18:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,106,351 - 1,106,716 (-)	hypothetical protein, conserved	
TcCLB.438147.9	TcCLB.438147.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,105,311 - 1,106,093 (-)	hypothetical protein, conserved (fragment)	
TcCLB.445635.10	TcCLB.445635.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 599,155 - 601,251 (+)	receptor-type adenylate cyclase (pseudogene), putative	
TcCLB.445849.10	TcCLB.445849.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 833,577 - 834,647 (+)	hypothetical protein, conserved	
TcCLB.503397.10	TcCLB.503397.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 483,109 - 486,237 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.503397.5	TcCLB.503397.5:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 480,968 - 481,282 (+)	N-acetyltransferase complex ARD1 subunit (pseudogene), putative	
TcCLB.503677.10	TcCLB.503677.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 840,774 - 842,000 (+)	phosphomannose isomerase, putative	
TcCLB.503677.20	TcCLB.503677.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 837,719 - 840,271 (+)	DNA repair and recombination helicase protein PIF4, putative	
TcCLB.503677.29	TcCLB.503677.29:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 835,965 - 837,446 (+)	hypothetical protein, conserved	
TcCLB.503677.4	TcCLB.503677.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 842,509 - 842,786 (+)	hypothetical protein, conserved	
TcCLB.503749.10	TcCLB.503749.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 294,402 - 297,056 (-)	hypothetical protein, conserved	
TcCLB.503749.20	TcCLB.503749.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 297,398 - 298,444 (-)	hypothetical protein	
TcCLB.503749.30	TcCLB.503749.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 299,415 - 302,006 (-)	VSG exclusion protein 1	
TcCLB.503749.5	TcCLB.503749.5:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 293,618 - 293,944 (-)	pyrroline-5-carboxylate synthetase-like protein, putative (fragment)	
TcCLB.503873.10	TcCLB.503873.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 596,769 - 597,695 (+)	cytochrome-b5 reductase, putative	
TcCLB.503927.9	TcCLB.503927.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 264,812 - 265,668 (-)	dynein light intermediate chain, putative	
TcCLB.503989.10	TcCLB.503989.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 789,010 - 789,552 (+)	zinc finger protein 2, putative	
TcCLB.503989.20	TcCLB.503989.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 793,550 - 795,148 (+)	hypothetical protein, conserved	
TcCLB.503989.30	TcCLB.503989.30:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 795,661 - 797,652 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.503989.50	TcCLB.503989.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 798,344 - 808,021 (+)	hypothetical protein, conserved	
TcCLB.503989.60	TcCLB.503989.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 809,565 - 810,398 (+)	protein phosphatase 2C, putative (fragment)	
TcCLB.504019.3	TcCLB.504019.3:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 131,726 - 137,167 (-)	hypothetical protein (fragment)	
TcCLB.504019.6	TcCLB.504019.6:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 137,596 - 138,756 (-)	hypothetical protein	
TcCLB.504019.9	TcCLB.504019.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 138,837 - 139,502 (-)	hypothetical protein, conserved	
TcCLB.504051.20	TcCLB.504051.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 884,245 - 888,219 (+)	ATP-dependent DNA DEAD/DEAH box helicase, putative	
TcCLB.504051.30	TcCLB.504051.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 880,603 - 882,600 (+)	hypothetical protein, conserved	
TcCLB.504051.40	TcCLB.504051.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 876,882 - 880,235 (+)	hypothetical protein, conserved	
TcCLB.504051.49	TcCLB.504051.49:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 876,185 - 876,622 (+)	hypothetical protein, conserved	
TcCLB.504051.9	TcCLB.504051.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 888,850 - 889,823 (+)	hypothetical protein, conserved	
TcCLB.504159.10	TcCLB.504159.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 592,953 - 595,679 (+)	hypothetical protein, conserved	
TcCLB.504159.100	TcCLB.504159.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 576,287 - 578,068 (+)	hypothetical protein, conserved	
TcCLB.504159.109	TcCLB.504159.109:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 575,173 - 575,889 (+)	hypothetical protein, conserved	
TcCLB.504159.30	TcCLB.504159.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 590,782 - 592,596 (+)	hypothetical protein, conserved	
TcCLB.504159.40	TcCLB.504159.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 589,493 - 590,323 (+)	aquaporin-like protein, putative	
TcCLB.504159.50	TcCLB.504159.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 587,337 - 588,629 (+)	aquaporin-like protein, putative	
TcCLB.504159.60	TcCLB.504159.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 585,661 - 587,007 (+)	hypothetical protein, conserved	
TcCLB.504159.70	TcCLB.504159.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 584,268 - 585,131 (+)	hypothetical protein, conserved	
TcCLB.504159.80	TcCLB.504159.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 582,345 - 583,904 (+)	histone deacetylase, putative	
TcCLB.504159.90	TcCLB.504159.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 578,311 - 581,424 (+)	hypothetical protein, conserved	
TcCLB.504277.11	TcCLB.504277.11:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 451,612 - 452,226 (+)	surface protein TolT, putative	
TcCLB.504277.20	TcCLB.504277.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 452,989 - 453,843 (+)	hypothetical protein	
TcCLB.504277.30	TcCLB.504277.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 454,343 - 455,377 (+)	hypothetical protein	
TcCLB.504643.10	TcCLB.504643.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,085,725 - 1,087,152 (-)	kinesin (pseudogene), putative	
TcCLB.504643.20	TcCLB.504643.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,084,723 - 1,085,403 (-)	hypothetical protein, conserved	
TcCLB.504643.30	TcCLB.504643.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,083,248 - 1,083,883 (-)	ubiquitin-conjugating enzyme E2, putative	
TcCLB.504643.40	TcCLB.504643.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,081,131 - 1,081,472 (-)	U6 snRNA-associated Sm-like protein LSm4, putative	
TcCLB.504643.49	TcCLB.504643.49:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,079,353 - 1,080,861 (-)	hypothetical protein, conserved (fragment)	
TcCLB.506047.10	TcCLB.506047.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,177,695 - 1,179,113 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.506047.13	TcCLB.506047.13:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,179,983 - 1,181,011 (+)	ATP-dependent DEAD/H RNA helicase (pseudogene), putative	
TcCLB.506047.16	TcCLB.506047.16:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,181,157 - 1,181,654 (+)	N-acetyltransferase complex ARD1 subunit (pseudogene), putative	
TcCLB.506047.20	TcCLB.506047.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 1,183,688 - 1,185,502 (+)	retrotransposon hot spot (RHS) protein, putative	
TcCLB.506221.100	TcCLB.506221.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr35-S: 827,565 - 829,763 (+)	hypothetical protein, conserved	
