[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.413605.10	TcCLB.413605.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 270,190 - 272,937 (+)	kinesin, putative	
TcCLB.422507.10	TcCLB.422507.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 556,857 - 557,429 (+)	glycine dehydrogenase [decarboxylating], putative	
TcCLB.432027.9	TcCLB.432027.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 288,172 - 288,753 (+)	hypothetical protein, conserved	
TcCLB.503853.10	TcCLB.503853.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 274,154 - 276,640 (+)	hypothetical protein, conserved	
TcCLB.506857.10	TcCLB.506857.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 157,080 - 158,540 (-)	glycogen synthase kinase-3 alpha, putative	
TcCLB.506857.100	TcCLB.506857.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 176,689 - 177,243 (-)	endoplasmatic reticulum retrieval protein, putative	
TcCLB.506857.110	TcCLB.506857.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 178,065 - 179,207 (-)	hypothetical protein, conserved	
TcCLB.506857.120	TcCLB.506857.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 179,600 - 179,818 (-)	hypothetical protein, conserved	
TcCLB.506857.20	TcCLB.506857.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 159,151 - 159,960 (-)	pyrroline-5-carboxylate reductase, putative	
TcCLB.506857.30	TcCLB.506857.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 160,394 - 161,920 (-)	hypothetical protein, conserved	
TcCLB.506857.40	TcCLB.506857.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 162,283 - 163,446 (-)	hypothetical protein, conserved	
TcCLB.506857.50	TcCLB.506857.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 164,141 - 166,258 (-)	hypothetical protein, conserved	
TcCLB.506857.60	TcCLB.506857.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 166,768 - 168,036 (-)	peptidyl-prolyl cis-trans isomerase, putative	
TcCLB.506857.70	TcCLB.506857.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 168,462 - 170,501 (-)	hypothetical protein, conserved	
TcCLB.506857.80	TcCLB.506857.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 171,000 - 173,435 (-)	kinesin, putative	
TcCLB.506857.90	TcCLB.506857.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 174,820 - 176,133 (-)	proteasome regulatory ATPase subunit 1, putative	
TcCLB.506859.10	TcCLB.506859.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 181,529 - 182,203 (-)	ubiquitin-conjugating enzyme E2, putative	
TcCLB.506859.100	TcCLB.506859.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 197,644 - 198,018 (-)	hypothetical protein, conserved	
TcCLB.506859.110	TcCLB.506859.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 198,893 - 199,783 (-)	3'a2rel-related protein, putative	
TcCLB.506859.120	TcCLB.506859.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 200,125 - 201,792 (-)	hypothetical protein	
TcCLB.506859.130	TcCLB.506859.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr13-S: 202,000 - 202,881 (-)	hypothetical protein, conserved	
