[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.442629.9	TcCLB.442629.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 291,962 - 293,093 (+)	hypothetical protein, conserved	
TcCLB.503803.10	TcCLB.503803.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 241,137 - 243,155 (+)	rRNA biogenesis protein, putative	
TcCLB.503803.20	TcCLB.503803.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 238,349 - 239,041 (+)	hypothetical protein, conserved	
TcCLB.503803.4	TcCLB.503803.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 244,081 - 244,749 (+)	serine/threonine protein phosphatase 2A regulatory subunit, putative (fragment)	
TcCLB.503805.10	TcCLB.503805.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 229,665 - 230,885 (+)	hypothetical protein, conserved	
TcCLB.503805.20	TcCLB.503805.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 227,776 - 229,047 (+)	hypothetical protein, conserved	
TcCLB.503805.3	TcCLB.503805.3:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 236,735 - 237,594 (+)	kinesin heavy chain, putative	
TcCLB.503805.30	TcCLB.503805.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 226,570 - 227,436 (+)	hypothetical protein, conserved	
TcCLB.503805.40	TcCLB.503805.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 222,140 - 225,847 (+)	hypothetical protein	
TcCLB.503805.6	TcCLB.503805.6:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 233,856 - 235,844 (+)	hypothetical protein, conserved	
TcCLB.503805.9	TcCLB.503805.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 231,248 - 233,596 (+)	Quinonprotein alcohol dehydrogenase-like protein, putative	
TcCLB.504247.10	TcCLB.504247.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 295,156 - 295,983 (+)	hypothetical protein, conserved	
TcCLB.504247.20	TcCLB.504247.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 296,424 - 298,532 (+)	ATP-dependent RNA helicase, putative	
TcCLB.504247.30	TcCLB.504247.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 299,261 - 299,776 (+)	transcription elongation factor 1 homolog	
TcCLB.504247.34	TcCLB.504247.34:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 300,519 - 301,214 (+)	Transcription elongation factor 1 domain-containing protein	
TcCLB.504247.40	TcCLB.504247.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 301,603 - 303,942 (+)	RNA-editing nuclease 1	
TcCLB.504247.50	TcCLB.504247.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 304,440 - 305,018 (+)	hypothetical protein, conserved	
TcCLB.504247.70	TcCLB.504247.70:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 305,296 - 306,843 (+)	AATF protein, putative (pseudogene)	
TcCLB.504247.79	TcCLB.504247.79:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 307,507 - 308,691 (+)	transmembrane protein, conserved (fragment)	
TcCLB.506473.10	TcCLB.506473.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 386,591 - 387,196 (+)	Pre-mRNA-splicing factor 38, putative	
TcCLB.506473.14	TcCLB.506473.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 385,479 - 386,357 (+)	Protein transport protein yif1, putative	
TcCLB.506473.20	TcCLB.506473.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr9-S: 383,153 - 385,090 (+)	DnaJ chaperone protein, putative	
