[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.422207.10	TcCLB.422207.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 202,920 - 203,447 (-)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	
TcCLB.422207.21	TcCLB.422207.21:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 202,228 - 202,695 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.504049.20	TcCLB.504049.20:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 385,203 - 388,046 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.504049.30	TcCLB.504049.30:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 379,704 - 382,010 (+)	trans-sialidase (pseudogene), putative	
TcCLB.504049.40	TcCLB.504049.40:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 376,718 - 378,832 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.506129.10	TcCLB.506129.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 373,273 - 375,450 (+)	dispersed gene family protein 1 (DGF-1, pseudogene), putative	
TcCLB.506129.20	TcCLB.506129.20:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 372,113 - 373,042 (+)	dispersed gene family protein 1 (DGF-1, pseudogene), putative	
TcCLB.506129.30	TcCLB.506129.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 367,785 - 369,971 (+)	trans-sialidase, Group II, putative	
TcCLB.506129.50	TcCLB.506129.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 361,318 - 365,808 (+)	trans-sialidase, Group IV, putative	
TcCLB.506129.60	TcCLB.506129.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 357,490 - 358,515 (+)	beta galactofuranosyl glycosyltransferase, putative	
TcCLB.506129.80	TcCLB.506129.80:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 348,930 - 351,059 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.506129.89	TcCLB.506129.89:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 347,344 - 347,640 (+)	hypothetical protein, conserved	
TcCLB.506529.100	TcCLB.506529.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 43,916 - 46,339 (-)	hypothetical protein, conserved	
TcCLB.506529.110	TcCLB.506529.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 46,679 - 47,569 (-)	hypothetical protein, conserved	
TcCLB.506529.120	TcCLB.506529.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 49,245 - 51,047 (-)	hypothetical protein	
TcCLB.506529.130	TcCLB.506529.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 51,613 - 55,575 (-)	WD repeat and HMG-box DNA-binding protein, putative	
TcCLB.506529.14	TcCLB.506529.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 24,431 - 25,590 (-)	hypothetical protein, conserved	
TcCLB.506529.140	TcCLB.506529.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 55,859 - 56,920 (-)	hypothetical protein, conserved	
TcCLB.506529.150	TcCLB.506529.150:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 57,877 - 61,332 (-)	calcium-activated potassium channel, putative	
TcCLB.506529.160	TcCLB.506529.160:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 61,889 - 64,702 (-)	hypothetical protein, conserved	
TcCLB.506529.170	TcCLB.506529.170:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 64,990 - 66,909 (-)	hypothetical protein, conserved	
TcCLB.506529.180	TcCLB.506529.180:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 67,448 - 68,041 (-)	hypothetical protein, conserved	
TcCLB.506529.190	TcCLB.506529.190:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 68,793 - 70,643 (-)	hypothetical protein, conserved	
TcCLB.506529.200	TcCLB.506529.200:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 71,844 - 73,859 (-)	hypothetical protein, conserved	
TcCLB.506529.220	TcCLB.506529.220:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 74,579 - 76,558 (-)	hypothetical protein, conserved	
TcCLB.506529.224	TcCLB.506529.224:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 77,010 - 78,923 (-)	hypothetical protein, conserved	
TcCLB.506529.230	TcCLB.506529.230:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 79,253 - 80,422 (-)	hypothetical protein, conserved	
TcCLB.506529.250	TcCLB.506529.250:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 81,981 - 86,255 (-)	Flagellum attachment zone protein 2	
TcCLB.506529.260	TcCLB.506529.260:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 87,275 - 88,819 (-)	chaperone DNAJ protein, putative	
TcCLB.506529.280	TcCLB.506529.280:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 90,435 - 91,934 (-)	hypothetical protein, conserved	
TcCLB.506529.290	TcCLB.506529.290:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 92,694 - 94,787 (-)	hypothetical protein, conserved	
TcCLB.506529.30	TcCLB.506529.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 25,863 - 26,363 (-)	hypothetical protein, conserved	
TcCLB.506529.300	TcCLB.506529.300:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 95,528 - 96,856 (-)	hypothetical protein, conserved	
TcCLB.506529.310	TcCLB.506529.310:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 97,318 - 98,676 (-)	hypothetical protein, conserved	
TcCLB.506529.314	TcCLB.506529.314:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 100,201 - 100,530 (-)	hypothetical protein, conserved	
TcCLB.506529.320	TcCLB.506529.320:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 101,026 - 103,218 (-)	hypothetical protein, conserved	
TcCLB.506529.324	TcCLB.506529.324:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 103,663 - 104,154 (-)	hypothetical protein, conserved	
TcCLB.506529.330	TcCLB.506529.330:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 104,549 - 105,670 (-)	Bardet-Biedl syndrome 5 protein	
TcCLB.506529.340	TcCLB.506529.340:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 106,245 - 107,927 (-)	Protein kinase domain, putative	
TcCLB.506529.360	TcCLB.506529.360:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 109,364 - 110,368 (-)	cytochrome oxidase subunit IV, putative	
TcCLB.506529.370	TcCLB.506529.370:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 110,713 - 111,228 (-)	hypothetical protein	
TcCLB.506529.380	TcCLB.506529.380:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr6-S: 113,055 - 115,826 (-)	ser/thr protein phosphatase, putative	
