[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.401473.9	TcCLB.401473.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 173,974 - 175,273 (+)	DNA-directed RNA polymerase I largest subunit (fragment)	
TcCLB.403789.9	TcCLB.403789.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 172,858 - 173,873 (+)	DNA-directed RNA polymerase I largest subunit (fragment)	
TcCLB.417203.9	TcCLB.417203.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 666,509 - 668,580 (+)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.433033.10	TcCLB.433033.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 37,210 - 38,268 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.434931.10	TcCLB.434931.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 149,165 - 149,959 (+)	paraxonemal rod protein PAR2, putative	
TcCLB.434931.20	TcCLB.434931.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 150,715 - 151,385 (+)	hypothetical protein, conserved	
TcCLB.443683.9	TcCLB.443683.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 171,446 - 172,756 (+)	DNA-directed rna polymerase I largest subunit, putative (fragment)	
TcCLB.447705.19	TcCLB.447705.19:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 147,974 - 148,153 (+)	trafficking protein particle complex subunit 3, putative	
TcCLB.447705.9	TcCLB.447705.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 148,415 - 149,064 (+)	hypothetical protein, conserved	
TcCLB.503477.10	TcCLB.503477.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 361,673 - 362,737 (+)	hypothetical protein, conserved	
TcCLB.503477.20	TcCLB.503477.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 363,664 - 364,659 (+)	transaldolase, putative	
TcCLB.503477.30	TcCLB.503477.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 365,906 - 367,576 (+)	hypothetical protein, conserved	
TcCLB.503713.10	TcCLB.503713.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 660,834 - 661,439 (+)	histone chaperone ASF1B	
TcCLB.503713.20	TcCLB.503713.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 661,713 - 662,102 (+)	hypothetical protein, conserved	
TcCLB.503713.30	TcCLB.503713.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 662,399 - 663,190 (+)	6-phosphogluconolactonase, putative	
TcCLB.503713.40	TcCLB.503713.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 665,142 - 665,711 (+)	hypothetical protein	
TcCLB.503713.50	TcCLB.503713.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 665,952 - 666,404 (+)	trans-sialidase, putative (fragment)	
TcCLB.506117.9	TcCLB.506117.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 13,358 - 18,044 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.506259.30	TcCLB.506259.30:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 1,385 - 4,342 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.506743.10	TcCLB.506743.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 655,279 - 656,028 (+)	hypothetical protein	
TcCLB.506743.100	TcCLB.506743.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 636,054 - 636,497 (+)	hypothetical protein, conserved	
TcCLB.506743.110	TcCLB.506743.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 634,292 - 634,834 (+)	protein tyrosine phosphatase, putative	
TcCLB.506743.120	TcCLB.506743.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 631,789 - 633,825 (+)	Elongator-like Protein 3a, putative	
TcCLB.506743.130	TcCLB.506743.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 630,802 - 631,332 (+)	protein tyrosine phosphatase-like protein, putative	
TcCLB.506743.135	TcCLB.506743.135:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 629,867 - 630,340 (+)	trans-sialidase (pseudogene), putative	
TcCLB.506743.140	TcCLB.506743.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 626,999 - 629,605 (+)	hypothetical protein, conserved	
TcCLB.506743.150	TcCLB.506743.150:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 625,871 - 626,557 (+)	proteasome 26S non-ATPase subunit 9, putative	
TcCLB.506743.160	TcCLB.506743.160:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 623,807 - 625,231 (+)	protein kinase, putative	
TcCLB.506743.170	TcCLB.506743.170:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 621,927 - 623,453 (+)	hypothetical protein, conserved	
TcCLB.506743.180	TcCLB.506743.180:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 617,693 - 620,662 (+)	recombination initiation protein NBS1, putative	
TcCLB.506743.190	TcCLB.506743.190:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 615,903 - 617,123 (+)	hypothetical protein, conserved	
TcCLB.506743.20	TcCLB.506743.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 654,748 - 655,128 (+)	hypothetical protein, conserved	
TcCLB.506743.200	TcCLB.506743.200:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 615,214 - 615,735 (+)	3-Beta-hydroxysteroid-delta(8), delta(7)-isomerase, putative	
TcCLB.506743.210	TcCLB.506743.210:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 613,106 - 614,530 (+)	tubulin tyrosine ligase, putative	
TcCLB.506743.220	TcCLB.506743.220:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 611,911 - 612,909 (+)	hypothetical protein, conserved	
TcCLB.506743.30	TcCLB.506743.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 653,393 - 654,298 (+)	50S ribosomal protein L17, putative	
TcCLB.506743.4	TcCLB.506743.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 656,298 - 656,780 (+)	eukaryotic translation initiation factor 1A, putative (fragment)	
TcCLB.506743.60	TcCLB.506743.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 640,815 - 652,889 (+)	hypothetical protein, conserved	
TcCLB.506743.69	TcCLB.506743.69:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 639,377 - 639,940 (+)	hypothetical protein, conserved	
TcCLB.506743.80	TcCLB.506743.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 638,176 - 639,117 (+)	hypothetical protein, conserved	
TcCLB.506743.90	TcCLB.506743.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 636,792 - 637,712 (+)	hypothetical protein, conserved	
TcCLB.506745.10	TcCLB.506745.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 477,950 - 479,644 (+)	hypothetical protein, conserved	
TcCLB.506745.20	TcCLB.506745.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 475,885 - 477,702 (+)	hypothetical protein, conserved	
TcCLB.506745.30	TcCLB.506745.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 474,882 - 475,388 (+)	hypothetical protein, conserved	
TcCLB.506745.4	TcCLB.506745.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 480,404 - 480,898 (+)	hypothetical protein, conserved (fragment)	
TcCLB.506747.10	TcCLB.506747.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 374,400 - 375,128 (+)	orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase (pseudogene), putative	
TcCLB.506747.20	TcCLB.506747.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 372,843 - 373,994 (+)	dihydroorotase, putative	
TcCLB.506747.30	TcCLB.506747.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 368,245 - 372,456 (+)	ubiquitin hydrolase, putative	
TcCLB.506749.10	TcCLB.506749.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 308,893 - 312,933 (+)	flagellar calcium-binding-like protein, putative	
TcCLB.506749.20	TcCLB.506749.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 308,015 - 308,650 (+)	flagellar calcium-binding 24 kDa protein	
TcCLB.506749.30	TcCLB.506749.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 307,385 - 307,711 (+)	Flagellar calcium-binding protein (fragment)	
TcCLB.506949.10	TcCLB.506949.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 175,376 - 175,855 (+)	DNA-directed rna polymerase I largest subunit, putative	
TcCLB.506949.20	TcCLB.506949.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 176,542 - 185,121 (+)	hypothetical protein, conserved	
TcCLB.506949.30	TcCLB.506949.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 185,970 - 190,421 (+)	hypothetical protein, conserved	
TcCLB.506949.50	TcCLB.506949.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 192,560 - 192,904 (+)	cytochrome c, putative	
TcCLB.507083.10	TcCLB.507083.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 316,068 - 318,068 (+)	hypothetical protein, conserved	
TcCLB.507083.100	TcCLB.507083.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 341,509 - 343,497 (+)	hypothetical protein, conserved	
TcCLB.507083.109	TcCLB.507083.109:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 344,674 - 359,217 (+)	hypothetical protein, conserved (fragment)	
TcCLB.507083.20	TcCLB.507083.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 318,764 - 328,819 (+)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.507083.30	TcCLB.507083.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 329,623 - 331,191 (+)	apurinic/apyrimidinic endonuclease, putative	
TcCLB.507083.40	TcCLB.507083.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 331,786 - 333,063 (+)	hypothetical protein, conserved	
TcCLB.507083.50	TcCLB.507083.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 333,702 - 334,226 (+)	hypothetical protein, conserved	
TcCLB.507083.60	TcCLB.507083.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 334,748 - 335,944 (+)	COP9 signalosome complex subunit 5, putative	
TcCLB.507083.70	TcCLB.507083.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 336,450 - 337,412 (+)	Iron-sulfur assembly protein 1, putative	
TcCLB.507083.80	TcCLB.507083.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 337,793 - 338,848 (+)	hypothetical protein, conserved	
TcCLB.507083.90	TcCLB.507083.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 339,208 - 340,893 (+)	hypothetical protein, conserved	
TcCLB.507091.10	TcCLB.507091.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 472,718 - 473,371 (+)	hypothetical protein, conserved	
TcCLB.507091.100	TcCLB.507091.100:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 453,776 - 456,439 (+)	trans-sialidase (pseudogene), putative	
TcCLB.507091.120	TcCLB.507091.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 450,994 - 452,391 (+)	Mucin-associated surface protein (MASP), subgroup S131	
TcCLB.507091.150	TcCLB.507091.150:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 446,129 - 449,605 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.507091.160	TcCLB.507091.160:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 442,310 - 444,961 (+)	trans-sialidase (pseudogene), putative	
TcCLB.507091.20	TcCLB.507091.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 469,407 - 472,196 (+)	hypothetical protein, conserved	
TcCLB.507091.30	TcCLB.507091.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 467,958 - 468,938 (+)	succinate dehydrogenase subunit	
TcCLB.507091.4	TcCLB.507091.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 473,828 - 474,684 (+)	fucose kinase, putative	
TcCLB.507091.40	TcCLB.507091.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 466,299 - 467,243 (+)	dihydroorotate dehydrogenase, putative	
TcCLB.507091.50	TcCLB.507091.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 464,502 - 465,485 (+)	aspartate carbamoyltransferase, putative	
TcCLB.507091.60	TcCLB.507091.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 460,986 - 463,778 (+)	trans-sialidase, Group V, putative	
TcCLB.507091.80	TcCLB.507091.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 458,286 - 459,704 (+)	Mucin-associated surface protein (MASP), subgroup S121	
TcCLB.507091.91	TcCLB.507091.91:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 457,540 - 458,037 (+)	elongation factor 1-gamma (EF-1-gamma, pseudogene), putative	
TcCLB.507229.20	TcCLB.507229.20:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 26,193 - 36,623 (-)	dispersed gene family protein 1 (DGF-1, pseudogene), putative	
TcCLB.507229.25	TcCLB.507229.25:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 21,753 - 23,240 (-)	trans-sialidase (pseudogene), putative	
TcCLB.507229.29	TcCLB.507229.29:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 18,147 - 19,873 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.507275.10	TcCLB.507275.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 273,715 - 275,067 (-)	protein kinase, putative	
TcCLB.507275.20	TcCLB.507275.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 269,241 - 271,640 (-)	hypothetical protein, conserved	
TcCLB.507275.24	TcCLB.507275.24:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 267,841 - 268,137 (-)	ubiquitin fold modifier protein, putative	
TcCLB.507275.30	TcCLB.507275.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 265,972 - 267,408 (-)	hypothetical protein, conserved	
TcCLB.507275.40	TcCLB.507275.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 264,960 - 265,553 (-)	hypothetical protein, conserved	
TcCLB.507275.50	TcCLB.507275.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 262,081 - 263,226 (-)	hypothetical protein, conserved	
TcCLB.507275.54	TcCLB.507275.54:snoRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 260,989 - 261,078 (-)	C/D small nucleolar RNA (snoRNA), TB10C1C1	
TcCLB.507275.58	TcCLB.507275.58:snoRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 260,888 - 260,951 (-)	H/ACA snoRNA, TC10C1H1	
TcCLB.507275.61	TcCLB.507275.61:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 258,916 - 259,890 (+)	Trypomastigote, Alanine, Serine and Valine rich protein (TASV), subfamily A	
TcCLB.507275.70	TcCLB.507275.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 257,689 - 258,456 (+)	hypothetical protein, conserved	
TcCLB.507595.10	TcCLB.507595.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 11,421 - 13,256 (-)	dispersed gene family protein 1 (DGF-1, pseudogene), putative	
TcCLB.507725.9	TcCLB.507725.9:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 5,433 - 11,317 (-)	dispersed gene family protein 1 (DGF-1, pseudogene), putative	
TcCLB.508559.20	TcCLB.508559.20:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 670,264 - 672,501 (+)	trans-sialidase (pseudogene), putative	
TcCLB.508559.25	TcCLB.508559.25:snoRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 674,666 - 674,725 (+)	C/D small nucleolar RNA (snoRNA), TB8C3C3, 3' partial	
TcCLB.508559.29	TcCLB.508559.29:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 675,331 - 685,626 (+)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.508559.40	TcCLB.508559.40:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 687,994 - 690,966 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.508559.80	TcCLB.508559.80:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 694,632 - 697,013 (+)	trans-sialidase (pseudogene), putative	
TcCLB.508559.90	TcCLB.508559.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 700,188 - 702,008 (+)	retrotransposon hot spot (RHS) protein, putative	
TcCLB.508837.100	TcCLB.508837.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 85,518 - 86,237 (-)	hypothetical protein, conserved	
TcCLB.508837.110	TcCLB.508837.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr25-S: 86,697 - 87,857 (-)	hypothetical protein, conserved	
