[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.406999.10	TcCLB.406999.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 306,159 - 307,904 (-)	dispersed gene family protein 1 (DGF-1), putative (fragment)	
TcCLB.417993.10	TcCLB.417993.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 304,839 - 306,056 (-)	dispersed gene family protein 1 (DGF-1, pseudogene), putative	
TcCLB.430281.10	TcCLB.430281.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 39,303 - 40,088 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.430281.20	TcCLB.430281.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 38,640 - 38,897 (-)	hypothetical protein (fragment)	
TcCLB.437805.9	TcCLB.437805.9:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 595,705 - 597,333 (-)	trans-sialidase (pseudogene), putative	
TcCLB.445869.10	TcCLB.445869.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 150,566 - 151,717 (+)	hypothetical protein, conserved	
TcCLB.456627.10	TcCLB.456627.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 622,869 - 623,879 (-)	trans-sialidase (pseudogene), putative	
TcCLB.478671.9	TcCLB.478671.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 131,695 - 133,135 (+)	hypothetical protein, conserved	
TcCLB.506969.10	TcCLB.506969.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 402,020 - 403,270 (+)	Mucin-associated surface protein (MASP) (pseudogene)	
TcCLB.506969.21	TcCLB.506969.21:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 406,585 - 406,875 (+)	mucin TcMUCII, putative (fragment)	
TcCLB.506969.3	TcCLB.506969.3:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 398,855 - 399,193 (-)	Mucin-associated surface protein (MASP) (fragment)	
TcCLB.506969.6	TcCLB.506969.6:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 400,944 - 401,291 (+)	trans-sialidase (pseudogene), putative	
TcCLB.506971.10	TcCLB.506971.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 406,978 - 407,754 (+)	Mucin-associated surface protein (MASP)	
TcCLB.506971.20	TcCLB.506971.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 408,871 - 411,249 (+)	surface protease GP63, putative	
TcCLB.506971.30	TcCLB.506971.30:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 413,892 - 415,880 (+)	trans-sialidase (pseudogene), putative	
TcCLB.506971.60	TcCLB.506971.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 417,618 - 418,436 (+)	Mucin-associated surface protein (MASP), subgroup S097	
TcCLB.506971.70	TcCLB.506971.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 421,760 - 422,323 (+)	mucin TcMUCII, putative	
TcCLB.506971.80	TcCLB.506971.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 422,794 - 423,414 (+)	Mucin-associated surface protein (MASP) (fragment)	
TcCLB.506973.10	TcCLB.506973.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 425,663 - 428,401 (+)	trans-sialidase, Group V, putative	
TcCLB.506973.105	TcCLB.506973.105:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 467,105 - 468,361 (+)	Mucin-associated surface protein (MASP) (pseudogene)	
TcCLB.506973.120	TcCLB.506973.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 469,499 - 472,189 (+)	trans-sialidase, Group V, putative	
TcCLB.506973.14	TcCLB.506973.14:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 430,274 - 430,900 (+)	mucin TcMUCII (pseudogene), putative	
TcCLB.506973.140	TcCLB.506973.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 475,824 - 477,389 (+)	hypothetical protein	
TcCLB.506973.20	TcCLB.506973.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 431,323 - 432,759 (+)	Mucin-associated surface protein (MASP), subgroup S134	
TcCLB.506973.25	TcCLB.506973.25:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 434,529 - 435,815 (+)	hypothetical protein	
TcCLB.506973.30	TcCLB.506973.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 436,782 - 437,723 (-)	Mucin-associated surface protein (MASP), subgroup S097	
TcCLB.506973.5	TcCLB.506973.5:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 423,518 - 424,351 (+)	Mucin-associated surface protein (MASP)	
TcCLB.506973.50	TcCLB.506973.50:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 439,797 - 441,740 (-)	trans-sialidase (pseudogene), putative	
TcCLB.506973.61	TcCLB.506973.61:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 442,286 - 446,032 (-)	hypothetical protein, conserved (pseudogene)	
TcCLB.506973.70	TcCLB.506973.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 449,073 - 459,416 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.506973.90	TcCLB.506973.90:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 462,872 - 464,293 (-)	Mucin-associated surface protein (MASP) (pseudogene)	
TcCLB.507859.101	TcCLB.507859.101:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 583,996 - 587,652 (-)	hypothetical protein, conserved (pseudogene)	
TcCLB.507859.120	TcCLB.507859.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 591,036 - 595,601 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.507859.15	TcCLB.507859.15:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 568,194 - 568,607 (+)	hypothetical protein	
TcCLB.507859.31	TcCLB.507859.31:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 569,643 - 570,002 (+)	hypothetical protein	
TcCLB.507859.46	TcCLB.507859.46:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 571,038 - 571,409 (+)	hypothetical protein	
TcCLB.507859.60	TcCLB.507859.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 578,298 - 579,257 (-)	Mucin-associated surface protein (MASP), subgroup S095	
TcCLB.507859.70	TcCLB.507859.70:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 579,461 - 579,886 (-)	elongation factor 1-gamma (EF-1-gamma, pseudogene), putative	
TcCLB.507859.80	TcCLB.507859.80:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 581,202 - 583,238 (-)	trans-sialidase (pseudogene), putative	
TcCLB.507861.14	TcCLB.507861.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 597,435 - 599,652 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.507861.24	TcCLB.507861.24:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 602,781 - 603,260 (-)	trans-sialidase, putative	
TcCLB.507863.10	TcCLB.507863.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 608,475 - 608,837 (+)	hypothetical protein	
TcCLB.507863.20	TcCLB.507863.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 611,617 - 613,086 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.507863.3	TcCLB.507863.3:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 603,361 - 604,029 (-)	trans-sialidase (pseudogene), putative	
TcCLB.507863.6	TcCLB.507863.6:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr28-S: 604,602 - 608,315 (-)	hypothetical protein, conserved (pseudogene)	
