[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.411337.10	TcCLB.411337.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 576,201 - 577,397 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.413977.10	TcCLB.413977.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 275,610 - 276,410 (-)	guide RNA associated protein, GAP1, putative	
TcCLB.419637.9	TcCLB.419637.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 563,795 - 565,235 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.429185.20	TcCLB.429185.20:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 565,339 - 566,922 (-)	trans-sialidase (pseudogene), putative	
TcCLB.429185.31	TcCLB.429185.31:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 567,197 - 568,402 (-)	trans-sialidase (pseudogene), putative	
TcCLB.461515.10	TcCLB.461515.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 12,981 - 14,336 (-)	mucin TcMUCI, putative (fragment)	
TcCLB.462545.9	TcCLB.462545.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 507,985 - 509,724 (-)	dispersed gene family protein 1 (DGF-1), putative (fragment)	
TcCLB.480653.10	TcCLB.480653.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 239,516 - 240,436 (-)	hypothetical protein, conserved	
TcCLB.486465.9	TcCLB.486465.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 240,539 - 241,267 (-)	cysteine peptidase, Clan CA, family C51, putative	
TcCLB.503561.10	TcCLB.503561.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 472,303 - 473,784 (-)	hypothetical protein, conserved	
TcCLB.503561.20	TcCLB.503561.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 474,020 - 475,381 (-)	hypothetical protein, conserved	
TcCLB.503601.10	TcCLB.503601.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 182,293 - 184,674 (+)	trans-sialidase, Group V, putative	
TcCLB.503601.20	TcCLB.503601.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 186,739 - 187,539 (+)	hypothetical protein	
TcCLB.503783.17	TcCLB.503783.17:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 158,113 - 158,502 (+)	mucin TcMUCII, putative	
TcCLB.503783.34	TcCLB.503783.34:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 159,046 - 160,131 (+)	mucin-associated surface protein (MASP, pseudogene), putative	
TcCLB.503783.50	TcCLB.503783.50:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 161,535 - 163,103 (+)	surface protease GP63 (pseudogene), putative	
TcCLB.503783.70	TcCLB.503783.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 165,327 - 165,971 (+)	mucin TcMUCII, putative	
TcCLB.503783.80	TcCLB.503783.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 166,519 - 168,069 (+)	Mucin-associated surface protein (MASP), subgroup S123	
TcCLB.503951.10	TcCLB.503951.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 56,951 - 57,820 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.503975.100	TcCLB.503975.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 127,993 - 133,770 (-)	Present in the outer mitochondrial membrane proteome 22	
TcCLB.503975.20	TcCLB.503975.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 108,791 - 111,025 (-)	hypothetical protein	
TcCLB.503975.40	TcCLB.503975.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 113,284 - 115,704 (-)	hypothetical protein, conserved	
TcCLB.503975.50	TcCLB.503975.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr23-S: 117,535 - 119,499 (-)	hypothetical protein, conserved	
