[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.447925.10	TcCLB.447925.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 564,107 - 564,319 (+)	cystathionine beta-synthase, putative (fragment)	
TcCLB.503405.10	TcCLB.503405.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 561,646 - 562,911 (+)	glutamine synthetase, putative	
TcCLB.503613.10	TcCLB.503613.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 334,728 - 336,830 (-)	protein kinase, putative	
TcCLB.503613.20	TcCLB.503613.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 337,505 - 338,248 (-)	proteasome alpha 7 subunit, putative	
TcCLB.503613.30	TcCLB.503613.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 338,608 - 339,810 (-)	DNA repair protein, putative	
TcCLB.503613.40	TcCLB.503613.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 340,170 - 340,643 (-)	pterin-4-alpha-carbinolamine dehydratase, putative	
TcCLB.503613.50	TcCLB.503613.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 341,340 - 341,825 (-)	PA domain containing protein, putative	
TcCLB.503613.60	TcCLB.503613.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 342,768 - 344,012 (-)	acidocalcisomal pyrophosphatase, putative	
TcCLB.503613.70	TcCLB.503613.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 344,125 - 344,568 (-)	hypothetical protein, conserved	
TcCLB.503613.79	TcCLB.503613.79:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 344,940 - 345,470 (-)	hypothetical protein	
TcCLB.503949.40	TcCLB.503949.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 524,952 - 526,085 (+)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	
TcCLB.504149.100	TcCLB.504149.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 45,818 - 47,836 (-)	hypothetical protein, conserved	
TcCLB.504149.110	TcCLB.504149.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 44,184 - 44,864 (-)	GTP-binding protein, putative	
TcCLB.504149.117	TcCLB.504149.117:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 42,318 - 43,160 (-)	hypothetical protein, conserved	
TcCLB.504149.124	TcCLB.504149.124:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 40,936 - 41,508 (-)	conserved protein, unknown function	
TcCLB.504149.130	TcCLB.504149.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 39,098 - 40,477 (-)	hypothetical protein, conserved	
TcCLB.504149.140	TcCLB.504149.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 37,071 - 38,897 (-)	hypothetical protein, conserved	
TcCLB.504149.150	TcCLB.504149.150:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 35,196 - 36,380 (-)	hypothetical protein, conserved	
TcCLB.504149.160	TcCLB.504149.160:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 32,750 - 34,912 (-)	phosphoinositide-specific phospholipase C, putative	
TcCLB.504149.175	TcCLB.504149.175:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 31,662 - 31,958 (-)	hypothetical protein, conserved	
TcCLB.504149.190	TcCLB.504149.190:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 23,533 - 26,421 (-)	hypothetical protein, conserved (pseudogene)	
TcCLB.504149.20	TcCLB.504149.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 65,311 - 70,563 (-)	ATP-binding cassette transporter ABCA1, putative	
TcCLB.504149.201	TcCLB.504149.201:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 21,630 - 22,658 (-)	ATP-dependent DEAD/H RNA helicase (pseudogene), putative	
TcCLB.504149.210	TcCLB.504149.210:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 20,981 - 21,484 (-)	N-acetyltransferase complex ARD1 subunit (pseudogene), putative	
TcCLB.504149.220	TcCLB.504149.220:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 16,263 - 19,013 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.504149.30	TcCLB.504149.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 63,443 - 64,369 (-)	hypothetical protein, conserved	
TcCLB.504149.40	TcCLB.504149.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 62,171 - 63,172 (-)	tatD related deoxyribonuclease, putative	
TcCLB.504149.50	TcCLB.504149.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 61,376 - 62,017 (-)	hypothetical protein, conserved	
TcCLB.504149.55	TcCLB.504149.55:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 60,174 - 61,127 (-)	acyl-CoA thioesterase, putative	
TcCLB.504149.60	TcCLB.504149.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 57,505 - 59,868 (-)	hypothetical protein	
TcCLB.504149.70	TcCLB.504149.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 55,276 - 56,427 (-)	hypothetical protein, conserved	
TcCLB.504149.80	TcCLB.504149.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 53,561 - 54,958 (-)	hypothetical protein, conserved	
TcCLB.504149.90	TcCLB.504149.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 48,154 - 53,391 (-)	hypothetical protein, conserved	
TcCLB.506551.10	TcCLB.506551.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 202,017 - 203,870 (-)	protein associated with differentiation 4, putative	
TcCLB.506773.10	TcCLB.506773.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 237,700 - 239,475 (-)	conserved protein, unknown function	
TcCLB.506773.100	TcCLB.506773.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 260,158 - 261,399 (-)	protein kinase, putative	
TcCLB.506773.104	TcCLB.506773.104:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 261,972 - 262,370 (-)	hypothetical protein, conserved	
TcCLB.506773.110	TcCLB.506773.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 262,646 - 263,827 (-)	hypothetical protein, conserved	
TcCLB.506773.120	TcCLB.506773.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 264,450 - 267,635 (-)	mRNA cap guanine-N7 methyltransferase, putative	
TcCLB.506773.123	TcCLB.506773.123:tRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 268,424 - 268,494 (+)	tRNA-Gly:anticodon CCC	
TcCLB.506773.126	TcCLB.506773.126:tRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 268,574 - 268,655 (+)	tRNA-Leu:anticodon AAG	
TcCLB.506773.130	TcCLB.506773.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 269,167 - 271,251 (-)	pumilio-repeat, RNA-binding protein, putative	
TcCLB.506773.140	TcCLB.506773.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 271,686 - 273,437 (-)	DNA ligase, putative	
TcCLB.506773.150	TcCLB.506773.150:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 273,728 - 275,662 (-)	hypothetical protein	
TcCLB.506773.160	TcCLB.506773.160:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 276,025 - 277,773 (-)	hypothetical protein, conserved	
TcCLB.506773.170	TcCLB.506773.170:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 278,350 - 280,413 (-)	hypothetical protein, conserved	
TcCLB.506773.180	TcCLB.506773.180:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 280,838 - 282,469 (-)	regulator of chromatin condensation, putative	
TcCLB.506773.20	TcCLB.506773.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 240,497 - 241,588 (-)	hypothetical protein, conserved	
TcCLB.506773.30	TcCLB.506773.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr27-S: 241,871 - 243,220 (-)	hypothetical protein, conserved	
