[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.474341.9	TcCLB.474341.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 73,406 - 74,933 (+)	dynein heavy chain, putative	
TcCLB.479379.9	TcCLB.479379.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 72,098 - 73,304 (+)	dynein heavy chain, putative	
TcCLB.503813.10	TcCLB.503813.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 330,254 - 331,561 (-)	hypothetical protein, conserved	
TcCLB.503813.20	TcCLB.503813.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 332,186 - 334,915 (-)	hypothetical protein, conserved	
TcCLB.503813.30	TcCLB.503813.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 335,906 - 336,505 (-)	hypothetical protein, conserved	
TcCLB.506713.10	TcCLB.506713.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 15,843 - 16,802 (-)	hypothetical protein, conserved	
TcCLB.506713.14	TcCLB.506713.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 15,365 - 15,661 (-)	hypothetical protein, conserved	
TcCLB.506713.20	TcCLB.506713.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 14,117 - 14,923 (-)	hypothetical protein, conserved	
TcCLB.506713.24	TcCLB.506713.24:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 13,585 - 13,854 (-)	hypothetical protein, conserved	
TcCLB.506713.30	TcCLB.506713.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 10,701 - 13,184 (-)	ATP-dependent DEAD/H RNA helicase, putative	
TcCLB.506713.40	TcCLB.506713.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 9,825 - 10,385 (-)	N-acetyltransferase complex ARD1 subunit, putative	
TcCLB.506713.70	TcCLB.506713.70:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 5,234 - 8,014 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.506713.80	TcCLB.506713.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 101 - 1,699 (-)	trans-sialidase, putative (fragment)	
TcCLB.507553.10	TcCLB.507553.10:rRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 397,914 - 398,023 (+)	5S ribosomal RNA (M5)	
TcCLB.507553.20	TcCLB.507553.20:rRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 398,363 - 398,472 (+)	5S ribosomal RNA (M5)	
TcCLB.507553.30	TcCLB.507553.30:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 403,625 - 405,328 (-)	trans-sialidase (pseudogene), putative	
TcCLB.507553.41	TcCLB.507553.41:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 407,386 - 407,538 (-)	Mucin-associated surface protein (MASP)	
TcCLB.509231.10	TcCLB.509231.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 18,705 - 20,426 (-)	cytochrome P450, putative	
TcCLB.509231.20	TcCLB.509231.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 21,228 - 22,991 (-)	protein kinase, putative	
TcCLB.509231.23	TcCLB.509231.23:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 23,848 - 24,105 (-)	hypothetical protein, conserved	
TcCLB.509231.26	TcCLB.509231.26:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr15-S: 24,517 - 26,499 (-)	hypothetical protein, conserved	
