[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb04.24M18.150	Tb04.24M18.150:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 1,458,621 - 1,459,109 (-)	hypothetical protein, conserved	
Tb04.3I12.100	Tb04.3I12.100:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 1,312,814 - 1,313,406 (-)	hypothetical protein	
Tb4.NT.19	Tb4.NT.19:ncRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 586,506 - 586,874 (+)	Noncoding RNA, putative	
Tb4.NT.21	Tb4.NT.21:ncRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 712,190 - 712,420 (+)	Noncoding RNA, putative	
Tb4.NT.41	Tb4.NT.41:ncRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 1,126,586 - 1,126,960 (-)	Noncoding RNA, putative	
Tb4.NT.42	Tb4.NT.42:ncRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 1,131,140 - 1,131,514 (-)	Noncoding RNA, putative	
Tb4.NT.45	Tb4.NT.45:ncRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 1,214,711 - 1,215,081 (-)	Noncoding RNA, putative	
Tb4.NT.58	Tb4.NT.58:ncRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 1,392,532 - 1,393,212 (-)	Noncoding RNA, putative	
Tb927.4.100	Tb927.4.100:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_04_v5.1: 1,439 - 3,133 (-)	retrotransposon hot spot protein 1 (RHS1), interrupted	
Tb927.4.1000	Tb927.4.1000:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 271,688 - 275,918 (-)	hypothetical protein, conserved	
Tb927.4.1010	Tb927.4.1010:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 275,955 - 276,230 (-)	hypothetical protein	
Tb927.4.1020	Tb927.4.1020:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 276,640 - 278,244 (-)	serine-palmitoyl-CoA transferase, putative	
Tb927.4.1030	Tb927.4.1030:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 278,752 - 279,660 (-)	Protein of unknown function (DUF501), putative	
Tb927.4.1040	Tb927.4.1040:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 279,831 - 280,775 (-)	hypothetical protein, conserved	
Tb927.4.1050	Tb927.4.1050:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 280,849 - 282,435 (-)	inositol-pentakisphosphate 2-kinase, putative	
Tb927.4.1060	Tb927.4.1060:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 282,675 - 286,034 (-)	hypothetical protein, conserved	
Tb927.4.1070	Tb927.4.1070:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 286,282 - 287,160 (-)	50S ribosomal protein L13, putative	
Tb927.4.1080	Tb927.4.1080:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 288,135 - 290,176 (-)	V-type ATPase, A subunit, putative	
Tb927.4.1090	Tb927.4.1090:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 290,368 - 292,772 (-)	endosomal integral membrane protein, putative	
Tb927.4.110	Tb927.4.110:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_04_v5.1: 3,639 - 4,779 (-)	retrotransposon hot spot protein 1 (RHS1), interrupted	
Tb927.4.1100	Tb927.4.1100:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 292,921 - 293,507 (-)	ribosomal protein L21E (60S), putative	
Tb927.4.1110	Tb927.4.1110:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 293,731 - 295,687 (-)	hypothetical protein, conserved	
Tb927.4.1120	Tb927.4.1120:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 296,344 - 297,920 (-)	hypothetical protein, conserved	
Tb927.4.1130	Tb927.4.1130:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 298,120 - 299,342 (-)	Complex 1 protein (LYR family), putative	
Tb927.4.1140	Tb927.4.1140:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 300,197 - 302,033 (-)	phosphatidylinositol 4-kinase, putative	
Tb927.4.1150	Tb927.4.1150:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 302,414 - 304,677 (-)	hypothetical protein, conserved	
Tb927.4.1160	Tb927.4.1160:mRNA	T. brucei brucei TREU927	Tb927_04_v5.1: 306,804 - 309,661 (-)	hypothetical protein, conserved	
