[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb2.NT.1	Tb2.NT.1:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 10 - 723 (-)	Noncoding RNA, putative	
Tb2.NT.3	Tb2.NT.3:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 316,546 - 317,056 (+)	Noncoding RNA, putative	
Tb2.NT.37	Tb2.NT.37:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 679,284 - 679,720 (-)	Noncoding RNA, putative	
Tb2.NT.41	Tb2.NT.41:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 816,574 - 817,079 (-)	Noncoding RNA, putative	
Tb2.NT.50	Tb2.NT.50:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 905,341 - 905,521 (+)	Noncoding RNA, putative	
Tb2.NT.51	Tb2.NT.51:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 908,676 - 909,043 (+)	Noncoding RNA, putative	
Tb2.NT.57	Tb2.NT.57:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 977,410 - 977,799 (-)	Noncoding RNA, putative	
Tb2.NT.58	Tb2.NT.58:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 986,351 - 986,802 (-)	Noncoding RNA, putative	
Tb2.NT.61	Tb2.NT.61:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 1,007,898 - 1,008,349 (+)	Noncoding RNA, putative	
Tb2.NT.63	Tb2.NT.63:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 1,016,913 - 1,017,285 (+)	Noncoding RNA, putative	
Tb2.NT.8	Tb2.NT.8:ncRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 353,951 - 354,510 (+)	Noncoding RNA, putative	
Tb927.2.100	Tb927.2.100:mRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 1,683 - 4,236 (-)	retrotransposon hot spot protein 1 (RHS1), putative	
Tb927.2.1050	Tb927.2.1050:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_02_v5.1: 174,643 - 176,720 (-)	retrotransposon hot spot protein 1 (RHS1), interrupted	
Tb927.2.1060	Tb927.2.1060:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_02_v5.1: 177,859 - 178,692 (-)	retrotransposon hot spot protein 1 (RHS1), interrupted	
Tb927.2.1080	Tb927.2.1080:mRNA	T. brucei brucei TREU927	Tb927_02_v5.1: 178,829 - 181,713 (-)	retrotransposon hot spot protein 5 (RHS5), putative	
Tb927.2.1100	Tb927.2.1100:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_02_v5.1: 184,197 - 186,894 (-)	retrotransposon hot spot protein 3 (RHS3), degenerate	
Tb927.2.1110	Tb927.2.1110:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_02_v5.1: 187,019 - 190,235 (-)	DNA-directed RNA polymerase III subunit 2, pseudogene, putative	
