[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb05.30F7.410	Tb05.30F7.410:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 288,984 - 293,087 (-)	hypothetical protein	
Tb5.NT.17	Tb5.NT.17:ncRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 261,987 - 262,509 (-)	Noncoding RNA, putative	
Tb5.NT.35	Tb5.NT.35:ncRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 454,607 - 455,242 (+)	Noncoding RNA, putative	
Tb5.NT.46	Tb5.NT.46:ncRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 687,085 - 687,239 (+)	Noncoding RNA, putative	
Tb5.NT.60	Tb5.NT.60:ncRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 833,509 - 833,813 (+)	Noncoding RNA, putative	
Tb5.NT.61	Tb5.NT.61:ncRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 836,308 - 836,873 (+)	Noncoding RNA, putative	
Tb5.NT.67	Tb5.NT.67:ncRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 973,819 - 974,065 (-)	Noncoding RNA, putative	
Tb5.NT.75	Tb5.NT.75:ncRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 1,083,317 - 1,083,607 (-)	Noncoding RNA, putative	
Tb5.NT.81	Tb5.NT.81:ncRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 1,178,097 - 1,178,490 (+)	Noncoding RNA, putative	
Tb5.NT.86	Tb5.NT.86:ncRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 1,324,348 - 1,324,642 (-)	Noncoding RNA, putative	
Tb927.5.100	Tb927.5.100:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1: 965 - 1,855 (-)	expression site-associated gene 9 (ESAG9), degenerate	
Tb927.5.1000	Tb927.5.1000:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 385,212 - 386,972 (+)	ubiquitin-conjugating enzyme E2, putative	
Tb927.5.1010	Tb927.5.1010:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 387,489 - 392,109 (+)	hypothetical protein, conserved	
Tb927.5.1020	Tb927.5.1020:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 392,231 - 394,417 (+)	disulfide isomerase, putative	
Tb927.5.1030	Tb927.5.1030:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 394,565 - 395,367 (+)	Iron-sulfur assembly protein 2	
Tb927.5.1040	Tb927.5.1040:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 395,825 - 396,552 (+)	hypothetical protein	
Tb927.5.1050	Tb927.5.1050:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 396,939 - 400,358 (+)	hypothetical protein	
Tb927.5.1060	Tb927.5.1060:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 399,870 - 403,063 (+)	mitochondrial processing peptidase, beta subunit, putative	
Tb927.5.1070	Tb927.5.1070:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 403,216 - 406,204 (+)	OTU-like cysteine protease, putative	
Tb927.5.1080	Tb927.5.1080:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 407,825 - 409,323 (+)	RNA-binding protein, putative	
Tb927.5.1090	Tb927.5.1090:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 409,673 - 412,112 (+)	threonyl-tRNA synthetase, putative	
Tb927.5.110	Tb927.5.110:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 2,864 - 5,535 (-)	variant surface glycoprotein (VSG)-related, putative	
Tb927.5.1100	Tb927.5.1100:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 415,318 - 417,451 (+)	peroxisome targeting signal 1 receptor	
Tb927.5.1110	Tb927.5.1110:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 419,336 - 420,769 (+)	60S ribosomal protein L8, putative	
Tb927.5.1120	Tb927.5.1120:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 420,947 - 441,076 (+)	Phage tail fibre repeat, putative	
Tb927.5.1130	Tb927.5.1130:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 441,244 - 444,783 (+)	hypothetical protein, conserved	
Tb927.5.1140	Tb927.5.1140:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 445,150 - 447,101 (+)	choline/ethanolamine kinase	
Tb927.5.1145	Tb927.5.1145:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 449,004 - 450,012 (+)	hypothetical protein	
Tb927.5.1150	Tb927.5.1150:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 450,167 - 452,606 (+)	RNA helicase Prp43	
Tb927.5.1160	Tb927.5.1160:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 452,747 - 453,583 (+)	Degradation arginine-rich protein for mis-folding, putative	
Tb927.5.1170	Tb927.5.1170:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 455,354 - 455,956 (+)	hypothetical protein, conserved	
Tb927.5.1180	Tb927.5.1180:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 456,310 - 459,055 (+)	hypothetical protein, conserved	
Tb927.5.120	Tb927.5.120:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 10,959 - 13,012 (-)	expression site-associated gene 9 (ESAG9) protein, putative	
Tb927.5.1200	Tb927.5.1200:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 460,201 - 461,827 (+)	exosome component CSL4	
Tb927.5.1210	Tb927.5.1210:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 461,801 - 463,732 (+)	short-chain dehydrogenase, putative	
Tb927.5.1220	Tb927.5.1220:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 464,258 - 465,227 (+)	hypothetical protein, conserved	
Tb927.5.1230	Tb927.5.1230:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 465,363 - 467,604 (+)	hypothetical protein, conserved	
Tb927.5.1240	Tb927.5.1240:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 468,202 - 469,516 (+)	LicD family, putative	
Tb927.5.1250	Tb927.5.1250:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 469,672 - 472,184 (+)	GAF domain/TIP41-like family, putative	
Tb927.5.1260	Tb927.5.1260:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 472,304 - 476,079 (+)	Sulfate transporter N-terminal domain with GLY motif/Sulfate transporter family, putative	
Tb927.5.1270	Tb927.5.1270:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 476,769 - 477,768 (+)	hypothetical protein, conserved	
Tb927.5.1280	Tb927.5.1280:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 477,919 - 478,788 (+)	alanine racemase, putative	
Tb927.5.1290	Tb927.5.1290:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 479,324 - 480,781 (+)	hypothetical protein, conserved	
Tb927.5.130	Tb927.5.130:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 14,812 - 15,868 (-)	variant surface glycoprotein (VSG)-related, putative	
Tb927.5.1300	Tb927.5.1300:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 481,542 - 484,043 (+)	V-type proton ATPase subunit a, putative	
Tb927.5.1310	Tb927.5.1310:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 484,892 - 486,044 (+)	protoheme IX farnesyltransferase, putative	
Tb927.5.1320	Tb927.5.1320:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 487,419 - 490,066 (+)	hypothetical protein, conserved	
Tb927.5.1330	Tb927.5.1330:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 490,231 - 493,354 (+)	hypothetical protein, conserved	
Tb927.5.1340	Tb927.5.1340:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 493,679 - 496,303 (+)	pre-mRNA splicing factor, putative	
Tb927.5.1350	Tb927.5.1350:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 496,432 - 498,141 (+)	hypothetical protein, conserved	
Tb927.5.1360	Tb927.5.1360:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 498,288 - 499,623 (+)	nucleoside 2-deoxyribosyltransferase	
Tb927.5.1370	Tb927.5.1370:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 499,824 - 500,612 (+)	peptidyl-prolyl cis-trans isomerase, putative	
Tb927.5.1380	Tb927.5.1380:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 501,083 - 502,588 (+)	hypothetical protein	
Tb927.5.1390	Tb927.5.1390:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 505,659 - 507,016 (-)	64 kDa invariant surface glycoprotein	
Tb927.5.140	Tb927.5.140:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 17,942 - 18,610 (+)	hypothetical protein, conserved	
Tb927.5.1400	Tb927.5.1400:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 507,402 - 508,174 (-)	hypothetical protein	
Tb927.5.1410	Tb927.5.1410:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 508,589 - 509,949 (-)	64 kDa invariant surface glycoprotein	
Tb927.5.1420	Tb927.5.1420:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 510,341 - 511,113 (-)	hypothetical protein	
Tb927.5.1430	Tb927.5.1430:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 511,528 - 512,891 (-)	64 kDa invariant surface glycoprotein	
Tb927.5.1440	Tb927.5.1440:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 513,285 - 514,204 (-)	hypothetical protein	
Tb927.5.1450	Tb927.5.1450:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 516,166 - 520,286 (-)	receptor-type adenylate cyclase GRESAG 4, putative	
Tb927.5.1460	Tb927.5.1460:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 520,969 - 522,614 (-)	Possible lysine decarboxylase, putative	
Tb927.5.1470	Tb927.5.1470:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 522,981 - 524,982 (-)	NADH-cytochrome b5 reductase, putative	
Tb927.5.1480	Tb927.5.1480:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 525,222 - 527,447 (-)	hypothetical protein	
Tb927.5.1490	Tb927.5.1490:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 527,474 - 531,803 (-)	Eukaryotic translation initiation factor 4 gamma 1	
Tb927.5.150	Tb927.5.150:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 25,822 - 27,510 (+)	hypothetical protein, conserved	
Tb927.5.1500	Tb927.5.1500.1:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 531,979 - 533,947 (-)	hypothetical protein, conserved	
Tb927.5.1500	Tb927.5.1500.2:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 531,979 - 534,701 (-)	hypothetical protein, conserved	
Tb927.5.1510	Tb927.5.1510:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 534,219 - 535,930 (-)	hypothetical protein, conserved	
Tb927.5.1520	Tb927.5.1520:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 536,262 - 539,010 (-)	ATP-dependent protease ATPase subunit HslU1	
Tb927.5.1530	Tb927.5.1530:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 539,207 - 541,060 (-)	Flavin-binding monooxygenase-like, putative	
Tb927.5.1540	Tb927.5.1540:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 540,972 - 543,465 (-)	hypothetical protein, conserved	
Tb927.5.1550	Tb927.5.1550:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 543,987 - 545,810 (-)	mitochondrial carrier protein	
Tb927.5.1560	Tb927.5.1560:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 545,972 - 548,567 (-)	ATP-dependent DEAD/H RNA helicase, putative	
Tb927.5.1570	Tb927.5.1570:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 548,837 - 552,161 (-)	zinc finger CCCH domain containing protein 12	
Tb927.5.1580	Tb927.5.1580:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 552,260 - 555,599 (-)	zinc finger CCCH domain containing protein 13	
Tb927.5.1590	Tb927.5.1590:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 562,241 - 563,224 (+)	hypothetical protein, conserved	
Tb927.5.160	Tb927.5.160:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1: 28,637 - 30,332 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
Tb927.5.1600	Tb927.5.1600:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 564,982 - 567,799 (+)	hypothetical protein, conserved	
Tb927.5.1610	Tb927.5.1610:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 568,154 - 568,951 (+)	60S ribosomal protein L13a, putative	
Tb927.5.1620	Tb927.5.1620:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 569,207 - 570,410 (+)	hypothetical protein, conserved	
Tb927.5.1630	Tb927.5.1630:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1: 570,584 - 571,496 (+)	hypothetical protein, conserved	
