[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb8.NT.11	Tb8.NT.11:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 200,670 - 202,899 (-)	Noncoding RNA, putative	
Tb8.NT.128	Tb8.NT.128:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 2,244,584 - 2,246,360 (+)	Noncoding RNA, putative	
Tb8.NT.129	Tb8.NT.129:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 2,250,986 - 2,251,239 (+)	Noncoding RNA, putative	
Tb8.NT.13	Tb8.NT.13:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 267,137 - 267,403 (-)	Noncoding RNA, putative	
Tb8.NT.138	Tb8.NT.138:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 2,405,600 - 2,405,894 (+)	Noncoding RNA, putative	
Tb8.NT.18	Tb8.NT.18:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 417,773 - 418,533 (-)	Noncoding RNA, putative	
Tb8.NT.41	Tb8.NT.41:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 739,390 - 739,601 (+)	Noncoding RNA, putative	
Tb8.NT.42	Tb8.NT.42:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 767,297 - 767,521 (+)	Noncoding RNA, putative	
Tb8.NT.8	Tb8.NT.8:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 171,178 - 171,709 (-)	Noncoding RNA, putative	
Tb8.NT.9	Tb8.NT.9:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 189,238 - 189,777 (-)	Noncoding RNA, putative	
Tb8.NT.97	Tb8.NT.97:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 1,795,248 - 1,795,471 (+)	Noncoding RNA, putative	
Tb8.NT.99	Tb8.NT.99:ncRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 1,879,137 - 1,880,305 (+)	Noncoding RNA, putative	
Tb927.8.100	Tb927.8.100:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_08_v5.1: 2 - 1,327 (+)	variant surface glycoprotein, point mutation	
Tb927.8.1000	Tb927.8.1000:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 318,450 - 320,266 (-)	hypothetical protein, conserved	
Tb927.8.1010	Tb927.8.1010:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 320,505 - 322,488 (-)	chaperone protein DnaJ, putative	
Tb927.8.1020	Tb927.8.1020:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 322,613 - 326,228 (-)	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase, putative	
Tb927.8.1030	Tb927.8.1030:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 326,355 - 327,866 (-)	chaperone protein DnaJ, putative	
Tb927.8.1040	Tb927.8.1040:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 328,540 - 329,257 (-)	protein phosphatase inhibitor, putative	
Tb927.8.1050	Tb927.8.1050:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 329,013 - 338,871 (-)	hypothetical protein, conserved	
Tb927.8.1060	Tb927.8.1060:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 339,001 - 342,165 (-)	malonyl-CoA decarboxylase, mitochondrial precursor, putative	
Tb927.8.1070	Tb927.8.1070:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 342,260 - 345,192 (-)	hypothetical protein, conserved	
Tb927.8.1080	Tb927.8.1080:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 345,294 - 346,578 (-)	centrin, putative	
Tb927.8.1090	Tb927.8.1090:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 347,671 - 350,166 (-)	NPAPL	
Tb927.8.110	Tb927.8.110:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_08_v5.1: 3,244 - 4,698 (+)	variant surface glycoprotein, point mutation	
Tb927.8.1100	Tb927.8.1100:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 350,373 - 355,159 (-)	protein kinase, putative	
Tb927.8.1110	Tb927.8.1110:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 355,300 - 356,303 (-)	40S ribosomal protein S9, putative	
Tb927.8.1120	Tb927.8.1120:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 357,038 - 357,590 (-)	hypothetical protein, conserved	
Tb927.8.1130	Tb927.8.1130:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 357,788 - 364,726 (-)	protein phosphatase with EF-Hand domains, putative	
Tb927.8.1140	Tb927.8.1140:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 364,870 - 366,299 (-)	hypothetical protein, conserved	
Tb927.8.1150	Tb927.8.1150:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 366,439 - 368,626 (-)	kinetoplastid kinetochore protein 9	
Tb927.8.1160	Tb927.8.1160:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 369,465 - 372,912 (-)	vacuolar-type Ca2+-ATPase, putative	
Tb927.8.1170	Tb927.8.1170:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 373,426 - 374,487 (-)	eukaryotic translation initiation factor 3 subunit h	
Tb927.8.1180	Tb927.8.1180:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 375,186 - 379,041 (-)	vacuolar-type Ca2+-ATPase 1	
Tb927.8.1190	Tb927.8.1190:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 379,555 - 380,614 (-)	eukaryotic translation initiation factor 3 subunit h	
Tb927.8.120	Tb927.8.120:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_08_v5.1: 5,498 - 6,343 (+)	expression site-associated gene 3 (ESAG3), degenerate	
Tb927.8.1200	Tb927.8.1200:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 381,320 - 385,491 (-)	vacuolar-type Ca2+-ATPase 2	
Tb927.8.1210	Tb927.8.1210:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 385,805 - 388,023 (-)	hypothetical protein, conserved	
Tb927.8.1220	Tb927.8.1220:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_08_v5.1: 388,195 - 389,215 (-)	hypothetical protein, conserved (pseudogene)	
Tb927.8.1230	Tb927.8.1230:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 389,413 - 390,459 (-)	hypothetical protein, conserved	
Tb927.8.1240	Tb927.8.1240:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 390,667 - 393,466 (-)	electron transfer flavoprotein-ubiquinone oxidoreductase, putative	
Tb927.8.1250	Tb927.8.1250:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 394,308 - 396,916 (-)	Sel1 repeat, putative	
Tb927.8.1260	Tb927.8.1260:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 397,029 - 400,520 (-)	Molybdopterin guanine dinucleotide synthesis protein B, putative	
Tb927.8.1270	Tb927.8.1270:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 401,510 - 403,005 (-)	conserved protein	
Tb927.8.1280	Tb927.8.1280:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 403,359 - 409,909 (-)	hypothetical protein, conserved	
Tb927.8.1290	Tb927.8.1290:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 410,088 - 417,663 (-)	hypothetical protein, conserved	
Tb927.8.130	Tb927.8.130:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 7,309 - 10,072 (+)	variant surface glycoprotein (VSG, atypical), putative	
Tb927.8.1300	Tb927.8.1300:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 419,694 - 422,815 (-)	hypothetical protein, conserved	
Tb927.8.1305	Tb927.8.1305:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 423,631 - 423,747 (-)	hypothetical protein	
Tb927.8.1310	Tb927.8.1310:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 423,870 - 425,679 (-)	mitochondrial carrier protein	
Tb927.8.1320	Tb927.8.1320:mRNA	T. brucei brucei TREU927	Tb927_08_v5.1: 425,782 - 428,007 (-)	hypothetical protein, conserved	
