[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.430605.10	TcCLB.430605.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 276,936 - 279,926 (+)	hypothetical protein, conserved	
TcCLB.430605.20	TcCLB.430605.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 275,285 - 276,313 (+)	PTP1-interacting protein, 39 kDa, putative	
TcCLB.430605.29	TcCLB.430605.29:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 273,478 - 274,122 (+)	40S ribosomal protein S3, putative	
TcCLB.430605.40	TcCLB.430605.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 271,646 - 272,554 (+)	ERV/ALR sulfhydryl oxidase domain-containing protein	
TcCLB.482369.10	TcCLB.482369.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 282,052 - 283,509 (+)	protein phosphatase 2A regulatory subunit, putative	
TcCLB.482369.20	TcCLB.482369.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 284,072 - 287,380 (+)	hypothetical protein, conserved	
TcCLB.482369.29	TcCLB.482369.29:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 287,808 - 288,518 (+)	arginine kinase (fragment)	
TcCLB.487507.10	TcCLB.487507.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 253,277 - 253,876 (+)	tryparedoxin peroxidase, putative	
TcCLB.504341.10	TcCLB.504341.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 1,798 - 4,581 (-)	trans-sialidase, Group IV, putative	
TcCLB.504341.20	TcCLB.504341.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 6,725 - 7,261 (-)	trans-sialidase, putative	
TcCLB.504343.10	TcCLB.504343.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 56,687 - 59,089 (-)	trans-sialidase, Group II, putative	
TcCLB.504343.30	TcCLB.504343.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 60,071 - 61,849 (-)	retrotransposon hot spot (RHS) protein, putative	
TcCLB.504449.14	TcCLB.504449.14:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 234,845 - 240,766 (+)	hypothetical protein, conserved (fragment)	
TcCLB.504449.30	TcCLB.504449.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr7-S: 231,220 - 234,132 (+)	hypothetical protein, conserved	
