[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.422319.10	TcCLB.422319.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 581,629 - 582,312 (-)	hypothetical protein	
TcCLB.503937.40	TcCLB.503937.40:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 177,971 - 180,022 (-)	trans-sialidase (pseudogene), putative	
TcCLB.504017.10	TcCLB.504017.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 151,262 - 151,657 (-)	transcription factor btf3, putative	
TcCLB.504017.20	TcCLB.504017.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 149,641 - 150,618 (-)	hypothetical protein, conserved	
TcCLB.504017.30	TcCLB.504017.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 146,729 - 149,257 (-)	hypothetical protein, conserved	
TcCLB.504017.40	TcCLB.504017.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 145,379 - 146,500 (-)	aminomethyltransferase, mitochondrial, putative	
TcCLB.504017.50	TcCLB.504017.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 144,225 - 144,572 (-)	hypothetical protein, conserved	
TcCLB.504017.54	TcCLB.504017.54:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 142,952 - 143,809 (-)	hypothetical protein, conserved	
TcCLB.504017.60	TcCLB.504017.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 141,167 - 142,582 (-)	hypothetical protein, conserved	
TcCLB.504017.70	TcCLB.504017.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 138,627 - 140,816 (-)	hypothetical protein	
TcCLB.504017.79	TcCLB.504017.79:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 137,037 - 138,019 (-)	glycyl-tRNA synthetase, putative	
TcCLB.506961.10	TcCLB.506961.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 118 - 2,046 (-)	retrotransposon hot spot (RHS) protein, putative	
TcCLB.506961.104	TcCLB.506961.104:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 38,756 - 39,820 (-)	ATP-dependent DEAD/H RNA helicase (pseudogene), putative	
TcCLB.506961.110	TcCLB.506961.110:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 40,642 - 43,569 (-)	hypothetical protein, conserved (pseudogene)	
TcCLB.506961.130	TcCLB.506961.130:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 44,298 - 46,358 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.506961.150	TcCLB.506961.150:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 50,976 - 54,155 (-)	trans-sialidase, Group VIII, putative	
TcCLB.506961.160	TcCLB.506961.160:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 55,432 - 58,458 (-)	retrotransposon hot spot (RHS) protein, putative	
TcCLB.506961.20	TcCLB.506961.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 2,422 - 2,742 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.506961.25	TcCLB.506961.25:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 3,813 - 6,947 (-)	trans-sialidase, Group I, putative	
TcCLB.506961.30	TcCLB.506961.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 8,637 - 9,026 (-)	hypothetical protein	
TcCLB.506961.35	TcCLB.506961.35:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 9,707 - 10,441 (-)	trans-sialidase (pseudogene), putative	
TcCLB.506961.40	TcCLB.506961.40:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 11,384 - 13,990 (-)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.506961.50	TcCLB.506961.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 16,478 - 26,884 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.506961.70	TcCLB.506961.70:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 29,739 - 32,123 (-)	trans-sialidase (pseudogene), putative	
TcCLB.506961.90	TcCLB.506961.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 33,455 - 36,463 (-)	retrotransposon hot spot (RHS) protein, putative	
TcCLB.506961.97	TcCLB.506961.97:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 38,093 - 38,593 (-)	N-acetyltransferase complex ARD1 subunit (pseudogene), putative	
TcCLB.506963.10	TcCLB.506963.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 151,843 - 152,505 (-)	60S ribosomal protein L10a, putative	
TcCLB.506963.100	TcCLB.506963.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 168,431 - 169,498 (-)	hypothetical protein, conserved	
TcCLB.506963.110	TcCLB.506963.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 169,813 - 170,538 (-)	NUDIX hydrolase 3, putative	
TcCLB.506963.14	TcCLB.506963.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 152,874 - 153,134 (-)	40S ribosomal protein S27, putative	
TcCLB.506963.150	TcCLB.506963.150:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 175,600 - 175,974 (-)	dispersed gene family protein 1 (DGF-1, pseudogene), putative	
TcCLB.506963.20	TcCLB.506963.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 153,464 - 153,979 (-)	60S ribosomal protein L34, putative	
TcCLB.506963.30	TcCLB.506963.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 154,282 - 154,950 (-)	hypothetical protein, conserved	
TcCLB.506963.40	TcCLB.506963.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 155,455 - 157,338 (-)	hypothetical protein, conserved	
TcCLB.506963.60	TcCLB.506963.60:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 157,610 - 158,914 (-)	hypothetical protein, conserved (pseudogene)	
TcCLB.506963.70	TcCLB.506963.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 162,675 - 163,493 (-)	hypothetical protein, conserved	
TcCLB.506963.80	TcCLB.506963.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 164,075 - 167,272 (-)	hypothetical protein, conserved	
TcCLB.506963.90	TcCLB.506963.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 167,696 - 168,154 (-)	calmodulin, putative	
TcCLB.506965.10	TcCLB.506965.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 392,790 - 393,605 (+)	mucin TcMUCII, putative	
TcCLB.506965.100	TcCLB.506965.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 407,215 - 408,192 (+)	Mucin-associated surface protein (MASP), subgroup S110	
TcCLB.506965.110	TcCLB.506965.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 409,843 - 410,253 (+)	hypothetical protein	
TcCLB.506965.120	TcCLB.506965.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 410,579 - 410,887 (+)	hypothetical protein	
TcCLB.506965.130	TcCLB.506965.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 411,703 - 412,929 (+)	Mucin-associated surface protein (MASP), subgroup S091	
TcCLB.506965.140	TcCLB.506965.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 417,205 - 418,290 (-)	Mucin-associated surface protein (MASP), subgroup S030	
TcCLB.506965.160	TcCLB.506965.160:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 419,010 - 419,867 (-)	hypothetical protein	
TcCLB.506965.170	TcCLB.506965.170:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 421,607 - 423,886 (-)	trans-sialidase, Group V, putative	
TcCLB.506965.180	TcCLB.506965.180:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 424,891 - 425,730 (-)	Mucin-associated surface protein (MASP), subgroup S013	
TcCLB.506965.190	TcCLB.506965.190:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 426,186 - 426,818 (-)	mucin TcMUCII, putative	
TcCLB.506965.20	TcCLB.506965.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 394,149 - 395,123 (+)	Mucin-associated surface protein (MASP), subgroup S110	
TcCLB.506965.40	TcCLB.506965.40:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 397,290 - 399,311 (+)	trans-sialidase (pseudogene), putative	
TcCLB.506965.60	TcCLB.506965.60:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 400,699 - 401,007 (+)	elongation factor 1-gamma (EF-1-gamma, pseudogene), putative	
TcCLB.506965.70	TcCLB.506965.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 401,243 - 402,463 (+)	Mucin-associated surface protein (MASP), subgroup S098	
TcCLB.506965.90	TcCLB.506965.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 406,078 - 406,686 (+)	mucin TcMUCII, putative	
TcCLB.506967.10	TcCLB.506967.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 448,496 - 450,835 (-)	trans-sialidase, Group V, putative	
TcCLB.506967.100	TcCLB.506967.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 478,763 - 479,869 (+)	Mucin-associated surface protein (MASP), subgroup S016	
TcCLB.506967.110	TcCLB.506967.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 482,166 - 482,741 (-)	mucin TcMUCII, putative	
TcCLB.506967.13	TcCLB.506967.13:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 452,770 - 453,651 (-)	hypothetical protein, conserved	
TcCLB.506967.140	TcCLB.506967.140:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 488,510 - 489,292 (-)	Mucin-associated surface protein (MASP) (pseudogene)	
TcCLB.506967.150	TcCLB.506967.150:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 490,362 - 492,473 (-)	trans-sialidase (pseudogene), putative	
TcCLB.506967.16	TcCLB.506967.16:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 456,034 - 456,990 (+)	surface protease GP63 (pseudogene), putative	
TcCLB.506967.20	TcCLB.506967.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 457,121 - 457,660 (+)	hypothetical protein	
TcCLB.506967.27	TcCLB.506967.27:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 458,260 - 460,119 (+)	syntaxin binding protein (pseudogene), putative	
TcCLB.506967.34	TcCLB.506967.34:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 460,521 - 461,234 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.506967.40	TcCLB.506967.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 462,006 - 462,632 (+)	mucin TcMUCII, putative	
TcCLB.506967.50	TcCLB.506967.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 463,113 - 464,132 (+)	Mucin-associated surface protein (MASP), subgroup S015	
TcCLB.506967.60	TcCLB.506967.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 465,485 - 468,388 (+)	trans-sialidase, Group VI, putative	
TcCLB.506967.65	TcCLB.506967.65:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 470,157 - 470,975 (+)	mucin TcMUCII (pseudogene), putative	
TcCLB.506967.70	TcCLB.506967.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 471,425 - 472,615 (+)	Mucin-associated surface protein (MASP), subgroup S031	
TcCLB.507237.10	TcCLB.507237.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 583,331 - 585,607 (-)	trans-sialidase, Group V, putative	
TcCLB.507237.100	TcCLB.507237.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 602,549 - 603,523 (+)	Mucin-associated surface protein (MASP), subgroup S112	
TcCLB.507237.110	TcCLB.507237.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr18-S: 604,796 - 605,203 (+)	elongation factor 1-gamma (EF-1-gamma), putative	
