[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.401569.10	TcCLB.401569.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 203,490 - 204,662 (+)	trans-sialidase, putative	
TcCLB.418613.20	TcCLB.418613.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 448,939 - 449,733 (+)	Mucin-associated surface protein (MASP) (fragment)	
TcCLB.441241.10	TcCLB.441241.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 726,213 - 727,451 (+)	microtubule-associated protein Gb4, putative (fragment)	
TcCLB.444331.10	TcCLB.444331.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 446,896 - 447,552 (+)	Mucin-associated surface protein (MASP)	
TcCLB.458153.10	TcCLB.458153.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 684,295 - 685,584 (+)	serine/threonine protein phosphatase, putative (fragment)	
TcCLB.503407.10	TcCLB.503407.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 682,315 - 682,929 (+)	hypothetical protein, conserved	
TcCLB.503407.20	TcCLB.503407.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 679,698 - 681,923 (+)	SUMO1/Ulp2, putative	
TcCLB.503409.10	TcCLB.503409.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 674,263 - 676,737 (+)	hypothetical protein, conserved	
TcCLB.503409.20	TcCLB.503409.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 672,427 - 673,830 (+)	hypothetical protein, conserved	
TcCLB.503881.10	TcCLB.503881.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 735,610 - 737,007 (+)	kynureninase, putative	
TcCLB.503881.20	TcCLB.503881.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 733,545 - 734,681 (+)	GDP-mannose 4,6 dehydratase, putative	
TcCLB.503881.30	TcCLB.503881.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 730,729 - 732,237 (+)	retrotransposon hot spot (RHS) protein, putative	
TcCLB.503881.39	TcCLB.503881.39:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 729,394 - 729,642 (+)	ribosomal protein L38, putative	
TcCLB.503881.4	TcCLB.503881.4:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 739,499 - 739,787 (+)	hypothetical protein, conserved	
TcCLB.503881.50	TcCLB.503881.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 727,554 - 728,333 (+)	hypothetical protein, conserved	
TcCLB.504053.10	TcCLB.504053.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 706,544 - 710,647 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.504421.10	TcCLB.504421.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 654,686 - 657,505 (+)	serine/threonine protein kinase, putative	
TcCLB.504421.19	TcCLB.504421.19:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 652,990 - 653,634 (+)	hypothetical protein, conserved	
TcCLB.504423.10	TcCLB.504423.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 650,243 - 650,878 (+)	hypothetical protein, conserved	
TcCLB.504423.15	TcCLB.504423.15:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 647,732 - 648,325 (+)	hypothetical protein, conserved	
TcCLB.504423.20	TcCLB.504423.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 645,923 - 647,131 (+)	electon transport protein SCO1/SCO2, putative	
TcCLB.504423.30	TcCLB.504423.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 642,106 - 644,571 (+)	hypothetical protein, conserved	
TcCLB.504769.10	TcCLB.504769.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 990,424 - 991,287 (+)	hypothetical protein	
TcCLB.504769.100	TcCLB.504769.100:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 1,006,993 - 1,009,290 (+)	trans-sialidase, Group II, putative	
TcCLB.504769.140	TcCLB.504769.140:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 1,014,604 - 1,015,710 (+)	trans-sialidase, Group VIII, putative	
TcCLB.504769.150	TcCLB.504769.150:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr33-S: 1,016,632 - 1,017,081 (+)	hypothetical protein	
