[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.401041.10	TcCLB.401041.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 586,977 - 588,116 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.420091.10	TcCLB.420091.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 33,364 - 34,173 (-)	dispersed gene family protein 1 (DGF-1), putative	
TcCLB.421619.10	TcCLB.421619.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 334,598 - 336,010 (-)	hypothetical protein	
TcCLB.442427.10	TcCLB.442427.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 194,815 - 195,717 (+)	trans-sialidase (pseudogene), putative	
TcCLB.457109.9	TcCLB.457109.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 26,794 - 28,041 (-)	dispersed gene family protein 1 (DGF-1), putative (fragment)	
TcCLB.459793.10	TcCLB.459793.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 206,151 - 206,528 (+)	mucin TcMUCI, putative	
TcCLB.459793.20	TcCLB.459793.20:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 207,003 - 207,515 (+)	Mucin-associated surface protein (MASP) (pseudogene)	
TcCLB.503821.10	TcCLB.503821.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 392,988 - 393,221 (-)	DNA-directed RNA polymerase I subunit, putative	
TcCLB.503821.19	TcCLB.503821.19:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 391,140 - 392,341 (-)	hypothetical protein, conserved	
TcCLB.503821.5	TcCLB.503821.5:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 394,534 - 394,776 (-)	hypothetical protein, conserved	
TcCLB.504011.30	TcCLB.504011.30:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 428,871 - 430,667 (+)	surface protease GP63 (pseudogene), putative	
TcCLB.504011.40	TcCLB.504011.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 430,977 - 431,855 (-)	XPA-interacting protein, putative	
TcCLB.504011.60	TcCLB.504011.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 432,272 - 433,333 (-)	hypothetical protein, conserved	
TcCLB.504011.70	TcCLB.504011.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 433,700 - 434,242 (-)	hypothetical protein, conserved	
TcCLB.504011.80	TcCLB.504011.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 435,553 - 436,638 (-)	hypothetical protein, conserved	
TcCLB.504087.10	TcCLB.504087.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 375,864 - 377,726 (-)	hypothetical protein, conserved	
TcCLB.504087.20	TcCLB.504087.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 380,065 - 389,016 (-)	hypothetical protein	
TcCLB.504089.14	TcCLB.504089.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 139,056 - 142,462 (+)	hypothetical protein, conserved	
TcCLB.504089.30	TcCLB.504089.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 136,087 - 138,879 (+)	hypothetical protein, conserved	
TcCLB.504089.40	TcCLB.504089.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 133,713 - 135,743 (+)	long-chain-fatty-acid-CoA ligase, putative	
TcCLB.504089.50	TcCLB.504089.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 131,218 - 133,008 (+)	Flagellar radial spoke protein 4/6	
TcCLB.504089.54	TcCLB.504089.54:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 127,613 - 130,897 (+)	protein kinase, putative	
TcCLB.504089.60	TcCLB.504089.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 126,957 - 127,325 (+)	hypothetical protein, conserved	
TcCLB.504089.70	TcCLB.504089.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 126,249 - 126,602 (+)	hypothetical protein, conserved	
TcCLB.504089.79	TcCLB.504089.79:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 121,053 - 122,795 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.504101.10	TcCLB.504101.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 337,413 - 338,609 (-)	hypothetical protein	
TcCLB.504101.40	TcCLB.504101.40:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 338,959 - 341,238 (-)	trans-sialidase (pseudogene), putative	
TcCLB.504101.50	TcCLB.504101.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 341,906 - 344,245 (-)	trans-sialidase, Group V, putative	
TcCLB.504127.10	TcCLB.504127.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 38,575 - 39,447 (-)	surface protease GP63 (pseudogene), putative	
TcCLB.504127.20	TcCLB.504127.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 36,735 - 37,844 (-)	hypothetical protein	
TcCLB.504127.30	TcCLB.504127.30.1	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 34,738 - 36,638 (-)	trans-sialidase (pseudogene), putative	
TcCLB.506179.10	TcCLB.506179.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 108,690 - 111,128 (-)	ferric reductase transmembrane protein, putative	
TcCLB.506179.20	TcCLB.506179.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 105,944 - 107,491 (-)	hypothetical protein, conserved	
TcCLB.506179.30	TcCLB.506179.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 102,789 - 104,591 (-)	hypothetical protein, conserved	
TcCLB.506179.40	TcCLB.506179.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 100,408 - 102,474 (-)	hypothetical protein, conserved	
TcCLB.506179.5	TcCLB.506179.5:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 112,393 - 112,638 (-)	ferric reductase transmembrane protein, putative (fragment)	
TcCLB.506179.50	TcCLB.506179.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 98,706 - 99,899 (-)	hypothetical protein, conserved	
TcCLB.506179.59	TcCLB.506179.59:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 97,278 - 98,332 (-)	ATP-dependent RNA helicase, putative (fragment)	
TcCLB.506181.10	TcCLB.506181.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 87,839 - 89,542 (-)	hypothetical protein, conserved	
TcCLB.506181.104	TcCLB.506181.104:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 67,760 - 68,263 (-)	actyltransferase-like protein	
TcCLB.506181.110	TcCLB.506181.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 66,016 - 66,819 (-)	hypothetical protein, conserved	
TcCLB.506181.120	TcCLB.506181.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 65,036 - 65,710 (-)	hypothetical protein, conserved	
TcCLB.506181.130	TcCLB.506181.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 62,560 - 64,692 (-)	hypothetical protein	
TcCLB.506181.140	TcCLB.506181.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 58,556 - 61,846 (-)	hypothetical protein	
TcCLB.506181.150	TcCLB.506181.150:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 55,939 - 58,233 (-)	hypothetical protein (fragment)	
TcCLB.506181.20	TcCLB.506181.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 83,991 - 87,068 (-)	hypothetical protein, conserved	
TcCLB.506181.30	TcCLB.506181.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 83,039 - 83,611 (-)	hypothetical protein, conserved	
TcCLB.506181.40	TcCLB.506181.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 80,958 - 82,511 (-)	hypothetical protein, conserved	
TcCLB.506181.50	TcCLB.506181.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 79,710 - 80,606 (-)	60S ribosomal protein L18, putative	
TcCLB.506181.59	TcCLB.506181.59:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 78,693 - 79,118 (-)	40S ribosomal protein S12, putative	
TcCLB.506181.70	TcCLB.506181.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 73,828 - 78,132 (-)	hypothetical protein, conserved	
TcCLB.506181.80	TcCLB.506181.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 71,151 - 71,951 (-)	hypothetical protein, conserved	
TcCLB.506181.90	TcCLB.506181.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 69,414 - 71,069 (-)	F-actin capping protein, putative	
TcCLB.506181.97	TcCLB.506181.97:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 68,404 - 69,111 (-)	hypothetical protein, conserved	
TcCLB.506227.10	TcCLB.506227.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 191,056 - 192,471 (+)	amino acid transporter, putative	
TcCLB.506227.100	TcCLB.506227.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr14-S: 176,092 - 176,436 (+)	hypothetical protein, conserved	
