[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.403153.10	TcCLB.403153.10:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 210,259 - 211,056 (-)	receptor-type adenylate cyclase (pseudogene), putative	
TcCLB.403153.20	TcCLB.403153.20:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 211,555 - 211,734 (-)	receptor-type adenylate cyclase (pseudogene), putative	
TcCLB.412943.9	TcCLB.412943.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 1,150,624 - 1,151,260 (-)	hypothetical protein, conserved (fragment)	
TcCLB.423205.10	TcCLB.423205.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 927,514 - 927,921 (-)	trans-sialidase, putative (fragment)	
TcCLB.424795.10	TcCLB.424795.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 895,345 - 895,773 (-)	hypothetical protein, conserved	
TcCLB.430895.10	TcCLB.430895.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 900,005 - 900,784 (-)	hypothetical protein, conserved	
TcCLB.430895.16	TcCLB.430895.16:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 895,878 - 896,162 (-)	hypothetical protein, conserved (fragment)	
TcCLB.430895.4	TcCLB.430895.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 902,202 - 902,345 (-)	hypothetical protein, conserved	
TcCLB.434259.10	TcCLB.434259.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 662,579 - 663,634 (+)	RNA polymerase-associated protein CTR9, putative	
TcCLB.434259.19	TcCLB.434259.19:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 664,413 - 664,870 (+)	hypothetical protein, conserved	
TcCLB.437121.9	TcCLB.437121.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 567,165 - 569,312 (-)	hypothetical protein, conserved (fragment)	
TcCLB.438897.10	TcCLB.438897.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 664,972 - 665,562 (+)	hypothetical protein, conserved	
TcCLB.468941.9	TcCLB.468941.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 817,990 - 819,345 (+)	ATP-dependent DEAD/H RNA helicase, putative (fragment)	
TcCLB.479253.9	TcCLB.479253.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 902,447 - 902,872 (-)	hypothetical protein, conserved (fragment)	
TcCLB.480997.10	TcCLB.480997.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 442,300 - 444,069 (-)	hypothetical protein, conserved	
TcCLB.484949.9	TcCLB.484949.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 792,017 - 793,985 (+)	AGC/RSK family serine/threonine kinase, putative (fragment)	
TcCLB.503575.27	TcCLB.503575.27:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 934,171 - 935,118 (-)	hypothetical protein, conserved	
TcCLB.503575.34	TcCLB.503575.34:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 935,543 - 935,791 (-)	ribosomal protein L38, putative	
TcCLB.503575.40	TcCLB.503575.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 935,997 - 936,461 (-)	hypothetical protein, conserved	
TcCLB.503575.50	TcCLB.503575.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 937,134 - 939,245 (-)	fatty acyl CoA synthetase, putative	
TcCLB.503575.54	TcCLB.503575.54:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 939,714 - 940,640 (-)	hypothetical protein, conserved	
TcCLB.503575.60	TcCLB.503575.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 941,313 - 942,431 (-)	protein kinase, putative	
TcCLB.503577.20	TcCLB.503577.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr36-S: 949,492 - 950,193 (-)	U2 splicing auxiliary factor, putative	
