[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.421959.10	TcCLB.421959.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 197,990 - 198,961 (-)	Eukaryotic translation initiation factor 4E-4	
TcCLB.469785.10	TcCLB.469785.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 597,000 - 598,604 (-)	hypothetical protein, conserved	
TcCLB.469785.20	TcCLB.469785.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 598,996 - 599,778 (-)	hypothetical protein, conserved	
TcCLB.469785.30	TcCLB.469785.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 600,072 - 601,328 (-)	hypothetical protein	
TcCLB.469785.40	TcCLB.469785.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 602,564 - 603,202 (-)	RNA-binding protein, putative	
TcCLB.469785.5	TcCLB.469785.5:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 596,249 - 596,716 (-)	hypothetical protein, conserved (fragment)	
TcCLB.503483.9	TcCLB.503483.9:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 963,723 - 966,472 (+)	retrotransposon hot spot (RHS) protein, putative	
TcCLB.503835.10	TcCLB.503835.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 300,585 - 301,154 (+)	hypothetical protein, conserved	
TcCLB.503835.20	TcCLB.503835.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 301,502 - 301,873 (+)	hypothetical protein, conserved	
TcCLB.503835.30	TcCLB.503835.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 302,306 - 303,067 (+)	hypothetical protein, conserved	
TcCLB.503835.39	TcCLB.503835.39:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 303,324 - 304,668 (+)	hypothetical protein, conserved	
TcCLB.503835.5	TcCLB.503835.5:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 299,191 - 299,397 (+)	rac serine threonine protein kinase, putative	
TcCLB.503909.100	TcCLB.503909.100:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 549,350 - 550,642 (+)	mannosyltransferase, putative	
TcCLB.503909.110	TcCLB.503909.110:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 548,285 - 548,677 (+)	intraflagellar transport (IFT) protein, putative	
TcCLB.503909.120	TcCLB.503909.120:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 546,985 - 547,839 (+)	cyclosome subunit, putative	
TcCLB.503909.19	TcCLB.503909.19:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 570,296 - 574,090 (+)	dispersed gene family protein 1 (DGF-1), putative (fragment)	
TcCLB.503909.40	TcCLB.503909.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 567,123 - 567,659 (+)	hypothetical protein	
TcCLB.503909.44	TcCLB.503909.44:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 561,658 - 562,149 (+)	hypothetical protein, conserved	
TcCLB.503909.50	TcCLB.503909.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 559,728 - 561,347 (+)	hypothetical protein, conserved	
TcCLB.503909.60	TcCLB.503909.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr32-S: 558,750 - 559,376 (+)	hypothetical protein, conserved	
