[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.408345.10	TcCLB.408345.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 373,065 - 373,472 (+)	hypothetical protein, conserved	
TcCLB.408345.20	TcCLB.408345.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 373,888 - 374,709 (+)	2-oxoglutarate dehydrogenase subunit, putative (fragment)	
TcCLB.408799.10	TcCLB.408799.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 890,619 - 891,443 (-)	hypothetical protein, conserved	
TcCLB.408799.19	TcCLB.408799.19:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 889,585 - 890,122 (-)	isopentenyl-diphosphate delta-isomerase (fragment)	
TcCLB.419469.14	TcCLB.419469.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 803,626 - 804,143 (-)	kinesin, putative	
TcCLB.419469.30	TcCLB.419469.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 806,158 - 807,954 (-)	hypothetical protein, conserved	
TcCLB.445281.9	TcCLB.445281.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 287,672 - 288,939 (+)	calpain-like cysteine peptidase, putative	
TcCLB.483623.10	TcCLB.483623.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 891,646 - 892,686 (-)	hypothetical protein, conserved	
TcCLB.484311.10	TcCLB.484311.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 257,244 - 259,136 (+)	calpain-like cysteine peptidase, putative (fragment)	
TcCLB.503433.10	TcCLB.503433.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 531,176 - 532,447 (+)	hypothetical protein, conserved	
TcCLB.503433.20	TcCLB.503433.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 533,220 - 534,749 (+)	hypothetical protein, conserved	
TcCLB.503433.30	TcCLB.503433.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 535,399 - 535,866 (+)	hypothetical protein, conserved	
TcCLB.503557.10	TcCLB.503557.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,544,936 - 1,545,676 (+)	hypothetical protein, conserved	
TcCLB.503557.14	TcCLB.503557.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,546,244 - 1,546,531 (+)	hypothetical protein, conserved	
TcCLB.503557.20	TcCLB.503557.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,546,995 - 1,547,609 (+)	ankyrin repeat protein, putative	
TcCLB.503557.30	TcCLB.503557.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,547,875 - 1,549,170 (+)	hypothetical protein, conserved	
TcCLB.503557.40	TcCLB.503557.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,549,693 - 1,550,553 (+)	Present in the outer mitochondrial membrane proteome 8	
TcCLB.503557.49	TcCLB.503557.49:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,550,800 - 1,551,279 (+)	hypothetical protein, conserved (fragment)	
TcCLB.503651.10	TcCLB.503651.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,721,502 - 1,722,890 (-)	Cytokinesis initiation factor 2	
TcCLB.503651.20	TcCLB.503651.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,723,071 - 1,723,967 (-)	hypothetical protein	
TcCLB.503651.30	TcCLB.503651.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,724,265 - 1,725,047 (-)	hypothetical protein	
TcCLB.503651.4	TcCLB.503651.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,719,404 - 1,720,978 (-)	hypothetical protein, conserved (fragment)	
TcCLB.503651.40	TcCLB.503651.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,725,492 - 1,726,445 (-)	hypothetical protein	
TcCLB.503651.49	TcCLB.503651.49:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,726,676 - 1,727,413 (-)	hypothetical protein, conserved (pseudogene)	
TcCLB.503669.10	TcCLB.503669.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,095,927 - 1,097,426 (-)	hypothetical protein, conserved	
TcCLB.503669.20	TcCLB.503669.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,094,414 - 1,095,280 (-)	hypothetical protein, conserved	
TcCLB.503669.30	TcCLB.503669.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,093,159 - 1,094,088 (-)	hypothetical protein, conserved	
TcCLB.503669.39	TcCLB.503669.39:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 1,092,493 - 1,092,792 (-)	hypothetical protein, conserved (fragment)	
TcCLB.503793.10	TcCLB.503793.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 377,008 - 378,021 (+)	2-oxoglutarate dehydrogenase subunit, putative	
TcCLB.503793.20	TcCLB.503793.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 379,142 - 380,494 (+)	phosphatidylinositol (3,5) kinase, putative (fragment)	
TcCLB.503887.10	TcCLB.503887.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 820,278 - 821,195 (-)	hypothetical protein, conserved	
TcCLB.503887.20	TcCLB.503887.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 819,298 - 819,735 (-)	hypothetical protein	
TcCLB.503887.30	TcCLB.503887.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 817,854 - 819,125 (-)	hypothetical protein, conserved	
TcCLB.503887.40	TcCLB.503887.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 817,103 - 817,465 (-)	hypothetical protein, conserved	
TcCLB.503887.50	TcCLB.503887.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 813,908 - 816,247 (-)	hypothetical protein, conserved	
TcCLB.503887.60	TcCLB.503887.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 811,590 - 812,456 (-)	glycerolphosphate mutase, putative	
TcCLB.503887.70	TcCLB.503887.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 809,603 - 810,601 (-)	phosphoglycerate mutase, putative	
TcCLB.503887.79	TcCLB.503887.79:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 808,492 - 809,044 (-)	hypothetical protein, conserved	
TcCLB.503893.10	TcCLB.503893.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 328,533 - 329,324 (+)	copper-transporting ATPase-like protein, putative	
TcCLB.503893.100	TcCLB.503893.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 341,580 - 341,909 (+)	hypothetical protein, conserved	
TcCLB.503893.120	TcCLB.503893.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 344,724 - 345,632 (+)	calcium uniporter protein, mitochondrial, putative	
TcCLB.503893.130	TcCLB.503893.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 346,615 - 349,116 (+)	hypothetical protein, conserved	
TcCLB.503893.140	TcCLB.503893.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 349,717 - 351,399 (+)	hypothetical protein, conserved	
TcCLB.503893.150	TcCLB.503893.150:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 352,123 - 361,029 (+)	hypothetical protein, conserved	
TcCLB.503893.160	TcCLB.503893.160:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 362,618 - 363,889 (+)	hypothetical protein, conserved	
TcCLB.503893.170	TcCLB.503893.170:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 364,473 - 366,995 (+)	hypothetical protein, conserved	
TcCLB.503893.181	TcCLB.503893.181:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 367,531 - 367,914 (+)	hypothetical protein, conserved (fragment)	
TcCLB.503893.30	TcCLB.503893.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 330,117 - 330,626 (+)	hypothetical protein, conserved	
TcCLB.503893.40	TcCLB.503893.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 331,547 - 332,587 (+)	hypothetical protein, conserved	
TcCLB.503893.50	TcCLB.503893.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 334,513 - 335,727 (+)	hypothetical protein, conserved	
TcCLB.503893.60	TcCLB.503893.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 336,043 - 337,179 (+)	hypothetical protein, conserved	
TcCLB.503893.70	TcCLB.503893.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 338,014 - 338,991 (+)	reductase, putative	
TcCLB.503893.80	TcCLB.503893.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 339,346 - 339,954 (+)	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	
TcCLB.503893.90	TcCLB.503893.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 340,736 - 341,080 (+)	hypothetical protein, conserved	
TcCLB.504107.10	TcCLB.504107.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 268,291 - 270,018 (+)	calpain-like cysteine peptidase, putative (fragment)	
TcCLB.504153.10	TcCLB.504153.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 648,612 - 649,538 (+)	hypothetical protein, conserved	
TcCLB.504153.100	TcCLB.504153.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 678,257 - 679,891 (-)	Tubulin cofactor C domain-containing protein 1, putative	
TcCLB.504153.110	TcCLB.504153.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 680,397 - 681,206 (-)	hypothetical protein, conserved	
TcCLB.504153.120	TcCLB.504153.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 682,117 - 685,977 (-)	hypothetical protein, conserved	
TcCLB.504153.129	TcCLB.504153.129:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 686,713 - 687,006 (-)	hypothetical protein, conserved	
TcCLB.504153.140	TcCLB.504153.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 688,137 - 689,810 (-)	metallo-peptidase, Clan MF, Family M17	
TcCLB.504153.150	TcCLB.504153.150:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 690,617 - 695,212 (-)	Unc104-like kinesin, putative	
TcCLB.504153.160	TcCLB.504153.160:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 695,770 - 697,281 (-)	Metallocarboxypeptidase 1	
TcCLB.504153.170	TcCLB.504153.170:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 697,835 - 701,590 (-)	hypothetical protein, conserved	
TcCLB.504153.180	TcCLB.504153.180:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 701,986 - 703,602 (-)	UDP-N-acetylglucosamine pyrophosphorylase, putative	
TcCLB.504153.190	TcCLB.504153.190:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 703,870 - 706,014 (-)	Mitochondrial SSU ribosomal protein, putative	
TcCLB.504153.20	TcCLB.504153.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 650,829 - 653,549 (+)	phosphoglycerate kinase, putative	
TcCLB.504153.200	TcCLB.504153.200:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 706,618 - 707,511 (-)	hypothetical protein, conserved	
TcCLB.504153.210	TcCLB.504153.210:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 707,797 - 708,705 (-)	hypothetical protein	
TcCLB.504153.220	TcCLB.504153.220:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 708,785 - 710,263 (-)	DNA recombination and repair protein RAD51, putative	
TcCLB.504153.230	TcCLB.504153.230:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 710,509 - 711,645 (-)	hypothetical protein, conserved	
TcCLB.504153.240	TcCLB.504153.240:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 712,304 - 713,992 (-)	hypothetical protein, conserved	
TcCLB.504153.250	TcCLB.504153.250:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 714,404 - 715,582 (-)	Present in the outer mitochondrial membrane proteome 11	
TcCLB.504153.260	TcCLB.504153.260:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 716,184 - 719,069 (-)	Flagellum attachment zone protein 12	
TcCLB.504153.270	TcCLB.504153.270:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 719,615 - 722,353 (-)	hypothetical protein, conserved	
TcCLB.504153.280	TcCLB.504153.280:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 723,569 - 724,801 (-)	hypothetical protein, conserved	
TcCLB.504153.290	TcCLB.504153.290:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 726,015 - 727,880 (-)	hypothetical protein, conserved	
TcCLB.504153.30	TcCLB.504153.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 654,119 - 654,928 (+)	hypothetical protein, conserved	
TcCLB.504153.300	TcCLB.504153.300:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 728,241 - 729,764 (-)	GTPase protein, putative	
TcCLB.504153.310	TcCLB.504153.310:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 730,604 - 732,856 (-)	heat shock protein, putative	
TcCLB.504153.320	TcCLB.504153.320:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 733,477 - 735,018 (-)	Golgi reassembly stacking protein (GRASP homologue), putative	
TcCLB.504153.330	TcCLB.504153.330:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 735,792 - 737,249 (-)	hypothetical protein, conserved	
TcCLB.504153.340	TcCLB.504153.340:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 737,588 - 739,702 (-)	hypothetical protein, conserved	
TcCLB.504153.360	TcCLB.504153.360:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 741,597 - 743,072 (-)	succinyl-coA:3-ketoacid-coenzyme A transferase, mitochondrial precursor, putative	
TcCLB.504153.370	TcCLB.504153.370:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 743,565 - 745,418 (-)	hypothetical protein	
TcCLB.504153.50	TcCLB.504153.50:rRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 660,482 - 661,380 (-)	ribosomal RNA large subunit alpha, 5' & 3' partial	
TcCLB.504153.70	TcCLB.504153.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 661,547 - 663,532 (-)	hypothetical protein, conserved	
TcCLB.504153.90	TcCLB.504153.90:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 663,824 - 676,825 (-)	Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative	
TcCLB.506125.20	TcCLB.506125.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 634,048 - 634,857 (+)	hypothetical protein, conserved	
TcCLB.506125.30	TcCLB.506125.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 632,885 - 633,490 (+)	phosphoglycerate kinase, putative	
TcCLB.506127.100	TcCLB.506127.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 609,721 - 612,516 (+)	hypothetical protein, conserved	
TcCLB.506127.110	TcCLB.506127.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 606,782 - 608,140 (+)	eukaryotic peptide chain release factor subunit 1, putative	
TcCLB.506127.120	TcCLB.506127.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 604,564 - 606,528 (+)	hypothetical protein, conserved	
TcCLB.506127.130	TcCLB.506127.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 602,061 - 604,004 (+)	hypothetical protein, conserved	
TcCLB.506127.140	TcCLB.506127.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 600,004 - 601,779 (+)	hypothetical protein	
TcCLB.506127.150	TcCLB.506127.150:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 595,504 - 598,077 (+)	hypothetical protein, conserved	
TcCLB.506127.160	TcCLB.506127.160:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 592,273 - 594,705 (+)	inner dynein arm I1 intermediate chain, axonemal	
TcCLB.506127.170	TcCLB.506127.170:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 590,001 - 590,786 (+)	Eukaryotic translation initiation factor 4E-1	
TcCLB.506127.20	TcCLB.506127.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 629,435 - 631,171 (+)	mRNA export factor MEX67	
TcCLB.506127.30	TcCLB.506127.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 626,668 - 628,545 (+)	phenylalanyl-tRNA synthetase, putative	
TcCLB.506127.40	TcCLB.506127.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 625,368 - 626,093 (+)	hypothetical protein, conserved	
TcCLB.506127.50	TcCLB.506127.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr39-S: 621,701 - 623,293 (+)	hypothetical protein, conserved	
