[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.409101.9	TcCLB.409101.9:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 240,512 - 241,579 (-)	hypothetical protein, conserved (fragment)	
TcCLB.410243.10	TcCLB.410243.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 754,041 - 754,556 (+)	hypothetical protein, conserved (fragment)	
TcCLB.412093.10	TcCLB.412093.10:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 538,073 - 539,245 (-)	antigenic protein (pseudogene), putative	
TcCLB.416761.10	TcCLB.416761.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 921,874 - 922,305 (-)	surface protease GP63, putative	
TcCLB.438059.10	TcCLB.438059.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 992,729 - 993,238 (-)	serine/threonine-protein phosphatase PP1 alpha	
TcCLB.447255.10	TcCLB.447255.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 669,324 - 669,797 (+)	hypothetical protein, conserved	
TcCLB.447255.20	TcCLB.447255.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 668,130 - 668,855 (+)	Silent information regulator 2 related protein 3	
TcCLB.447255.29	TcCLB.447255.29:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 667,223 - 667,885 (+)	multidrug resistance-associated protein, putative	
TcCLB.447255.4	TcCLB.447255.4:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 671,003 - 671,239 (+)	ubiquitin, putative	
TcCLB.456139.10	TcCLB.456139.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 825,677 - 826,567 (+)	hypothetical protein, conserved	
TcCLB.469435.10	TcCLB.469435.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 242,571 - 243,164 (-)	hypothetical protein, conserved	
TcCLB.469435.4	TcCLB.469435.4:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 241,766 - 242,332 (-)	ribosomal protein L14, putative	
TcCLB.479517.30	TcCLB.479517.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 912,592 - 913,167 (-)	hypothetical protein	
TcCLB.479517.40	TcCLB.479517.40:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 913,621 - 914,127 (-)	hypothetical protein (pseudogene)	
TcCLB.479517.50	TcCLB.479517.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 915,834 - 916,259 (-)	surface protease GP63, putative	
TcCLB.503865.12	TcCLB.503865.12:snRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 310,655 - 310,734 (-)	small nuclear RNA (snRNA) U6	
TcCLB.503865.16	TcCLB.503865.16:tRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 310,521 - 310,592 (-)	tRNA-Pro:anticodon CGG	
TcCLB.503865.20	TcCLB.503865.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 303,833 - 310,033 (-)	hypothetical protein, conserved	
TcCLB.503865.30	TcCLB.503865.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 302,421 - 303,035 (-)	hypothetical protein, conserved	
TcCLB.503865.4	TcCLB.503865.4:tRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 311,010 - 311,082 (+)	tRNA-Asn:anticodon GTT	
TcCLB.503865.40	TcCLB.503865.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 301,163 - 302,179 (-)	hypothetical protein, conserved	
TcCLB.503865.50	TcCLB.503865.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 299,849 - 300,952 (-)	ankyrin, putative	
TcCLB.503865.60	TcCLB.503865.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 297,507 - 299,519 (-)	hypothetical protein, conserved	
TcCLB.503865.70	TcCLB.503865.70:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 293,914 - 296,142 (-)	hypothetical protein, conserved	
TcCLB.503865.8	TcCLB.503865.8:tRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 310,855 - 310,926 (+)	tRNA-Thr:anticodon CGT	
TcCLB.503865.80	TcCLB.503865.80:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 292,486 - 293,460 (-)	phosphatidylinositol 4-kinase, putative	
TcCLB.504055.10	TcCLB.504055.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 880,492 - 881,529 (+)	hypothetical protein, conserved	
TcCLB.504055.100	TcCLB.504055.100:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 902,803 - 905,310 (+)	retrotransposon hot spot protein (RHS, pseudogene), putative	
TcCLB.504055.130	TcCLB.504055.130:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 906,619 - 909,033 (+)	trans-sialidase (pseudogene), putative	
TcCLB.504055.20	TcCLB.504055.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 881,724 - 882,947 (+)	hypothetical protein, conserved	
TcCLB.504055.30	TcCLB.504055.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 883,149 - 884,981 (+)	hypothetical protein	
TcCLB.504055.40	TcCLB.504055.40:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 885,260 - 888,901 (+)	dihydroxyacetone phosphate acyltransferase, putative	
TcCLB.504055.50	TcCLB.504055.50:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr34-S: 889,847 - 892,480 (+)	hypothetical protein, conserved	
