[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.422041.9	TcCLB.422041.9:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 28,686 - 29,737 (-)	pre-mRNA splicing factor ATP-dependent RNA helicase, putative (fragment)	
TcCLB.478711.10	TcCLB.478711.10.1	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 663 - 1,976 (-)	trans-sialidase (pseudogene), putative	
TcCLB.506553.10	TcCLB.506553.10:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 76,801 - 77,424 (-)	hypothetical protein, conserved	
TcCLB.506553.20	TcCLB.506553.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 77,502 - 78,197 (-)	bromodomain factor 2 protein	
TcCLB.506553.30	TcCLB.506553.30:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 78,568 - 80,067 (-)	GTP-binding protein, putative	
TcCLB.506553.40	TcCLB.506553.40:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 80,417 - 82,072 (-)	ATP-dependent RNA helicase (pseudogene), putative	
TcCLB.508047.11	TcCLB.508047.11:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 163,401 - 163,925 (-)	trans-sialidase, putative (fragment)	
TcCLB.508047.20	TcCLB.508047.20:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 165,227 - 166,306 (-)	Mucin-associated surface protein (MASP), subgroup S049	
TcCLB.508047.25	TcCLB.508047.25:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 166,583 - 166,921 (-)	elongation factor 1-gamma (EF-1-gamma, pseudogene), putative	
TcCLB.508047.30	TcCLB.508047.30:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 168,412 - 170,211 (-)	trans-sialidase (pseudogene), putative	
TcCLB.508047.40	TcCLB.508047.40:pseudogenic_transcript	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 170,227 - 171,000 (-)	mucin TcMUCII (pseudogene), putative	
TcCLB.508047.60	TcCLB.508047.60:mRNA	Trypanosoma cruzi CL Brener Esmeraldo-like	TcChr4-S: 172,800 - 175,571 (-)	trans-sialidase, Group V, putative	
