[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.397937.10	TcCLB.397937.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 14,765 - 15,403 (-)	pumilio/PUF RNA binding protein 1, putative	
TcCLB.397937.5	TcCLB.397937.5:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 13,655 - 14,050 (-)	N-acetylglucosamine-6-phosphate deacetylase-like protein, putative (fragment)	
TcCLB.445011.10	TcCLB.445011.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 234,700 - 235,536 (+)	hypothetical protein, conserved	
TcCLB.445011.19	TcCLB.445011.19:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 235,660 - 236,515 (+)	hypothetical protein, conserved	
TcCLB.476421.9	TcCLB.476421.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 379,466 - 381,250 (+)	protein kinase, putative	
TcCLB.486901.10	TcCLB.486901.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 259,274 - 260,266 (+)	endonuclease/exonuclease/phosphatase, putative	
TcCLB.503527.10	TcCLB.503527.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 263,643 - 265,187 (+)	hypothetical protein, conserved	
TcCLB.503527.20	TcCLB.503527.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 265,705 - 266,532 (+)	hypothetical protein, conserved	
TcCLB.503527.29	TcCLB.503527.29:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 267,421 - 267,843 (+)	hypothetical protein, conserved	
TcCLB.503527.4	TcCLB.503527.4:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 261,551 - 262,420 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.503527.40	TcCLB.503527.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 268,359 - 270,185 (+)	GPI alpha-mannosyltransferase III	
TcCLB.503527.50	TcCLB.503527.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 270,619 - 271,302 (+)	hypothetical protein, conserved	
TcCLB.503527.60	TcCLB.503527.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 271,567 - 272,616 (+)	hypothetical protein, conserved	
TcCLB.503611.10	TcCLB.503611.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 250,702 - 252,057 (+)	ISWI complex protein	
TcCLB.503611.20	TcCLB.503611.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 252,676 - 253,053 (+)	ribosomal protein L24, putative	
TcCLB.503611.30	TcCLB.503611.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 253,168 - 254,658 (+)	hypothetical protein, conserved	
TcCLB.503611.40	TcCLB.503611.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 255,204 - 255,581 (+)	ribosomal protein L24, putative	
TcCLB.503611.50	TcCLB.503611.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 255,888 - 257,177 (+)	hypothetical protein, conserved	
TcCLB.503795.10	TcCLB.503795.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 183,336 - 184,766 (+)	hypothetical protein, conserved	
TcCLB.503907.10	TcCLB.503907.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 293,633 - 296,392 (+)	trans-sialidase, Group VIII, putative	
TcCLB.503915.9	TcCLB.503915.9:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 232,481 - 234,598 (+)	hypothetical protein, conserved (fragment)	
TcCLB.504009.10	TcCLB.504009.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 335,253 - 336,575 (+)	hypothetical protein, conserved	
TcCLB.504009.20	TcCLB.504009.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 333,456 - 334,460 (+)	hypothetical protein, conserved	
TcCLB.504009.30	TcCLB.504009.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 331,290 - 333,239 (+)	hypothetical protein, conserved	
TcCLB.504009.4	TcCLB.504009.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 336,857 - 337,641 (+)	hypothetical protein, conserved	
TcCLB.504009.40	TcCLB.504009.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 329,747 - 330,844 (+)	Axonemal inner arm dynein light chain, putative	
TcCLB.504009.60	TcCLB.504009.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 326,028 - 329,432 (+)	hypothetical protein, conserved	
TcCLB.504009.70	TcCLB.504009.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 325,135 - 325,518 (+)	succinate dehydrogenase cytochrome B subunit	
TcCLB.504097.10	TcCLB.504097.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 247,184 - 248,782 (+)	RNA editing complex protein MP61, putative	
TcCLB.504097.20	TcCLB.504097.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 246,096 - 246,941 (+)	hypothetical protein, conserved	
TcCLB.504097.30	TcCLB.504097.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 241,468 - 245,478 (+)	hypothetical protein, conserved	
TcCLB.504097.4	TcCLB.504097.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 249,189 - 250,600 (+)	ISWI complex protein	
TcCLB.504097.40	TcCLB.504097.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 239,928 - 240,926 (+)	hypothetical protein, conserved	
TcCLB.504163.10	TcCLB.504163.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 273,486 - 275,246 (+)	hypothetical protein, conserved	
TcCLB.504163.100	TcCLB.504163.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 287,690 - 288,667 (+)	hypothetical protein, conserved	
TcCLB.504163.110	TcCLB.504163.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 289,236 - 291,374 (+)	N-acetyltransferase subunit Nat1, putative	
TcCLB.504163.20	TcCLB.504163.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 275,695 - 277,419 (+)	hypothetical protein, conserved	
TcCLB.504163.30	TcCLB.504163.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 278,064 - 278,636 (+)	40S ribosomal protein S9, putative	
TcCLB.504163.40	TcCLB.504163.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 278,913 - 280,031 (+)	fructose-bisphosphate aldolase, glycosomal, putative	
TcCLB.504163.50	TcCLB.504163.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 280,624 - 281,742 (+)	fructose-bisphosphate aldolase, glycosomal, putative	
TcCLB.504163.60	TcCLB.504163.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 281,922 - 282,491 (+)	hypothetical protein, conserved	
TcCLB.504163.70	TcCLB.504163.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 282,970 - 284,427 (+)	hypothetical protein, conserved	
TcCLB.504163.80	TcCLB.504163.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 284,827 - 285,537 (+)	hypothetical protein, conserved	
TcCLB.504163.90	TcCLB.504163.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 286,151 - 287,314 (+)	hypothetical protein, conserved	
TcCLB.504203.10	TcCLB.504203.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 98,257 - 99,351 (-)	hypothetical protein, conserved	
TcCLB.504203.20	TcCLB.504203.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 99,968 - 101,809 (-)	sec1-like protein, putative	
TcCLB.504203.29	TcCLB.504203.29:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 102,030 - 103,322 (-)	tRNA-dihydrouridine synthase 2, putative	
TcCLB.504203.4	TcCLB.504203.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 96,881 - 97,490 (-)	hypothetical protein, conserved	
TcCLB.504203.40	TcCLB.504203.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 103,785 - 104,459 (-)	hypothetical protein, conserved	
TcCLB.504203.50	TcCLB.504203.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 105,796 - 106,698 (-)	hypothetical protein, conserved	
TcCLB.504203.60	TcCLB.504203.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 107,453 - 108,229 (-)	TPR-repeat-containing chaperone protein DNAJ, putative (fragment)	
TcCLB.506341.10	TcCLB.506341.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 12,723 - 13,553 (-)	N-acetylglucosamine-6-phosphate deacetylase-like protein, putative	
TcCLB.506341.20	TcCLB.506341.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 11,735 - 12,181 (-)	hypothetical protein, conserved	
TcCLB.506341.30	TcCLB.506341.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 9,113 - 10,441 (-)	beta galactofuranosyl glycosyltransferase, putative	
TcCLB.506341.40	TcCLB.506341.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 7,187 - 7,540 (-)	hypothetical protein	
TcCLB.506341.50	TcCLB.506341.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 3,197 - 6,322 (-)	trans-sialidase, Group VIII, putative	
TcCLB.506565.12	TcCLB.506565.12:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 388,044 - 388,424 (+)	RNA-binding protein, putative	
TcCLB.506565.20	TcCLB.506565.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 386,063 - 387,181 (+)	hypothetical protein, conserved	
TcCLB.506565.29	TcCLB.506565.29:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 384,288 - 385,565 (+)	hypothetical protein, conserved	
TcCLB.506565.4	TcCLB.506565.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 390,028 - 390,384 (+)	RNA-binding protein, putative	
TcCLB.506565.8	TcCLB.506565.8:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 389,056 - 389,412 (+)	RNA-binding protein, putative	
TcCLB.506567.10	TcCLB.506567.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 362,976 - 363,881 (+)	hypothetical protein, conserved	
TcCLB.506567.100	TcCLB.506567.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 347,586 - 348,497 (+)	hypothetical protein, conserved	
TcCLB.506567.110	TcCLB.506567.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 345,386 - 347,176 (+)	hypothetical protein, conserved	
TcCLB.506567.120	TcCLB.506567.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 343,858 - 344,787 (+)	mitochondrial RNA binding protein, putative	
TcCLB.506567.130	TcCLB.506567.130:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 342,850 - 343,449 (+)	hypothetical protein, conserved	
TcCLB.506567.134	TcCLB.506567.134:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 340,050 - 342,608 (+)	hypothetical protein, conserved	
TcCLB.506567.140	TcCLB.506567.140:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 338,242 - 339,753 (+)	hypothetical protein, conserved	
TcCLB.506567.20	TcCLB.506567.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 360,786 - 362,690 (+)	hypothetical protein	
TcCLB.506567.34	TcCLB.506567.34:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 358,979 - 360,409 (+)	hypothetical protein, conserved	
TcCLB.506567.50	TcCLB.506567.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 357,985 - 358,602 (+)	hypothetical protein, conserved	
TcCLB.506567.60	TcCLB.506567.60:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 355,274 - 357,178 (+)	ABC transporter, putative	
TcCLB.506567.70	TcCLB.506567.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 352,858 - 353,658 (+)	NAD(P)-dependent oxidoreductase, putative	
TcCLB.506567.74	TcCLB.506567.74:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 352,193 - 352,606 (+)	hypothetical protein, conserved	
TcCLB.506567.77	TcCLB.506567.77:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 351,434 - 352,063 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.506567.80	TcCLB.506567.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 350,136 - 350,804 (+)	hypothetical protein	
TcCLB.506567.90	TcCLB.506567.90:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 348,924 - 349,424 (+)	hypothetical protein, conserved	
TcCLB.506609.15	TcCLB.506609.15:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 615,354 - 616,628 (+)	hypothetical protein (pseudogene)	
TcCLB.506609.30	TcCLB.506609.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 617,640 - 620,072 (-)	trans-sialidase, Group V, putative	
TcCLB.506609.50	TcCLB.506609.50:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 622,414 - 623,355 (-)	hypothetical protein	
TcCLB.506609.60	TcCLB.506609.60:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 623,469 - 624,101 (-)	surface protease GP63 (pseudogene), putative	
TcCLB.506609.70	TcCLB.506609.70:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 624,868 - 626,028 (-)	Mucin-associated surface protein (MASP), subgroup S080	
TcCLB.506609.80	TcCLB.506609.80:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr20-S: 626,603 - 627,298 (-)	mucin TcMUCII, putative	
