[Gene ID]	[Transcript ID]	[Organism]	[Genomic Location(s)]	[Product Description]	
TcCLB.421173.14	TcCLB.421173.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 35,156 - 35,758 (-)	trans-sialidase, putative	
TcCLB.421173.4	TcCLB.421173.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 30,782 - 33,235 (-)	trans-sialidase, putative (fragment)	
TcCLB.503493.10	TcCLB.503493.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 250,704 - 252,212 (-)	hypothetical protein, conserved	
TcCLB.503493.20	TcCLB.503493.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 248,607 - 250,079 (-)	hypothetical protein, conserved	
TcCLB.503493.30	TcCLB.503493.30:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 246,608 - 248,230 (-)	hypothetical protein, conserved	
TcCLB.503493.40	TcCLB.503493.40:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 244,840 - 245,937 (-)	hypothetical protein, conserved	
TcCLB.503751.10	TcCLB.503751.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 451,689 - 454,220 (+)	hypothetical protein	
TcCLB.503751.20	TcCLB.503751.20:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 454,669 - 455,109 (+)	hypothetical protein	
TcCLB.503751.30	TcCLB.503751.30:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 455,685 - 456,482 (+)	hypothetical protein, conserved (pseudogene)	
TcCLB.503967.10	TcCLB.503967.10:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 448,704 - 449,837 (+)	hypothetical protein, conserved	
TcCLB.503967.19	TcCLB.503967.19:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 450,471 - 451,588 (+)	hypothetical protein	
TcCLB.503967.4	TcCLB.503967.4:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 446,694 - 447,152 (+)	hypothetical protein, conserved	
TcCLB.506513.100	TcCLB.506513.100:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 591,685 - 592,632 (+)	hypothetical protein, conserved	
TcCLB.506513.110	TcCLB.506513.110:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 589,550 - 590,809 (+)	peptidase t, putative	
TcCLB.506513.120	TcCLB.506513.120:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 587,243 - 589,150 (+)	hypothetical protein, conserved	
TcCLB.506513.130	TcCLB.506513.130:pseudogenic_transcript	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 583,664 - 586,426 (+)	kinesin (pseudogene), putative	
TcCLB.506513.14	TcCLB.506513.14:mRNA	T. cruzi CL Brener Esmeraldo-like	TcChr17-S: 608,281 - 608,949 (+)	hypothetical protein, conserved	
