[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb3.NT.21	Tb3.NT.21:ncRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 503,720 - 504,365 (-)	Noncoding RNA, putative	
Tb3.NT.36	Tb3.NT.36:ncRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 824,942 - 825,674 (-)	Noncoding RNA, putative	
Tb3.NT.66	Tb3.NT.66:ncRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 1,420,898 - 1,421,096 (+)	Noncoding RNA, putative	
Tb927.3.100	Tb927.3.100:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_03_v5.1: 27 - 1,183 (+)	hypothetical protein, pseudogene	
Tb927.3.1000	Tb927.3.1000:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 245,482 - 246,148 (+)	frataxin-like, mitochondrial precursor, putative	
Tb927.3.1010	Tb927.3.1010:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 246,717 - 249,385 (+)	hypothetical protein, conserved	
Tb927.3.1020	Tb927.3.1020:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 250,863 - 252,492 (+)	Flagellum attachment zone protein 13	
Tb927.3.1030	Tb927.3.1030:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 253,111 - 254,890 (+)	RNA-binding protein	
Tb927.3.1050	Tb927.3.1050:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 261,163 - 262,371 (+)	transposase of Tn10	
Tb927.3.1060	Tb927.3.1060:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 259,855 - 263,532 (+)	cAMP response protein, putative	
Tb927.3.1070	Tb927.3.1070:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 263,815 - 265,161 (+)	Peptide chain release factor 1, mitochondrial, putative	
Tb927.3.1080	Tb927.3.1080:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 265,291 - 266,383 (+)	Present in the outer mitochondrial membrane proteome 23	
Tb927.3.1085	Tb927.3.1085:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 266,523 - 267,203 (+)	hypothetical protein	
Tb927.3.1090	Tb927.3.1090:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 267,363 - 268,841 (+)	U1 small nuclear ribonucleoprotein 24 kDa	
Tb927.3.110	Tb927.3.110:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_03_v5.1: 1,251 - 2,402 (+)	expression site-associated gene 3 (ESAG3), degenerate	
Tb927.3.1100	Tb927.3.1100:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 268,941 - 270,153 (+)	exonuclease, putative	
Tb927.3.1110	Tb927.3.1110:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 270,600 - 273,554 (+)	Putative intraflagellar transport protein A1	
Tb927.3.1120	Tb927.3.1120:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 273,335 - 274,386 (+)	GTP-binding nuclear protein rtb2, putative	
Tb927.3.1130	Tb927.3.1130:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 275,749 - 277,813 (+)	DNA polymerase delta subunit 2, putative	
Tb927.3.1140	Tb927.3.1140:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 278,070 - 279,804 (+)	Surp module, putative	
Tb927.3.1150	Tb927.3.1150:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 279,969 - 280,820 (+)	Conserved hypothetical ATP binding protein, putative	
Tb927.3.1160	Tb927.3.1160:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 281,187 - 282,109 (+)	hypothetical protein, conserved	
Tb927.3.1170	Tb927.3.1170:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 282,350 - 283,598 (+)	TAP42-like family, putative	
Tb927.3.1180	Tb927.3.1180:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 284,386 - 287,722 (+)	hypothetical protein, conserved	
Tb927.3.1190	Tb927.3.1190:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 287,854 - 295,302 (+)	hypothetical protein, conserved	
Tb927.3.120	Tb927.3.120:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 2,458 - 4,221 (+)	variant surface glycoprotein (VSG), putative	
Tb927.3.1200	Tb927.3.1200.1:mRNA	T. brucei brucei TREU927	Tb927_03_v5.1: 296,864 - 299,602 (+)	hypothetical protein, conserved	
