[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb06.3A7.270	Tb06.3A7.270:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 389,986 - 393,393 (-)	hypothetical protein, conserved	
Tb06.3A7.960	Tb06.3A7.960:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 484,268 - 485,499 (+)	hypothetical protein	
Tb6.NT.39	Tb6.NT.39:ncRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 559,373 - 560,046 (-)	Noncoding RNA, putative	
Tb6.NT.40	Tb6.NT.40:ncRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 592,728 - 593,447 (-)	Noncoding RNA, putative	
Tb6.NT.65	Tb6.NT.65:ncRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 1,022,012 - 1,022,272 (-)	Noncoding RNA, putative	
Tb6.NT.66	Tb6.NT.66:ncRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 1,030,416 - 1,030,705 (-)	Noncoding RNA, putative	
Tb927.6.100	Tb927.6.100:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_06_v5.1: 1 - 1,326 (+)	receptor-type adenylate cyclase GRESAG 4, pseudogene, putative	
Tb927.6.1000	Tb927.6.1000:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 411,757 - 413,237 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb927.6.1010	Tb927.6.1010:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 413,618 - 415,001 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb927.6.1020	Tb927.6.1020:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 415,134 - 416,765 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb927.6.1030	Tb927.6.1030:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 416,889 - 418,526 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb927.6.1040	Tb927.6.1040:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 418,907 - 420,287 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb927.6.1050	Tb927.6.1050:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 420,668 - 422,048 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb927.6.1060	Tb927.6.1060:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 422,172 - 423,809 (-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	
Tb927.6.1070	Tb927.6.1070:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 423,942 - 427,558 (-)	hypothetical protein, conserved	
Tb927.6.1080	Tb927.6.1080:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 428,071 - 429,346 (-)	hydroxyacylglutathione hydrolase, putative	
Tb927.6.1090	Tb927.6.1090:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 429,825 - 431,561 (-)	proteasome regulatory ATPase subunit 3	
Tb927.6.110	Tb927.6.110:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 1,751 - 2,416 (+)	hypothetical protein	
Tb927.6.1100	Tb927.6.1100:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 431,691 - 434,475 (-)	hypothetical protein, conserved	
Tb927.6.1110	Tb927.6.1110:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 435,316 - 438,925 (-)	ubiquitin carboxyl-terminal hydrolase, putative	
Tb927.6.1120	Tb927.6.1120:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 439,023 - 441,763 (-)	hypothetical protein, conserved	
Tb927.6.1130	Tb927.6.1130:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 442,124 - 443,540 (-)	hypothetical protein, conserved	
Tb927.6.1140	Tb927.6.1140:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 443,644 - 446,105 (-)	dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1,2-mannosyltransferase, putative	
Tb927.6.1150	Tb927.6.1150:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 446,426 - 447,515 (-)	hypothetical protein	
Tb927.6.1160	Tb927.6.1160:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 447,837 - 450,136 (-)	leucine-rich repeat protein (LRRP), putative	
Tb927.6.1170	Tb927.6.1170:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 450,347 - 451,958 (-)	Aph-1 protein, putative	
Tb927.6.1180	Tb927.6.1180:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 452,528 - 456,801 (-)	hypothetical protein, conserved	
Tb927.6.1190	Tb927.6.1190:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 456,958 - 459,555 (-)	Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative	
Tb927.6.120	Tb927.6.120:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 2,598 - 3,337 (+)	Protein of unknown function (DUF1181), putative	
Tb927.6.1200	Tb927.6.1200:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 459,887 - 461,318 (-)	hypothetical protein, conserved	
Tb927.6.1210	Tb927.6.1210:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 461,434 - 462,569 (-)	kinetoplastid kinetochore protein 6	
Tb927.6.1220	Tb927.6.1220:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1: 462,703 - 465,245 (-)	hypothetical protein, conserved	
