[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb07.30D13.110	Tb07.30D13.110:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1: 2,186,105 - 2,186,863 (+)	hypothetical protein, conserved (pseudogene)	
Tb07.30D13.130	Tb07.30D13.130:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1: 2,184,767 - 2,185,687 (+)	hypothetical protein, conserved (pseudogene)	
Tb07.30D13.160	Tb07.30D13.160:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1: 2,178,294 - 2,179,475 (+)	hypothetical protein, conserved (pseudogene)	
Tb07.30D13.180	Tb07.30D13.180:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1: 2,177,383 - 2,178,291 (+)	hypothetical protein, conserved (pseudogene)	
Tb07.30D13.60	Tb07.30D13.60:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1: 2,193,496 - 2,195,226 (+)	hypothetical protein, conserved (pseudogene)	
Tb07.30D13.80	Tb07.30D13.80:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1: 2,192,158 - 2,193,070 (+)	hypothetical protein, conserved (pseudogene)	
Tb7.NT.10	Tb7.NT.10:ncRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 420,956 - 421,250 (+)	Noncoding RNA, putative	
Tb7.NT.17	Tb7.NT.17:ncRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 550,116 - 550,690 (-)	Noncoding RNA, putative	
Tb7.NT.24	Tb7.NT.24:ncRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 723,052 - 723,437 (+)	Noncoding RNA, putative	
Tb7.NT.53	Tb7.NT.53:ncRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 1,248,407 - 1,248,614 (-)	Noncoding RNA, putative	
Tb7.NT.62	Tb7.NT.62:ncRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 1,516,315 - 1,516,724 (+)	Noncoding RNA, putative	
Tb7.NT.76	Tb7.NT.76:ncRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 1,688,946 - 1,689,366 (-)	Noncoding RNA, putative	
Tb927.7.100	Tb927.7.100:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 2 - 442 (+)	variant surface glycoprotein (VSG), putative (fragment)	
Tb927.7.1000	Tb927.7.1000:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 259,928 - 262,027 (+)	DNA repair and recombination helicase protein PIF1, putative	
Tb927.7.1010	Tb927.7.1010:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 262,452 - 263,038 (+)	hypothetical protein, conserved	
Tb927.7.1020	Tb927.7.1020:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 263,222 - 264,218 (+)	hypothetical protein, conserved	
Tb927.7.1025	Tb927.7.1025:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 264,480 - 264,747 (+)	hypothetical protein	
Tb927.7.1030	Tb927.7.1030:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 265,052 - 267,843 (+)	heat shock 70 kDa protein, putative	
Tb927.7.1040	Tb927.7.1040:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 268,214 - 268,795 (+)	40S ribosomal protein S16, putative	
Tb927.7.1050	Tb927.7.1050:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 268,945 - 269,481 (+)	40S ribosomal protein S16, putative	
Tb927.7.1060	Tb927.7.1060:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 269,691 - 272,054 (+)	ISWI complex protein	
Tb927.7.1070	Tb927.7.1070:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 272,227 - 275,017 (+)	KREX1	
Tb927.7.1080	Tb927.7.1080:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1: 275,207 - 276,628 (+)	hypothetical protein, conserved	
