[Gene ID]	[source_id]	[Organism]	[Genomic Location(s)]	[Product Description]	
Tb10.NT.102	Tb10.NT.102:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 2,274,281 - 2,274,659 (+)	Noncoding RNA, putative	
Tb10.NT.103	Tb10.NT.103:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 2,307,475 - 2,309,425 (+)	Noncoding RNA, putative	
Tb10.NT.148	Tb10.NT.148:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 3,353,042 - 3,353,384 (-)	Noncoding RNA, putative	
Tb10.NT.154	Tb10.NT.154:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 3,431,265 - 3,431,462 (-)	Noncoding RNA, putative	
Tb10.NT.166	Tb10.NT.166:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 3,669,984 - 3,670,245 (+)	Noncoding RNA, putative	
Tb10.NT.168	Tb10.NT.168:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 3,692,482 - 3,692,666 (+)	Noncoding RNA, putative	
Tb10.NT.169	Tb10.NT.169:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 3,719,566 - 3,719,898 (+)	Noncoding RNA, putative	
Tb10.NT.18	Tb10.NT.18:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 486,441 - 486,977 (+)	Noncoding RNA, putative	
Tb10.NT.22	Tb10.NT.22:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 616,728 - 617,248 (+)	Noncoding RNA, putative	
Tb10.NT.27	Tb10.NT.27:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 647,196 - 647,955 (+)	Noncoding RNA, putative	
Tb10.NT.33	Tb10.NT.33:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 753,563 - 753,850 (+)	Noncoding RNA, putative	
Tb10.NT.66	Tb10.NT.66:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 1,626,890 - 1,627,410 (-)	Noncoding RNA, putative	
Tb10.NT.68	Tb10.NT.68:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 1,635,495 - 1,635,785 (+)	Noncoding RNA, putative	
Tb10.NT.73	Tb10.NT.73:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 1,725,878 - 1,726,146 (+)	Noncoding RNA, putative	
Tb10.NT.91	Tb10.NT.91:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 2,035,664 - 2,036,151 (-)	Noncoding RNA, putative	
Tb10.NT.95	Tb10.NT.95:ncRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 2,092,756 - 2,093,317 (+)	Noncoding RNA, putative	
Tb10_rRNA_1:rRNA	Tb10_rRNA_1:rRNA:rRNA	T. brucei brucei TREU927	Tb927_10_v5.1: 3,985,946 - 3,986,117 (+)	5.8S ribosomal RNA	
